model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
TARGET_BAND_EDGE,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-6700.443899999838,-6745.399999999994,-1261.3999999999996,-218.85609999999906,-1087.5000000000018,-0.027280596011915126
TARGET_BAND_EDGE,evaluation,BASE,ENTRY_SHARES_PRESERVATION,32053.318239999993,34774.00000000003,1082.8999999999996,1060.2817600000008,2743.300000000023,0.14949125115236783
TARGET_BAND_EDGE,evaluation,BASE,BUY_HOLD,108655.76828000016,133048.3,-11938.100000000002,3166.1317200000008,9288.299999999916,0.991256791711572
TARGET_BAND_EDGE,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-5048.806200000225,-6351.900000000023,-1196.3999999999996,-596.5938000000006,-1902.900000000027,-0.019555525116728978
TARGET_BAND_EDGE,evaluation,STRESS,ENTRY_SHARES_PRESERVATION,28029.912919999682,33783.20000000001,1023.2999999999993,1880.4870799999999,4896.100000000082,0.13318000797757845
TARGET_BAND_EDGE,evaluation,STRESS,BUY_HOLD,95920.28519999984,130500.09999999996,-12142.100000000002,6008.6148,16429.099999999984,0.9162188235124356
TARGET_BAND_EDGE,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,3960.684420000005,3768.600000000035,-112.00000000000023,101.11557999999991,-405.19999999999436,0.0324117157860353
TARGET_BAND_EDGE,earlier_diagnostic,BASE,ENTRY_SHARES_PRESERVATION,37426.01993999997,39250.200000000026,206.4999999999999,680.1800599999999,1350.5000000000268,0.10211589276253319
TARGET_BAND_EDGE,earlier_diagnostic,BASE,BUY_HOLD,83043.70477999983,105568.59999999996,-15957.199999999997,1827.99522,4739.700000000039,0.8224568871858202
TARGET_BAND_EDGE,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,4689.541639999894,3904.899999999994,-112.00000000000023,-81.64163999999982,-814.9999999999873,0.03908388747769975
TARGET_BAND_EDGE,earlier_diagnostic,STRESS,ENTRY_SHARES_PRESERVATION,36074.94223999989,39587.100000000006,206.4999999999999,1097.9577600000007,2620.6999999999916,0.08970250666591628
TARGET_BAND_EDGE,earlier_diagnostic,STRESS,BUY_HOLD,83362.85507999998,111632.49999999996,-15957.199999999997,3349.8449200000005,8962.599999999957,0.8171040356464465
TARGET_HALF_GAP,evaluation,BASE,ACCOUNT_VOLATILITY_EXPOSURE,-12149.844860000303,-12616.299999999988,-1129.4999999999982,-372.2551399999993,-1223.7000000000007,-0.064581410746819
TARGET_HALF_GAP,evaluation,BASE,ENTRY_SHARES_PRESERVATION,26603.91727999953,28903.100000000035,1214.800000000001,906.8827200000005,2607.100000000024,0.11219043641746396
TARGET_HALF_GAP,evaluation,BASE,BUY_HOLD,103206.3673199997,127177.39999999998,-11806.2,3012.7326800000005,9152.099999999917,0.9539559769766681
TARGET_HALF_GAP,evaluation,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,-10354.162680000183,-12253.900000000052,-1050.3999999999996,-797.0373200000013,-2153.1000000000786,-0.05707251172137928
TARGET_HALF_GAP,evaluation,STRESS,ENTRY_SHARES_PRESERVATION,22724.556439999724,27881.199999999983,1169.2999999999993,1680.0435599999992,4645.900000000031,0.09566302137292815
TARGET_HALF_GAP,evaluation,STRESS,BUY_HOLD,90614.92871999988,124598.09999999993,-11996.100000000002,5808.17128,16178.899999999932,0.8787018369077852
TARGET_HALF_GAP,earlier_diagnostic,BASE,ACCOUNT_VOLATILITY_EXPOSURE,3286.9061200002325,2849.100000000035,-49.00000000000023,-86.20612000000006,-400.59999999999036,0.041760329722777545
TARGET_HALF_GAP,earlier_diagnostic,BASE,ENTRY_SHARES_PRESERVATION,36752.2416400002,38330.700000000026,269.4999999999999,492.85835999999995,1355.1000000000308,0.11146450669927543
TARGET_HALF_GAP,earlier_diagnostic,BASE,BUY_HOLD,82369.92648000005,104649.09999999996,-15894.199999999997,1640.67352,4744.300000000043,0.8318055011225625
TARGET_HALF_GAP,earlier_diagnostic,STRESS,ACCOUNT_VOLATILITY_EXPOSURE,3689.859839999932,2704.399999999994,-49.00000000000023,-257.25984000000017,-777.1999999999825,0.045090351253081806
TARGET_HALF_GAP,earlier_diagnostic,STRESS,ENTRY_SHARES_PRESERVATION,35075.260439999925,38386.600000000006,269.4999999999999,922.3395600000003,2658.4999999999964,0.09570897044129834
TARGET_HALF_GAP,earlier_diagnostic,STRESS,BUY_HOLD,82363.17328000002,110431.99999999996,-15894.199999999997,3174.22672,9000.399999999961,0.8231104994218286
