period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,TARGET_BAND_EDGE,435,66,72,0,0,0.18985248226069326
evaluation,BASE,TARGET_HALF_GAP,435,74,73,0,0,0.18971469657565307
evaluation,STRESS,TARGET_BAND_EDGE,435,63,73,0,0,0.1900039380100011
evaluation,STRESS,TARGET_HALF_GAP,435,75,73,0,0,0.18991622435594738
earlier_diagnostic,BASE,TARGET_BAND_EDGE,445,35,69,0,0,0.2759239315168829
earlier_diagnostic,BASE,TARGET_HALF_GAP,445,37,43,0,0,0.2743543713285075
earlier_diagnostic,STRESS,TARGET_BAND_EDGE,451,37,69,0,0,0.2785677292475346
earlier_diagnostic,STRESS,TARGET_HALF_GAP,451,39,43,0,0,0.27756134908135527
