model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
TARGET_BAND_EDGE,evaluation,BASE,1.2791561823667654,30,435,174737.4,12830.567479999927,161906.83252000017
TARGET_BAND_EDGE,evaluation,STRESS,1.2031272538226632,30,435,171985.19999999998,23093.18631999997,148892.01367999986
TARGET_BAND_EDGE,earlier_diagnostic,BASE,1.1011788733383723,16,445,132435.59999999998,6929.700980000033,125505.89901999984
TARGET_BAND_EDGE,earlier_diagnostic,STRESS,1.094811809827171,16,451,138499.49999999997,12981.056439999953,125518.44355999999
TARGET_HALF_GAP,evaluation,BASE,1.2418553676318616,30,435,168998.40000000002,12540.968439999928,156457.4315599997
TARGET_HALF_GAP,evaluation,STRESS,1.1656102672180129,30,435,166229.19999999995,22642.542799999923,143586.6571999999
TARGET_HALF_GAP,earlier_diagnostic,BASE,1.1105274872751145,16,445,131579.09999999998,6746.979280000038,124832.12072000006
TARGET_HALF_GAP,earlier_diagnostic,STRESS,1.1008182736025531,16,451,137361.99999999997,12843.238239999957,124518.76176000002
