period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,264,39,37,0,0,0.08920359832205975
evaluation,STRESS,264,39,37,0,0,0.08921605419784942
earlier_diagnostic,BASE,281,21,19,0,0,0.11880252458267647
earlier_diagnostic,STRESS,287,21,19,0,0,0.12164811284083435
