period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.9594439950106831,26,264,71561.00000000001,7528.8631799999785,64032.1368199999
evaluation,STRESS,0.8660770263641994,26,264,70872.90000000001,14055.770960000058,56817.12904000003
earlier_diagnostic,BASE,1.1276685909638446,12,281,71365.59999999998,2757.9100199999893,68607.68997999991
earlier_diagnostic,STRESS,1.1329304614649898,12,287,74935.49999999999,5285.05600000001,69650.44399999996
