date,origin_index,decision_time,trend_deviation120,trend_state,selected_parent,selection_changed,source_cost,trend_parent_target,other_parent_target,target
2024-07-04,2942,2024-07-04 15:05:00,-0.004513572315739456,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,1.0,0.3191876984547226,0.3191876984547226
2024-07-11,2947,2024-07-11 15:05:00,0.003483312187892329,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.3191876984547226,1.0
2024-07-23,2955,2024-07-23 15:05:00,-0.004070292553759014,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2024-09-26,3000,2024-09-26 15:05:00,0.04251693374002974,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.39448655488931744,0.3191876984547226,0.39448655488931744
2025-03-28,3119,2025-03-28 15:05:00,-0.0009907838408763636,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2025-05-12,3146,2025-05-12 15:05:00,0.0030123889207773757,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2025-05-26,3156,2025-05-26 15:05:00,-0.0008185882501099417,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2025-06-04,3162,2025-06-04 15:05:00,0.0011273389133463763,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.060071809707543444,1.0
2025-06-19,3173,2025-06-19 15:05:00,-0.0010471258583565346,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,1.0,0.0,0.0
2025-06-20,3174,2025-06-20 15:05:00,0.0003657049575320759,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.0,1.0
2026-03-04,3343,2026-03-04 15:05:00,-0.0010469658389470338,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2026-03-05,3344,2026-03-05 15:05:00,0.008179071823925188,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2026-03-19,3354,2026-03-19 15:05:00,-0.007563117163771116,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2026-04-10,3369,2026-04-10 15:05:00,0.0027016168890372505,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2026-07-13,3431,2026-07-13 15:05:00,-0.004512235127841269,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2026-07-14,3432,2026-07-14 15:05:00,0.014917269162053826,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2026-07-16,3434,2026-07-16 15:05:00,-0.002840454244872337,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2026-07-21,3437,2026-07-21 15:05:00,0.004643353708124076,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2026-07-22,3438,2026-07-22 15:05:00,-4.5468376744572936e-05,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.3482104508697386,0.3399393674074074,0.3399393674074074
2026-07-23,3439,2026-07-23 15:05:00,0.004471194282746005,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.35645715884712625,0.3399393674074074,0.35645715884712625
2026-07-24,3440,2026-07-24 15:05:00,-0.013529606177768772,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.36899103520311216,0.3399393674074074,0.3399393674074074
