date,origin_index,decision_time,trend_deviation120,trend_state,selected_parent,selection_changed,source_cost,trend_parent_target,other_parent_target,target
2020-02-03,1868,2020-02-03 15:05:00,-0.06487848880932967,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2020-02-11,1874,2020-02-11 15:05:00,0.0054159456240554515,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.2734580369804351,0.6101391360989227,0.2734580369804351
2020-02-28,1887,2020-02-28 15:05:00,-0.0055112194133971615,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2020-03-02,1888,2020-03-02 15:05:00,0.030051758397109163,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2020-03-12,1896,2020-03-12 15:05:00,-0.005402464311096367,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2020-05-08,1933,2020-05-08 15:05:00,0.007604318015140388,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2020-05-14,1937,2020-05-14 15:05:00,-0.0007500891378301455,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2020-05-19,1940,2020-05-19 15:05:00,0.004709623321265566,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2020-05-21,1942,2020-05-21 15:05:00,-0.0059329999930327615,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2020-06-01,1949,2020-06-01 15:05:00,0.011214984021197694,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-03-09,2136,2021-03-09 15:05:00,-0.01721914203432673,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-03-11,2138,2021-03-11 15:05:00,0.011119114701841237,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-03-15,2140,2021-03-15 15:05:00,-0.008068432372759893,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-03-17,2142,2021-03-17 15:05:00,0.0014860101305791407,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-03-19,2144,2021-03-19 15:05:00,-0.019237200172297575,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-04-02,2154,2021-04-02 15:05:00,0.0061764817759606405,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-04-06,2155,2021-04-06 15:05:00,-2.168326180429503e-05,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-05-17,2181,2021-05-17 15:05:00,0.0002447390851028075,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-05-19,2183,2021-05-19 15:05:00,-0.002986563147947763,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-05-25,2187,2021-05-25 15:05:00,0.024537983198237967,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-06-15,2201,2021-06-15 15:05:00,-0.010227114580219188,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.684676050636378,0.0005976177844403407,0.0005976177844403407
2021-06-25,2209,2021-06-25 15:05:00,0.0047089232584540675,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.888810740370303,0.0005976177844403407,0.888810740370303
2021-06-29,2211,2021-06-29 15:05:00,-0.004487146552959231,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.8524875090911552,0.0005976177844403407,0.0005976177844403407
2021-06-30,2212,2021-06-30 15:05:00,0.0010887504660508363,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.836677516584861,0.0005976177844403407,0.836677516584861
2021-07-02,2214,2021-07-02 15:05:00,-0.02620492375115291,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.6811675697371095,0.0005976177844403407,0.0005976177844403407
2021-12-08,2320,2021-12-08 15:05:00,0.011850455920990433,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.9596407241189764,0.030552123332796284,0.9596407241189764
2021-12-20,2328,2021-12-20 15:05:00,-0.010609638474074368,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-12-23,2331,2021-12-23 15:05:00,0.003085520367265504,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-12-24,2332,2021-12-24 15:05:00,-0.0010794818487122049,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-12-27,2333,2021-12-27 15:05:00,0.00014165840326008095,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2021-12-29,2335,2021-12-29 15:05:00,-0.007651023943419988,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2021-12-31,2337,2021-12-31 15:05:00,0.0024587730155500864,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2022-01-04,2338,2022-01-04 15:05:00,-0.0009009910901988105,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2022-06-23,2449,2022-06-23 15:05:00,0.001463271895506546,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2022-07-15,2465,2022-07-15 15:05:00,-0.001218632717892243,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2022-07-18,2466,2022-07-18 15:05:00,0.01022029212692388,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2022-07-25,2471,2022-07-25 15:05:00,-0.0013211275180343707,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2022-07-26,2472,2022-07-26 15:05:00,0.00641295698169686,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2022-07-29,2475,2022-07-29 15:05:00,-0.009924219318209082,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2022-08-11,2484,2022-08-11 15:05:00,0.005261831243304149,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.6222579860660857,0.3355441025640926,0.6222579860660857
2022-08-19,2490,2022-08-19 15:05:00,-0.001154917099101982,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.662204818251302,0.33953016970840394,0.33953016970840394
2022-08-22,2491,2022-08-22 15:05:00,0.0059069726023326385,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.6554792800858243,0.33991273068467387,0.6554792800858243
2022-08-24,2493,2022-08-24 15:05:00,-0.0141163318943478,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.6186929485009854,0.33444506081507297,0.33444506081507297
2023-01-05,2582,2023-01-05 15:05:00,0.005787417463771538,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2023-04-25,2654,2023-04-25 15:05:00,-0.004119357751039998,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2023-04-27,2656,2023-04-27 15:05:00,0.0007842278498988442,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2023-05-10,2662,2023-05-10 15:05:00,-0.002410632544592617,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2023-07-28,2717,2023-07-28 15:05:00,0.021052301320866995,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2023-08-11,2727,2023-08-11 15:05:00,-0.007336079563898146,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2024-02-29,2858,2024-02-29 15:05:00,0.0030212416616042237,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2024-06-25,2935,2024-06-25 15:05:00,-0.001595966470710919,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,1.0,0.414065682051708,0.414065682051708
2024-06-26,2936,2024-06-26 15:05:00,0.004039823006227072,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.414065682051708,1.0
2024-06-27,2937,2024-06-27 15:05:00,-0.0017359584191440902,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,1.0,0.414065682051708,0.414065682051708
2024-07-01,2939,2024-07-01 15:05:00,0.0034997754108592183,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.3191876984547226,1.0
