period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,VINTAGE_REFERENCE_RISK,8759.13629999981,10413.19999999999,420.3000000000011,552.4637,1521.899999999987,0.21381843593503402
evaluation,BASE,MODEL_SUPPORT_REFERENCE_ROUTER,4746.01496,-1857.8999999999796,10735.199999999999,1042.2850400000002,3089.000000000036,-0.32282463477817414
evaluation,BASE,JOINT_DOWNSIDE_REFERENCE_PAIR,4746.01496,-1857.8999999999796,10735.199999999999,1042.2850400000002,3089.000000000036,-0.32282463477817414
evaluation,STRESS,VINTAGE_REFERENCE_RISK,6562.372399999847,10256.199999999983,335.90000000000146,1069.3276,2960.4000000000015,0.1789841502056152
evaluation,STRESS,MODEL_SUPPORT_REFERENCE_ROUTER,612.6038400000543,-2025.7999999999884,10501.5,2085.39616,5777.700000000043,-0.360452324863639
evaluation,STRESS,JOINT_DOWNSIDE_REFERENCE_PAIR,612.6038400000543,-2025.7999999999884,10501.5,2085.39616,5777.700000000043,-0.360452324863639
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,6370.375479999988,7223.999999999985,0.0,198.02452,655.599999999982,0.08226903817944331
earlier_diagnostic,BASE,MODEL_SUPPORT_REFERENCE_ROUTER,13001.05279999983,13579.599999999977,0.0,128.1472,450.3999999999553,0.1484555120549138
earlier_diagnostic,BASE,JOINT_DOWNSIDE_REFERENCE_PAIR,17414.132700000046,17388.299999999974,-143.5,-51.1327,-118.20000000002301,0.35092363822111916
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,5716.386479999928,7247.39999999998,0.0,392.6135200000001,1138.40000000002,0.07229827391273047
earlier_diagnostic,STRESS,MODEL_SUPPORT_REFERENCE_ROUTER,10053.433160000044,11076.49999999997,0.0,252.8668399999999,770.2000000000025,0.12194101265902013
earlier_diagnostic,STRESS,JOINT_DOWNSIDE_REFERENCE_PAIR,15405.398600000015,15199.699999999968,-143.5,-103.99860000000012,-245.200000000003,0.3323335389406372
