date,origin_index,decision_time,trend_deviation120,trend_state,selected_parent,selection_changed,source_cost,trend_parent_target,other_parent_target,target
2015-07-02,753,2015-07-02 15:05:00,-0.01746326131263176,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2015-07-13,760,2015-07-13 15:05:00,0.007316669966600298,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2015-07-14,761,2015-07-14 15:05:00,-0.012814576744051065,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2015-07-23,768,2015-07-23 15:05:00,0.014576092225625725,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2015-07-24,769,2015-07-24 15:05:00,-0.0079048516933794,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2015-12-14,863,2015-12-14 15:05:00,0.003579780336697924,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.34080229494813896,0.34080229494813896,0.34080229494813896
2015-12-15,864,2015-12-15 15:05:00,-0.0034068710789320056,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.33905832874103414,0.33905832874103414,0.33905832874103414
2015-12-17,866,2015-12-17 15:05:00,0.019658596452080346,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.33755284042188877,0.33755284042188877,0.33755284042188877
2016-01-04,877,2016-01-04 15:05:00,-0.04478821860433757,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2016-06-28,994,2016-06-28 15:05:00,0.0032846396619452545,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.5075026001972762,0.5075026001972762,0.5075026001972762
2016-12-20,1112,2016-12-20 15:05:00,-0.0035956555584387706,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2016-12-21,1113,2016-12-21 15:05:00,0.006702459214770196,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2016-12-23,1115,2016-12-23 15:05:00,-0.004200965506693688,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2017-01-03,1121,2017-01-03 15:05:00,0.002832401093587622,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2017-01-11,1127,2017-01-11 15:05:00,-0.00190128078527263,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2017-01-18,1132,2017-01-18 15:05:00,0.0006134818777459028,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2017-01-19,1133,2017-01-19 15:05:00,-0.0031916903201738567,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2017-01-20,1134,2017-01-20 15:05:00,0.005104005454737992,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2017-05-03,1199,2017-05-03 15:05:00,-0.003863014800545961,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2017-05-16,1208,2017-05-16 15:05:00,0.003921271854320896,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2017-05-17,1209,2017-05-17 15:05:00,-0.00274252504221284,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,1.0,0.36409361090381265,0.36409361090381265
2017-05-23,1213,2017-05-23 15:05:00,0.0003637390778823413,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,1.0,0.36409361090381265,1.0
2018-02-08,1392,2018-02-08 15:05:00,-0.0036292632245120693,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2018-02-22,1397,2018-02-22 15:05:00,0.0030048208054909153,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.6359063890961874,0.0
2018-02-28,1401,2018-02-28 15:05:00,-0.005452598238729789,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.6359063890961874,0.6359063890961874
2018-03-01,1402,2018-03-01 15:05:00,0.0013124948886695798,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.6036911743717471,0.0
2018-03-02,1403,2018-03-02 15:05:00,-0.005729897547543938,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.6036911743717471,0.6036911743717471
2018-03-06,1405,2018-03-06 15:05:00,0.006100804286558015,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2018-03-07,1406,2018-03-07 15:05:00,-0.002386799024816866,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2018-03-08,1407,2018-03-08 15:05:00,0.007288711370569967,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2018-03-16,1413,2018-03-16 15:05:00,-0.003254178590722745,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2018-03-19,1414,2018-03-19 15:05:00,0.0017156250403129736,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2018-03-21,1416,2018-03-21 15:05:00,-0.0047643859265226185,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2019-02-01,1630,2019-02-01 15:05:00,0.015450053769894057,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2019-08-05,1751,2019-08-05 15:05:00,-0.010744524000812938,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2019-08-19,1761,2019-08-19 15:05:00,0.01560872263758184,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
2019-11-29,1829,2019-11-29 15:05:00,-0.0004457321149990978,AT_OR_BELOW_TRAILING_MEAN,MODEL_SUPPORT_REFERENCE_ROUTER,True,BASE,0.0,0.0,0.0
2019-12-02,1830,2019-12-02 15:05:00,0.0009101129610791237,ABOVE_TRAILING_MEAN,VINTAGE_REFERENCE_RISK,True,BASE,0.0,0.0,0.0
