ts_code,trade_time,receipt_path,vol_unchanged_from_raw,amount_unchanged_from_raw,low_unchanged_from_raw,high_unchanged_from_raw
510300.SH,2018-07-23 09:51:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201807/retrieved_at=20260904T222722299965+0800-96274fb345e4/receipt.json,True,True,True,True
510300.SH,2018-07-30 14:49:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201807/retrieved_at=20260904T222722299965+0800-96274fb345e4/receipt.json,True,True,True,True
510300.SH,2018-08-09 10:33:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201808/retrieved_at=20260904T222722935640+0800-5f234778ba4f/receipt.json,True,True,True,True
510300.SH,2018-08-13 10:05:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201808/retrieved_at=20260904T222722935640+0800-5f234778ba4f/receipt.json,True,True,True,True
510300.SH,2018-08-15 14:57:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201808/retrieved_at=20260904T222722935640+0800-5f234778ba4f/receipt.json,True,True,True,True
510300.SH,2018-08-28 14:12:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201808/retrieved_at=20260904T222722935640+0800-5f234778ba4f/receipt.json,True,True,True,True
510300.SH,2018-08-29 13:56:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201808/retrieved_at=20260904T222722935640+0800-5f234778ba4f/receipt.json,True,True,True,True
510300.SH,2018-09-06 10:58:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201809/retrieved_at=20260904T222723586668+0800-99a0e1881079/receipt.json,True,True,True,True
510300.SH,2018-09-17 14:45:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201809/retrieved_at=20260904T222723586668+0800-99a0e1881079/receipt.json,True,True,True,True
510300.SH,2018-09-28 10:18:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201809/retrieved_at=20260904T222723586668+0800-99a0e1881079/receipt.json,True,True,True,True
510300.SH,2018-10-08 11:15:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201810/retrieved_at=20260904T222724235390+0800-67bd2b892320/receipt.json,True,True,True,True
510300.SH,2018-10-08 13:12:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201810/retrieved_at=20260904T222724235390+0800-67bd2b892320/receipt.json,True,True,True,True
510300.SH,2018-10-11 10:28:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201810/retrieved_at=20260904T222724235390+0800-67bd2b892320/receipt.json,True,True,True,True
510300.SH,2018-10-26 14:06:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201810/retrieved_at=20260904T222724235390+0800-67bd2b892320/receipt.json,True,True,True,True
510300.SH,2018-11-01 11:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201811/retrieved_at=20260904T222724911948+0800-01081c207c1d/receipt.json,True,True,True,True
510300.SH,2018-12-19 10:45:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201812/retrieved_at=20260904T222725596611+0800-ffe590006dfa/receipt.json,True,True,True,True
510300.SH,2018-12-19 13:30:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201812/retrieved_at=20260904T222725596611+0800-ffe590006dfa/receipt.json,True,True,True,True
510300.SH,2019-01-03 13:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201901/retrieved_at=20260904T222726215768+0800-92446c962ab0/receipt.json,True,True,True,True
510300.SH,2019-02-21 10:21:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201902/retrieved_at=20260904T222726826246+0800-d735dc1ffbd5/receipt.json,True,True,True,True
510300.SH,2019-03-01 14:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-03-05 10:30:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-03-05 13:22:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-03-06 10:41:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-03-20 13:47:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-03-29 10:05:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201903/retrieved_at=20260904T222727551341+0800-08070327526a/receipt.json,True,True,True,True
510300.SH,2019-04-30 14:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201904/retrieved_at=20260904T222728232099+0800-63d4f3292afd/receipt.json,True,True,True,True
510300.SH,2019-05-07 13:49:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201905/retrieved_at=20260904T222728842080+0800-50f810388dfe/receipt.json,True,True,True,True
510300.SH,2019-06-04 11:11:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201906/retrieved_at=20260904T222729470116+0800-aec2d7456b18/receipt.json,True,True,True,True
510300.SH,2019-06-13 14:07:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201906/retrieved_at=20260904T222729470116+0800-aec2d7456b18/receipt.json,True,True,True,True
510300.SH,2019-07-11 14:51:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201907/retrieved_at=20260904T222730126798+0800-c891e85490d8/receipt.json,True,True,True,True
510300.SH,2019-08-12 10:56:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201908/retrieved_at=20260904T222730757870+0800-a7ca499d9c05/receipt.json,True,True,True,True
510300.SH,2019-08-16 10:16:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201908/retrieved_at=20260904T222730757870+0800-a7ca499d9c05/receipt.json,True,True,True,True
510300.SH,2019-09-06 14:02:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201909/retrieved_at=20260904T222731415172+0800-6bb3bc2e3635/receipt.json,True,True,True,True
510300.SH,2019-10-23 10:52:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201910/retrieved_at=20260904T222732098772+0800-386b064c1634/receipt.json,True,True,True,True
510300.SH,2019-11-07 09:59:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201911/retrieved_at=20260904T222732712617+0800-3e045d5ef6c1/receipt.json,True,True,True,True
510300.SH,2019-11-07 13:14:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201911/retrieved_at=20260904T222732712617+0800-3e045d5ef6c1/receipt.json,True,True,True,True
510300.SH,2019-12-27 11:05:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201912/retrieved_at=20260904T222733389527+0800-df41716f8935/receipt.json,True,True,True,True
510300.SH,2019-12-31 11:07:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=201912/retrieved_at=20260904T222733389527+0800-df41716f8935/receipt.json,True,True,True,True
510300.SH,2020-01-09 14:43:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202001/retrieved_at=20260904T222733990417+0800-6d253922e558/receipt.json,True,True,True,True
510300.SH,2020-01-23 10:59:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202001/retrieved_at=20260904T222733990417+0800-6d253922e558/receipt.json,True,True,True,True
510300.SH,2020-02-03 09:38:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-02-06 13:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-02-11 14:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-02-13 11:10:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-02-17 10:53:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-02-25 10:59:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202002/retrieved_at=20260904T222734655799+0800-de9d3ad8ed24/receipt.json,True,True,True,True
510300.SH,2020-03-09 14:44:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202003/retrieved_at=20260904T222735355159+0800-68015009dbaa/receipt.json,True,True,True,True
510300.SH,2020-03-18 13:16:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202003/retrieved_at=20260904T222735355159+0800-68015009dbaa/receipt.json,True,True,True,True
510300.SH,2020-03-27 13:26:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202003/retrieved_at=20260904T222735355159+0800-68015009dbaa/receipt.json,True,True,True,True
510300.SH,2020-03-30 14:55:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202003/retrieved_at=20260904T222735355159+0800-68015009dbaa/receipt.json,True,True,True,True
510300.SH,2020-04-02 14:27:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 10:46:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 13:04:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 13:25:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 13:47:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 14:17:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 14:18:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-07 14:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-04-27 14:05:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202004/retrieved_at=20260904T222735976567+0800-ca2bbe055015/receipt.json,True,True,True,True
510300.SH,2020-05-11 14:26:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202005/retrieved_at=20260904T222736589549+0800-ca4c3adc5ecc/receipt.json,True,True,True,True
510300.SH,2020-06-01 13:53:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-03 14:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-04 13:30:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-12 11:00:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-12 11:14:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-12 13:35:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-06-12 14:24:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202006/retrieved_at=20260904T222737252558+0800-088b8dc82c2e/receipt.json,True,True,True,True
510300.SH,2020-07-06 14:03:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-07-08 11:28:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-07-21 14:13:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-07-22 14:27:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-07-23 09:48:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-07-28 14:48:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202007/retrieved_at=20260904T222737944398+0800-ac59d9db83bd/receipt.json,True,True,True,True
510300.SH,2020-08-05 11:07:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202008/retrieved_at=20260904T222738589531+0800-001b2267bc8f/receipt.json,True,True,True,True
510300.SH,2020-08-12 14:58:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202008/retrieved_at=20260904T222738589531+0800-001b2267bc8f/receipt.json,True,True,True,True
510300.SH,2020-08-17 14:03:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202008/retrieved_at=20260904T222738589531+0800-001b2267bc8f/receipt.json,True,True,True,True
510300.SH,2020-08-28 11:04:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202008/retrieved_at=20260904T222738589531+0800-001b2267bc8f/receipt.json,True,True,True,True
510300.SH,2020-08-31 14:41:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202008/retrieved_at=20260904T222738589531+0800-001b2267bc8f/receipt.json,True,True,True,True
510300.SH,2020-09-16 14:34:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202009/retrieved_at=20260904T222739256603+0800-4e37eb496843/receipt.json,True,True,True,True
510300.SH,2020-11-04 14:32:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202011/retrieved_at=20260904T222740514735+0800-5f096bddbb33/receipt.json,True,True,True,True
510300.SH,2020-11-05 09:31:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202011/retrieved_at=20260904T222740514735+0800-5f096bddbb33/receipt.json,True,True,True,True
510300.SH,2020-11-17 10:44:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202011/retrieved_at=20260904T222740514735+0800-5f096bddbb33/receipt.json,True,True,True,True
510300.SH,2020-12-23 14:45:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202012/retrieved_at=20260904T222741174500+0800-3b3df07f80ad/receipt.json,True,True,True,True
510300.SH,2021-02-04 11:11:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202102/retrieved_at=20260904T222742630408+0800-6f42211aaf2f/receipt.json,True,True,True,True
510300.SH,2021-02-10 10:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202102/retrieved_at=20260904T222742630408+0800-6f42211aaf2f/receipt.json,True,True,True,True
510300.SH,2021-03-04 10:19:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202103/retrieved_at=20260904T222743149508+0800-21a3c1726755/receipt.json,True,True,True,True
510300.SH,2021-04-14 13:02:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202104/retrieved_at=20260904T222743792407+0800-627496aecb56/receipt.json,True,True,True,True
510300.SH,2021-05-13 13:12:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202105/retrieved_at=20260904T222744419147+0800-5f9268215fc1/receipt.json,True,True,True,True
510300.SH,2021-06-10 11:22:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202106/retrieved_at=20260904T222745101352+0800-1b2629ec379a/receipt.json,True,True,True,True
510300.SH,2021-06-16 13:41:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202106/retrieved_at=20260904T222745101352+0800-1b2629ec379a/receipt.json,True,True,True,True
510300.SH,2021-07-29 14:35:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202107/retrieved_at=20260904T222745776248+0800-f9f665480435/receipt.json,True,True,True,True
510300.SH,2021-07-30 14:13:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202107/retrieved_at=20260904T222745776248+0800-f9f665480435/receipt.json,True,True,True,True
510300.SH,2021-08-02 14:22:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202108/retrieved_at=20260904T222746458171+0800-73a599938a4c/receipt.json,True,True,True,True
510300.SH,2021-08-02 14:32:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202108/retrieved_at=20260904T222746458171+0800-73a599938a4c/receipt.json,True,True,True,True
510300.SH,2021-08-13 11:10:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202108/retrieved_at=20260904T222746458171+0800-73a599938a4c/receipt.json,True,True,True,True
510300.SH,2021-08-24 10:46:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202108/retrieved_at=20260904T222746458171+0800-73a599938a4c/receipt.json,True,True,True,True
510300.SH,2021-08-26 11:00:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202108/retrieved_at=20260904T222746458171+0800-73a599938a4c/receipt.json,True,True,True,True
510300.SH,2021-09-13 13:25:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202109/retrieved_at=20260904T222747044368+0800-4dd4fb17c473/receipt.json,True,True,True,True
510300.SH,2021-09-29 13:04:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202109/retrieved_at=20260904T222747044368+0800-4dd4fb17c473/receipt.json,True,True,True,True
510300.SH,2021-10-08 09:58:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202110/retrieved_at=20260904T222747703279+0800-ed98925fed3a/receipt.json,True,True,True,True
510300.SH,2021-10-18 11:02:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202110/retrieved_at=20260904T222747703279+0800-ed98925fed3a/receipt.json,True,True,True,True
510300.SH,2021-10-18 13:25:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202110/retrieved_at=20260904T222747703279+0800-ed98925fed3a/receipt.json,True,True,True,True
510300.SH,2021-10-19 10:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202110/retrieved_at=20260904T222747703279+0800-ed98925fed3a/receipt.json,True,True,True,True
510300.SH,2021-10-27 14:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202110/retrieved_at=20260904T222747703279+0800-ed98925fed3a/receipt.json,True,True,True,True
510300.SH,2021-11-15 13:16:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202111/retrieved_at=20260904T222748341899+0800-d11b9ae4be21/receipt.json,True,True,True,True
510300.SH,2021-11-24 14:50:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202111/retrieved_at=20260904T222748341899+0800-d11b9ae4be21/receipt.json,True,True,True,True
510300.SH,2021-12-06 14:54:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202112/retrieved_at=20260904T222748994442+0800-d66c1c3da8ce/receipt.json,True,True,True,True
510300.SH,2021-12-14 13:27:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202112/retrieved_at=20260904T222748994442+0800-d66c1c3da8ce/receipt.json,True,True,True,True
510300.SH,2021-12-23 13:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202112/retrieved_at=20260904T222748994442+0800-d66c1c3da8ce/receipt.json,True,True,True,True
510300.SH,2022-01-19 10:47:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202201/retrieved_at=20260904T222749631957+0800-6fd290583a6c/receipt.json,True,True,True,True
510300.SH,2022-02-11 14:50:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202202/retrieved_at=20260904T222750348578+0800-933b3cc661b5/receipt.json,True,True,True,True
510300.SH,2022-03-28 10:59:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202203/retrieved_at=20260904T222751197933+0800-b68b720f2c75/receipt.json,True,True,True,True
510300.SH,2022-03-28 11:15:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202203/retrieved_at=20260904T222751197933+0800-b68b720f2c75/receipt.json,True,True,True,True
510300.SH,2022-04-20 13:19:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202204/retrieved_at=20260904T222751731969+0800-6e85350be86e/receipt.json,True,True,True,True
510300.SH,2022-05-11 10:17:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202205/retrieved_at=20260904T222752422897+0800-2355fba82052/receipt.json,True,True,True,True
510300.SH,2022-05-20 13:22:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202205/retrieved_at=20260904T222752422897+0800-2355fba82052/receipt.json,True,True,True,True
510300.SH,2022-05-20 14:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202205/retrieved_at=20260904T222752422897+0800-2355fba82052/receipt.json,True,True,True,True
510300.SH,2022-05-26 13:19:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202205/retrieved_at=20260904T222752422897+0800-2355fba82052/receipt.json,True,True,True,True
510300.SH,2022-06-13 11:00:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202206/retrieved_at=20260904T222752942217+0800-1ee265dc4b52/receipt.json,True,True,True,True
510300.SH,2022-06-15 13:02:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202206/retrieved_at=20260904T222752942217+0800-1ee265dc4b52/receipt.json,True,True,True,True
510300.SH,2022-07-26 14:53:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202207/retrieved_at=20260904T222753579815+0800-234f8e75e6d9/receipt.json,True,True,True,True
510300.SH,2023-07-20 14:10:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202307/retrieved_at=20260904T222801449103+0800-2b1b01d2a379/receipt.json,True,True,True,True
510300.SH,2025-04-11 11:03:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202504/retrieved_at=20260904T222815281711+0800-02c88f35526c/receipt.json,True,True,True,True
510300.SH,2025-11-14 10:29:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202511/retrieved_at=20260904T222819830421+0800-8316ab0bc7b1/receipt.json,True,True,True,True
510300.SH,2026-01-05 11:20:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202601/retrieved_at=20260904T222821124302+0800-33ac19141d7d/receipt.json,True,True,True,True
510300.SH,2026-03-09 14:44:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202603/retrieved_at=20260904T222822446827+0800-ae63d5bce772/receipt.json,True,True,True,True
510300.SH,2026-03-09 14:47:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202603/retrieved_at=20260904T222822446827+0800-ae63d5bce772/receipt.json,True,True,True,True
510300.SH,2026-04-23 13:15:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202604/retrieved_at=20260904T222823109358+0800-2d6f5d01276f/receipt.json,True,True,True,True
510300.SH,2026-04-28 14:52:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202604/retrieved_at=20260904T222823109358+0800-2d6f5d01276f/receipt.json,True,True,True,True
510300.SH,2026-05-06 10:21:00,data/raw/tushare/510300_stk_mins_source_admission_v1/stk_mins/510300.SH/1min/month=202605/retrieved_at=20260904T222823723145+0800-bb3705b8ab2c/receipt.json,True,True,True,True
