period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,REARM_RIDGE,-80729.35006000006,-80950.99999999988,-275.5,-96.2499399999997,-400.89999999971224
evaluation,STRESS,REARM_RIDGE,-78886.40928000002,-79434.6999999999,-298.09999999999854,-193.89072000000033,-652.4999999999782
earlier_diagnostic,BASE,REARM_RIDGE,-11822.120999999985,-11859.999999999985,0.0,-11.878999999999905,-25.999999999967258
earlier_diagnostic,STRESS,REARM_RIDGE,-11674.485920000123,-11750.199999999983,0.0,-23.714079999999967,-52.0
