period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,EPISODE_BUDGET_NONINCREASING,301,23,34,0,0,0.056319882974891725
evaluation,BASE,EPISODE_BUDGET_NONDECREASING,311,29,23,0,0,0.07851190441661848
evaluation,STRESS,EPISODE_BUDGET_NONINCREASING,301,23,35,0,0,0.05632775261783891
evaluation,STRESS,EPISODE_BUDGET_NONDECREASING,311,29,23,0,0,0.0785098647466904
earlier_diagnostic,BASE,EPISODE_BUDGET_NONINCREASING,302,10,13,0,0,0.0909082096454972
earlier_diagnostic,BASE,EPISODE_BUDGET_NONDECREASING,302,19,10,0,0,0.13085043456681617
earlier_diagnostic,STRESS,EPISODE_BUDGET_NONINCREASING,308,10,13,0,0,0.0924995151585495
earlier_diagnostic,STRESS,EPISODE_BUDGET_NONDECREASING,308,19,10,0,0,0.1346054315457669
