model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
EPISODE_BUDGET_NONINCREASING,evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,132.92920000001322,296.70000000001164,-695.1999999999998,-126.3291999999999,-405.0999999999967,0.036798862981656466
EPISODE_BUDGET_NONINCREASING,evaluation,BASE,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,32902.938100000174,34690.29999999999,-2749.1,-220.23810000000026,-741.5000000000387,0.7281254446766152
EPISODE_BUDGET_NONINCREASING,evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,746.3663600000436,445.79999999998836,-695.2000000000003,-266.2663600000001,-729.50000000001,0.04424569077121343
EPISODE_BUDGET_NONINCREASING,evaluation,STRESS,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,33681.32799999992,34639.09999999997,-2703.4,-462.6279999999997,-1282.9999999999945,0.7378971917253542
EPISODE_BUDGET_NONINCREASING,earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,-25319.099199999997,-25869.29999999998,-196.00000000000006,-192.50080000000008,-553.6999999999973,-0.23195941021389999
EPISODE_BUDGET_NONINCREASING,earlier_diagnostic,BASE,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,-20356.837239999993,-20917.599999999984,-196.00000000000006,-186.56276000000008,-570.1999999999916,-0.1703845560967414
EPISODE_BUDGET_NONINCREASING,earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,-27365.525120000035,-28630.700000000004,-196.00000000000006,-381.47488,-1079.6999999999937,-0.2462547776841858
EPISODE_BUDGET_NONINCREASING,earlier_diagnostic,STRESS,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,-22365.931440000044,-23620.70000000001,-196.00000000000006,-369.8685600000001,-1080.9000000000049,-0.18575269075955514
EPISODE_BUDGET_NONDECREASING,evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-10842.874439999985,-15521.0,4365.5,-75.02555999999981,-237.59999999998945,-0.31082467534365754
EPISODE_BUDGET_NONDECREASING,evaluation,BASE,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,21927.134460000176,18872.599999999977,2311.6000000000004,-168.93446000000017,-574.0000000000314,0.3805019063513012
EPISODE_BUDGET_NONDECREASING,evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-10620.542999999918,-15462.5,4328.6,-139.2570000000003,-374.10000000002674,-0.30325963734563144
EPISODE_BUDGET_NONDECREASING,evaluation,STRESS,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,22314.41863999996,18730.79999999998,2320.4000000000005,-335.6186399999999,-927.6000000000113,0.3903918636085093
EPISODE_BUDGET_NONDECREASING,earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,2717.2559000000183,2567.7000000000116,0.0,-36.95590000000004,-112.59999999999059,-0.037942945234384795
EPISODE_BUDGET_NONDECREASING,earlier_diagnostic,BASE,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,7679.517860000022,7519.400000000009,0.0,-31.01786000000004,-129.0999999999849,0.023631908882773778
EPISODE_BUDGET_NONDECREASING,earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,3082.3154000000795,2786.5000000000073,0.0,-73.41539999999998,-222.39999999999327,-0.03462678971016819
EPISODE_BUDGET_NONDECREASING,earlier_diagnostic,STRESS,ROBUST_BLOCK_GROWTH_REFERENCE_PAIR,8081.90908000007,7796.5,0.0,-61.80908000000011,-223.60000000000446,0.025875297214462467
