report_year,report_end,section,rank,ts_code,stock_name,shares,fair_value_cents,reported_nav_pct,source_page,source_line,stock_weight,nav_weight,eps_growth,profit_revision,reported_earnings_yield,growth_institution_count,report_age_days,origin,historical_member_at_origin
2024,2024-12-31,INDEX_STOCKS,41,600837.SH,海通证券,166455718.0,185098758416,0.51,61,"41 600837 海通证券 166,455,718 1,850,987,584.16 0.51",0.005207425590230149,0.005146963237712187,,,,,,2025-04-30,False
2024,2024-12-31,INDEX_STOCKS,42,300274.SZ,阳光电源,24968906.0,184345432998,0.51,61,"42 300274 阳光电源 24,968,906 1,843,454,329.98 0.51",0.005186232114417375,0.005126015835008566,0.1616481774960381,-0.17662421408995646,0.11587485515643105,1.0,2.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,43,600690.SH,海尔智家,64708528.0,184225179216,0.51,61,"43 600690 海尔智家 64,708,528 1,842,251,792.16 0.51",0.005182848987339335,0.005122671988726471,0.09684210526315808,-0.038924852827184546,0.08849557522123894,1.0,29.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,44,600941.SH,中国移动,15506920.0,183229766720,0.51,61,"44 600941 中国移动 15,506,920 1,832,297,667.20 0.51",0.0051548448205428424,0.00509499297257793,0.056737588652482324,,0.06896551724137931,1.0,38.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,45,603019.SH,中科曙光,25179179.0,182095822528,0.51,61,"45 603019 中科曙光 25,179,179 1,820,958,225.28 0.51",0.005122943309944687,0.005063461863888782,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,46,002714.SZ,牧原股份,47138411.0,181200051884,0.5,61,"46 002714 牧原股份 47,138,411 1,812,000,518.84 0.50",0.005097742390098109,0.005038553546763672,-0.17021276595744683,-0.32746514704385876,0.07751937984496124,1.0,37.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,47,601766.SH,中国中车,210063460.0,176033179480,0.49,61,"47 601766 中国中车 210,063,460 1,760,331,794.80 0.49",0.00495238159022946,0.0048948805013855415,0.08000000000000007,-0.08697329090733777,0.07102272727272728,1.0,31.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,48,600016.SH,民生银行,425481011.0,175723657543,0.49,61,"48 600016 民生银行 425,481,011 1,757,236,575.43 0.49",0.004943673738976083,0.004886273755210486,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,49,601857.SH,中国石油,195659448.0,174919546512,0.49,61,"49 601857 中国石油 195,659,448 1,749,195,465.12 0.49",0.004921051499928942,0.004863914178349931,0.021739130434782625,,0.11363636363636363,1.0,28.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,50,600406.SH,国电南瑞,69348592.0,174897149024,0.49,61,"50 600406 国电南瑞 69,348,592 1,748,971,490.24 0.49",0.00492042138629033,0.004863291380831787,0.11764705882352931,-0.07778915046059365,0.05060728744939271,1.0,1.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,51,600660.SH,福耀玻璃,27628212.0,172400042880,0.48,61,"51 600660 福耀玻璃 27,628,212 1,724,000,428.80 0.48",0.0048501697295689926,0.00479385540171545,0.14764048098067656,0.004695689330051746,0.07225275155386471,2.0,10.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,52,601919.SH,中远海控,110189617.0,170793906350,0.47,61,"52 601919 中远海控 110,189,617 1,707,939,063.50 0.47",0.004804983924222162,0.004749194239504532,-0.09999999999999994,-0.16693022550527478,0.09259259259259259,1.0,37.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,53,601985.SH,中国核电,162919547.0,169925087521,0.47,61,"53 601985 中国核电 162,919,547 1,699,250,875.21 0.47",0.004780541245934498,0.0047250353601508135,0.07635367488488662,0.0,0.0679948229638532,2.0,177.5,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,54,600031.SH,三一重工,102496294.0,168913892512,0.47,61,"54 600031 三一重工 102,496,294 1,689,138,925.12 0.47",0.004752093066099897,0.004696917486308656,0.22594225346518926,0.050372472507981554,0.06532594859918517,2.0,8.5,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,55,600028.SH,中国石化,251716707.0,168146760276,0.47,61,"55 600028 中国石化 251,716,707 1,681,467,602.76 0.47",0.004730511159927092,0.004675586163230399,0.10526315789473682,-0.043790176798177705,,1.0,1.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,56,002352.SZ,顺丰控股,41615995.0,167712459850,0.47,61,"56 002352 顺丰控股 41,615,995 1,677,124,598.50 0.47",0.0047182928869815895,0.004663509754150869,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,57,600104.SH,上汽集团,79958244.0,165993314544,0.46,61,"57 600104 上汽集团 79,958,244 1,659,933,145.44 0.46",0.0046699277799630515,0.004615706204489119,0.28310502283105027,0.0,0.07396449704142012,1.0,93.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,58,601127.SH,赛力斯,12425575.0,165744744925,0.46,61,"58 601127 赛力斯 12,425,575 1,657,447,449.25 0.46",0.004662934714174759,0.004608794333756146,0.38519533927347493,-0.10997638135790559,,1.0,28.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,59,601012.SH,隆基绿能,104594051.0,164317254121,0.46,61,"59 601012 隆基绿能 104,594,051 1,643,172,541.21 0.46",0.004622774789785308,0.004569100698027658,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,60,000100.SZ,TCL科技,324194370.0,163069768110,0.45,61,"60 000100 TCL科技 324,194,370 1,630,697,681.10 0.45",0.004587678981295141,0.00453441237978542,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,61,000568.SZ,泸州老窖,12761135.0,159769410200,0.44,61,"61 000568 泸州老窖 12,761,135 1,597,694,102.00 0.44",0.0044948292594249005,0.004442640717028582,0.063342325403962,-0.15985444148417702,0.07894736842105263,2.0,2.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,62,601229.SH,上海银行,171770634.0,157170130110,0.44,61,"62 601229 上海银行 171,770,634 1,571,701,301.10 0.44",0.004421703119775594,0.004370363630017118,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,63,601169.SH,北京银行,255504171.0,157135065165,0.44,61,"63 601169 北京银行 255,504,171 1,571,350,651.65 0.44",0.004420716629679844,0.0043693885938559255,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,64,601225.SH,陕西煤业,66913239.0,155640193914,0.43,61,"64 601225 陕西煤业 66,913,239 1,556,401,939.14 0.43",0.0043786610758059395,0.004327821338408875,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,65,601688.SH,华泰证券,88313906.0,155344160654,0.43,61,"65 601688 华泰证券 88,313,906 1,553,441,606.54 0.43",0.0043703327045792745,0.004319589666195624,0.0672747050456028,0.05465332096358376,0.11555111555111555,2.0,29.5,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,66,600809.SH,山西汾酒,8397550.0,154691268550,0.43,61,"66 600809 山西汾酒 8,397,550 1,546,912,685.50 0.43",0.004351964742097389,0.0043014349703660165,0.13259229853116317,0.0,0.06802721088435375,1.0,180.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,67,002230.SZ,科大讯飞,31970258.0,154480286656,0.43,61,"67 002230 科大讯飞 31,970,258 1,544,802,866.56 0.43",0.004346029140350014,0.004295568285675456,0.4080414012738854,0.25723008857125756,0.021009816667016137,2.0,7.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,68,603501.SH,韦尔股份,14687901.0,153356374341,0.43,61,"68 603501 韦尔股份 14,687,901 1,533,563,743.41 0.43",0.004314409858835699,0.004264316129166032,0.23222748815165878,0.0,0.042735042735042736,1.0,177.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,69,300498.SZ,温氏股份,91963343.0,151831479293,0.42,61,"69 300498 温氏股份 91,963,343 1,518,314,792.93 0.42",0.004271509638632579,0.004221914014637602,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,70,601138.SH,工业富联,68595095.0,147479454250,0.41,61,"70 601138 工业富联 68,595,095 1,474,794,542.50 0.41",0.004149073125431842,0.004100899086727705,0.15189873417721517,0.0,0.08264462809917356,1.0,177.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,71,600050.SH,中国联通,274485016.0,145751543496,0.41,61,"71 600050 中国联通 274,485,016 1,457,515,434.96 0.41",0.004100461418065382,0.004052851799944192,0.12121212121212116,,0.05714285714285714,1.0,41.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,72,601211.SH,国泰君安,77640481.0,144799497065,0.4,62,"72 601211 国泰君安 77,640,481 1,447,994,970.65 0.40",0.004073677278667027,0.004026378645705419,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,73,688012.SH,中微公司,7620235.0,144144365260,0.4,62,"73 688012 中微公司 7,620,235 1,441,443,652.60 0.40",0.0040552463061660484,0.004008161671453151,0.34875933759115996,0.0007354022650389764,0.028140155927383607,2.0,91.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,74,600150.SH,中国船舶,38591885.0,138776418460,0.39,62,"74 600150 中国船舶 38,591,885 1,387,764,184.60 0.39",0.003904228634451089,0.0038588974350097023,0.3157894736842105,,0.07147962830593281,1.0,93.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,75,002142.SZ,宁波银行,56963582.0,138478467842,0.39,62,"75 002142 宁波银行 56,963,582 1,384,784,678.42 0.39",0.003895846321754474,0.0038506124476298674,0.08305274971941641,-0.007430028649686743,0.18518518518518517,1.0,1.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,76,300502.SZ,新易盛,11676329.0,134955010582,0.38,62,"76 300502 新易盛 11,676,329 1,349,550,105.82 0.38",0.003796720094983305,0.003752637155185645,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,77,688008.SH,澜起科技,19521636.0,132551908440,0.37,62,"77 688008 澜起科技 19,521,636 1,325,519,084.40 0.37",0.0037291130742918796,0.003685815105771659,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,78,603288.SH,海天味业,28785957.0,132127542630,0.37,62,"78 603288 海天味业 28,785,957 1,321,275,426.30 0.37",0.0037171742941643207,0.0036740149443761777,0.0980861244019138,0.02106873590871146,0.03390994030401659,2.0,12.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,79,000338.SZ,潍柴动力,93598786.0,128230336820,0.36,62,"79 000338 潍柴动力 93,598,786 1,282,303,368.20 0.36",0.003607533314186611,0.003565646983372424,0.1739130434782609,-0.024516129032258065,0.10764262648008613,1.0,30.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,80,601818.SH,光大银行,320387446.0,123989941602,0.34,62,"80 601818 光大银行 320,387,446 1,239,899,416.02 0.34",0.0034882373083145696,0.0034477360990035205,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,81,603986.SH,兆易创新,11489832.0,122711405760,0.34,62,"81 603986 兆易创新 11,489,832 1,227,114,057.60 0.34",0.0034522679678466337,0.0034121843911844875,0.2650224995649255,0.0,0.03357727031219887,2.0,103.5,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,82,002027.SZ,分众传媒,174482674.0,122661319822,0.34,62,"82 002027 分众传媒 174,482,674 1,226,613,198.22 0.34",0.003450858888728633,0.003410791672595674,0.0965454129489819,0.0,0.07164750957854406,2.0,98.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,83,600999.SH,招商证券,63974804.0,122575724464,0.34,62,"83 600999 招商证券 63,974,804 1,225,757,244.64 0.34",0.0034484508149983254,0.003408411558516493,0.06968752497402707,0.0484027105517909,0.07635576344185616,2.0,16.5,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,84,601628.SH,中国人寿,28745434.0,120500859328,0.34,62,"84 601628 中国人寿 28,745,434 1,205,008,593.28 0.34",0.003390078160865229,0.003350716657321091,0.012970168612191912,0.5110298116945203,,1.0,34.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,85,688111.SH,金山办公,4106849.0,117616048511,0.33,62,"85 688111 金山办公 4,106,849 1,176,160,485.11 0.33",0.003308919120145699,0.003270499937609318,0.1997804610318332,-0.0004316857327865314,0.015479876160990714,1.0,40.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,86,000625.SZ,长安汽车,85668944.0,114453709184,0.32,62,"86 000625 长安汽车 85,668,944 1,144,537,091.84 0.32",0.003219952306552056,0.003182566099475947,0.0869565217391304,-0.05828205258607537,0.0779423226812159,1.0,2.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,87,601390.SH,中国中铁,177334519.0,113316757641,0.32,62,"87 601390 中国中铁 177,334,519 1,133,167,576.41 0.32",0.0031879661894622614,0.003150951366643815,0.06113537117903916,-0.09588706127838548,0.20283975659229211,1.0,29.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,88,601888.SH,中国中免,16799632.0,112574334032,0.31,62,"88 601888 中国中免 16,799,632 1,125,743,340.32 0.31",0.0031670794167287094,0.003130307105952749,0.14080600674226176,-0.14657956509613648,0.044787150720896625,2.0,28.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,89,000425.SZ,徐工机械,141697443.0,112366072299,0.31,62,"89 000425 徐工机械 141,697,443 1,123,660,722.99 0.31",0.0031612203418911974,0.003124516059633766,0.24836601307189535,,0.09803921568627452,1.0,58.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,90,600089.SH,特变电工,87206558.0,111101154892,0.31,62,"90 600089 特变电工 87,206,558 1,111,011,548.92 0.31",0.0031256341319613854,0.003089343033902609,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,91,000938.SZ,紫光股份,39504138.0,109940016054,0.31,62,"91 000938 紫光股份 39,504,138 1,099,400,160.54 0.31",0.003092967548184405,0.003057055735142699,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,92,600436.SH,片仔癀,5118974.0,109801992300,0.31,62,"92 600436 片仔癀 5,118,974 1,098,019,923.00 0.31",0.0030890844944308844,0.003053217766731412,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,93,600048.SH,保利发展,123920173.0,109793273278,0.31,62,"93 600048 保利发展 123,920,173 1,097,932,732.78 0.31",0.0030888392001962115,0.0030529753205578835,0.17821782178217827,-0.0003052969012364525,0.06583278472679395,1.0,1.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,94,601658.SH,邮储银行,191612800.0,108836070400,0.3,62,"94 601658 邮储银行 191,612,800 1,088,360,704.00 0.30",0.003061909993298256,0.003026358783168552,,,,0.0,,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,95,002241.SZ,歌尔股份,42055393.0,108544969333,0.3,62,"95 002241 歌尔股份 42,055,393 1,085,449,693.33 0.30",0.003053720380582258,0.003018264258369307,0.13592233009708748,,0.04098360655737705,1.0,22.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,96,300033.SZ,同花顺,3765497.0,108258038750,0.3,62,"96 300033 同花顺 3,765,497 1,082,580,387.50 0.30",0.00304564809704389,0.0030102857004626286,0.24803149606299207,0.46983105390185037,0.021901007446342532,1.0,5.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,97,600905.SH,三峡能源,247076078.0,107972246086,0.3,62,"97 600905 三峡能源 247,076,078 1,079,722,460.86 0.30",0.0030376078268403,0.0030023387841904515,0.10169491525423717,0.0,0.06578947368421052,1.0,178.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,98,000792.SZ,盐湖股份,65593817.0,107967422782,0.3,62,"98 000792 盐湖股份 65,593,817 1,079,674,227.82 0.30",0.0030374721317287068,0.003002204664607021,0.08530805687203798,-0.07500829737802854,0.06666666666666667,1.0,29.0,2025-04-30,True
2024,2024-12-31,INDEX_STOCKS,99,300015.SZ,爱尔眼科,80545805.0,106723191625,0.3,62,"99 300015 爱尔眼科 80,545,805 1,067,231,916.25 0.30",0.0030024678927885315,0.0029676068527194747,0.1471631205673759,-0.06977861979211719,0.03905541248705904,2.0,1.5,2025-04-30,True
