model,period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
CYCLE_LOSS_BAND00_01,evaluation,BASE,INTENT_MIX_BAND_00,-23701.609860000026,-24505.800000000017,-503.0,-368.2901399999996,-938.8999999999269,-0.029601765045131012
CYCLE_LOSS_BAND00_01,evaluation,BASE,INTENT_MIX_BAND_20,-24857.246900000027,-26363.0,977.8999999999996,57.446899999999914,-585.2999999999265,-0.012026279892296543
CYCLE_LOSS_BAND00_01,evaluation,BASE,TWO_CLOSE_ZERO_EXIT,-26961.562680000265,-27342.699999999983,-845.8000000000011,-25.037320000000364,-1201.8999999999105,-0.019524353565440355
CYCLE_LOSS_BAND00_01,evaluation,BASE,BUY_HOLD,109759.78116000004,132764.2,-10616.400000000001,3313.51884,9074.49999999989,0.9230002263116102
CYCLE_LOSS_BAND00_01,evaluation,STRESS,INTENT_MIX_BAND_00,-22220.64440000034,-23914.70000000001,-471.2000000000007,-598.7556000000004,-1566.5000000000036,-0.031200134798092805
CYCLE_LOSS_BAND00_01,evaluation,STRESS,INTENT_MIX_BAND_20,-23574.661840000423,-25599.600000000006,914.8000000000011,-172.53816000000006,-937.6000000000131,-0.01595225462043537
CYCLE_LOSS_BAND00_01,evaluation,STRESS,TWO_CLOSE_ZERO_EXIT,-24691.156640000234,-26396.899999999965,-803.5000000000018,-490.14336000000003,-2019.1000000000095,-0.019529696584617673
CYCLE_LOSS_BAND00_01,evaluation,STRESS,BUY_HOLD,96952.92655999973,129851.40000000001,-10864.200000000003,6022.77344,16011.50000000004,0.8546900362162166
CYCLE_LOSS_BAND00_01,earlier_diagnostic,BASE,INTENT_MIX_BAND_00,-89137.49648000009,-89592.50000000001,-1731.2,-643.4035199999998,-1542.8000000000466,-0.5213588638027826
CYCLE_LOSS_BAND00_01,earlier_diagnostic,BASE,INTENT_MIX_BAND_20,-96698.32909999986,-96435.09999999999,-1581.8,-215.37089999999966,-1103.200000000059,-0.5883083536690232
CYCLE_LOSS_BAND00_01,earlier_diagnostic,BASE,TWO_CLOSE_ZERO_EXIT,-95444.15337999997,-95773.99999999999,-1655.7,-335.94662000000017,-1649.6000000000531,-0.5200072550549302
CYCLE_LOSS_BAND00_01,earlier_diagnostic,BASE,BUY_HOLD,3600.308059999981,23837.69999999998,-15108.899999999998,1455.29194,3673.2000000000376,0.3839255557510872
CYCLE_LOSS_BAND00_01,earlier_diagnostic,STRESS,INTENT_MIX_BAND_00,-94695.70119999978,-96923.10000000003,-1725.5000000000002,-1033.5988000000002,-2919.299999999981,-0.5709571188209175
CYCLE_LOSS_BAND00_01,earlier_diagnostic,STRESS,INTENT_MIX_BAND_20,-100005.60175999993,-101152.80000000002,-1577.2,-585.6982399999997,-2138.699999999988,-0.6237029561074607
CYCLE_LOSS_BAND00_01,earlier_diagnostic,STRESS,TWO_CLOSE_ZERO_EXIT,-101144.3604399999,-103523.30000000002,-1646.5000000000002,-889.1395599999996,-3136.299999999981,-0.5702978152876359
CYCLE_LOSS_BAND00_01,earlier_diagnostic,STRESS,BUY_HOLD,142.60416000013356,24951.69999999997,-15131.899999999998,2678.59584,6998.599999999999,0.33873099241006016
CYCLE_LOSS_BAND00_02,evaluation,BASE,INTENT_MIX_BAND_00,-16575.20527999982,-16703.399999999994,-54.5,-43.294719999999415,-139.40000000000146,-0.049143420358170875
CYCLE_LOSS_BAND00_02,evaluation,BASE,INTENT_MIX_BAND_20,-17730.84231999982,-18560.599999999977,1426.3999999999996,382.4423200000001,214.1999999999989,-0.031567935205336406
