model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
CYCLE_LOSS_BAND00_01,evaluation,BASE,1,2020-01-02,2019-12-31,191090.83844000002,-1018.6999999999825,80.76408,277.8000000000105,0.0,14,2,3,2020-01-22,2020-01-21,False,-1377.264079999993,-0.00720737891593079
CYCLE_LOSS_BAND00_01,evaluation,BASE,2,2020-02-05,2020-02-04,125341.66332,9575.600000000024,60.44872,165.40000000001115,0.0,19,1,4,2020-03-03,2020-03-02,False,9349.751280000013,0.07459412163798955
CYCLE_LOSS_BAND00_01,evaluation,BASE,3,2020-03-23,2020-03-20,5339.3,301.0,25.0,6.000000000000005,0.0,10,2,3,2020-04-07,2020-04-03,False,270.0,0.05056842657277171
CYCLE_LOSS_BAND00_01,evaluation,BASE,4,2020-07-01,2020-06-30,194650.4223,23981.699999999983,85.17662000000001,276.60000000000827,0.0,5,2,2,2020-07-08,2020-07-07,False,23619.923379999975,0.1213453487585882
CYCLE_LOSS_BAND00_01,evaluation,BASE,5,2020-08-19,2020-08-18,113022.39996000001,-2487.899999999994,44.67438,139.8000000000053,0.0,14,2,1,2020-09-08,2020-09-07,False,-2672.3743799999993,-0.023644643725011898
CYCLE_LOSS_BAND00_01,evaluation,BASE,6,2020-12-15,2020-12-14,234900.80876,23974.39999999998,114.36994000000001,280.8000000000105,1799.9999999999998,25,3,5,2021-01-20,2021-01-19,False,25379.23005999997,0.10804232728687677
CYCLE_LOSS_BAND00_01,evaluation,BASE,7,2021-02-03,2021-02-02,42312.26076,1932.7000000000044,17.29882,46.20000000000175,0.0,7,1,1,2021-02-19,2021-02-18,False,1869.2011800000028,0.044176348567199625
CYCLE_LOSS_BAND00_01,evaluation,BASE,8,2021-03-11,2021-03-10,6037.400000000001,-141.60000000000036,10.0,7.199999999999207,0.0,10,1,1,2021-03-25,2021-03-24,False,-158.79999999999956,-0.026302713088415468
CYCLE_LOSS_BAND00_01,evaluation,BASE,9,2021-06-08,2021-06-07,429635.61574000004,-3260.100000000006,181.76894,490.2000000000186,0.0,15,4,4,2021-06-30,2021-06-29,False,-3932.068940000024,-0.009152101911354505
CYCLE_LOSS_BAND00_01,evaluation,BASE,10,2021-07-29,2021-07-28,252013.19256000002,8374.199999999953,104.74888000000001,308.3999999999684,0.0,10,1,2,2021-08-12,2021-08-11,False,7961.0511199999855,0.03158981892626354
CYCLE_LOSS_BAND00_01,evaluation,BASE,11,2021-10-29,2021-10-28,323013.45978000003,8741.99999999997,142.03226,390.5999999999757,0.0,32,6,4,2021-12-14,2021-12-13,False,8209.367739999996,0.025414940125378312
CYCLE_LOSS_BAND00_01,evaluation,BASE,12,2022-01-10,2022-01-07,6363.3,-166.39999999999964,10.0,7.800000000000296,97.5,10,1,1,2022-01-24,2022-01-21,False,-86.69999999999993,-0.013625005893168628
CYCLE_LOSS_BAND00_01,evaluation,BASE,13,2022-01-27,2022-01-26,6579.4,-123.19999999999891,10.0,8.400000000000318,0.0,10,1,1,2022-02-17,2022-02-16,False,-141.59999999999923,-0.021521719305711652
CYCLE_LOSS_BAND00_01,evaluation,BASE,14,2022-03-11,2022-03-10,6351.5,-289.5,10.0,9.000000000000341,0.0,3,1,1,2022-03-16,2022-03-15,False,-308.50000000000034,-0.04857120365268052
CYCLE_LOSS_BAND00_01,evaluation,BASE,15,2022-04-25,2022-04-22,6702.5,26.099999999999454,20.0,6.800000000000006,0.0,10,2,2,2022-05-12,2022-05-11,False,-0.7000000000005517,-0.00010443864229773245
CYCLE_LOSS_BAND00_01,evaluation,BASE,16,2022-05-13,2022-05-12,237188.42820000002,-2194.399999999994,94.37008,237.19999999998043,0.0,2,2,1,2022-05-17,2022-05-16,False,-2525.9700799999746,-0.01064963455076336
CYCLE_LOSS_BAND00_01,evaluation,BASE,17,2022-08-05,2022-08-04,238829.5232,-2702.399999999994,108.48420000000002,340.79999999996255,0.0,14,3,2,2022-08-25,2022-08-24,False,-3151.6841999999565,-0.013196376050044204
CYCLE_LOSS_BAND00_01,evaluation,BASE,18,2022-09-21,2022-09-20,6376.200000000001,-308.8000000000002,10.0,6.400000000000006,0.0,10,1,1,2022-10-12,2022-10-11,False,-325.20000000000016,-0.05100216429848501
CYCLE_LOSS_BAND00_01,evaluation,BASE,19,2022-10-27,2022-10-26,6728.4,130.69999999999982,20.0,7.200000000000006,0.0,7,2,2,2022-11-07,2022-11-04,False,103.49999999999982,0.015382557517388951
CYCLE_LOSS_BAND00_01,evaluation,BASE,20,2023-01-17,2023-01-16,193242.24072,-967.6999999999825,80.12620000000001,279.6000000000106,0.0,2,1,2,2023-01-19,2023-01-18,False,-1327.426199999993,-0.006869234154262259
CYCLE_LOSS_BAND00_01,evaluation,BASE,21,2023-04-03,2023-03-31,259524.74356,1823.8999999999942,115.2262,383.9999999999594,0.0,7,2,3,2023-04-13,2023-04-12,False,1324.6738000000346,0.0051042292994069784
CYCLE_LOSS_BAND00_01,evaluation,BASE,22,2023-05-29,2023-05-26,6567.0,-30.600000000000364,10.0,6.799999999999251,0.0,10,1,1,2023-06-12,2023-06-09,False,-47.399999999999615,-0.007217907720420224
CYCLE_LOSS_BAND00_01,evaluation,BASE,23,2023-08-23,2023-08-22,6485.400000000001,170.0,10.0,6.800000000000761,0.0,9,1,1,2023-09-05,2023-09-04,False,153.19999999999925,0.023622290066919426
CYCLE_LOSS_BAND00_01,evaluation,BASE,24,2023-10-18,2023-10-17,6657.2,-32.100000000000364,20.0,7.200000000000806,0.0,10,2,2,2023-11-01,2023-10-31,False,-59.30000000000117,-0.00890764886138334
CYCLE_LOSS_BAND00_01,evaluation,BASE,25,2023-11-29,2023-11-28,6463.400000000001,-187.19999999999982,10.0,7.200000000000806,0.0,10,1,1,2023-12-13,2023-12-12,False,-204.40000000000063,-0.031624222545409635
CYCLE_LOSS_BAND00_01,evaluation,BASE,26,2024-02-19,2024-02-08,234742.73916,6670.700000000012,102.44856,277.5999999999909,0.0,5,2,3,2024-02-26,2024-02-23,False,6290.651440000021,0.02679806609784991
CYCLE_LOSS_BAND00_01,evaluation,BASE,27,2024-03-05,2024-03-04,267345.4584,-3724.0,106.1112,304.0000000000002,0.0,27,1,1,2024-04-15,2024-04-12,False,-4134.1112,-0.015463555000117406
CYCLE_LOSS_BAND00_01,evaluation,BASE,28,2024-06-04,2024-06-03,184047.11000000002,-2787.600000000006,80.85916,207.20000000002267,0.0,14,2,2,2024-06-25,2024-06-24,False,-3075.6591600000284,-0.016711260285478147
CYCLE_LOSS_BAND00_01,evaluation,BASE,29,2024-08-02,2024-08-01,210877.96716000003,-1948.8000000000175,83.89584,243.6000000000002,0.0,2,1,1,2024-08-06,2024-08-05,False,-2276.2958400000175,-0.010794374920509914
CYCLE_LOSS_BAND00_01,evaluation,BASE,30,2024-08-28,2024-08-27,258009.5916,-3060.0,102.51,305.9999999999663,0.0,4,1,1,2024-09-03,2024-09-02,False,-3468.5099999999666,-0.013443337429785561
CYCLE_LOSS_BAND00_01,evaluation,BASE,31,2024-09-25,2024-09-24,255243.13842,71547.99999999997,123.92418,353.09999999997206,0.0,4,1,4,2024-10-08,2024-09-30,False,71070.97581999999,0.27844421699224453
CYCLE_LOSS_BAND00_01,evaluation,BASE,32,2024-10-09,2024-10-08,106792.55424000001,-5353.5,41.6079,149.40000000000566,0.0,1,1,1,2024-10-10,2024-10-09,False,-5544.507900000006,-0.051918487571142535
CYCLE_LOSS_BAND00_01,evaluation,BASE,33,2025-01-08,2025-01-07,7749.0,92.0,10.0,7.999999999999119,0.0,10,1,1,2025-01-22,2025-01-21,False,74.00000000000088,0.00954961930571698
CYCLE_LOSS_BAND00_01,evaluation,BASE,34,2025-04-09,2025-04-08,320820.6513,12914.899999999965,137.39530000000002,343.6000000000249,0.0,11,2,3,2025-04-24,2025-04-23,False,12433.904699999941,0.0387565596217588
CYCLE_LOSS_BAND00_01,evaluation,BASE,35,2025-06-03,2025-05-30,642291.58752,18705.599999999977,281.08496,731.0000000000132,4030.3999999999996,41,10,9,2025-07-30,2025-07-29,False,21723.915039999963,0.03382251217687561
CYCLE_LOSS_BAND00_01,evaluation,BASE,36,2025-09-05,2025-09-04,354529.6917600001,14879.200000000012,146.80006000000003,477.5999999999627,0.0,7,1,3,2025-09-16,2025-09-15,False,14254.79994000005,0.04020763358136412
CYCLE_LOSS_BAND00_01,evaluation,BASE,37,2025-11-26,2025-11-25,9211.0,215.50000000000182,15.0,12.000000000000455,0.0,8,1,2,2025-12-08,2025-12-05,False,188.50000000000136,0.020464661817392395
CYCLE_LOSS_BAND00_01,evaluation,BASE,38,2025-12-19,2025-12-18,486112.35020000004,2425.200000000026,213.58445999999998,617.3999999999581,7220.099999999999,35,6,8,2026-02-10,2026-02-09,False,8814.315540000067,0.018132260034894432
CYCLE_LOSS_BAND00_01,evaluation,BASE,39,2026-03-25,2026-03-24,9482.3,132.3000000000011,10.0,12.600000000000477,0.0,10,1,1,2026-04-09,2026-04-08,False,109.70000000000061,0.011568923151556122
CYCLE_LOSS_BAND00_01,evaluation,BASE,40,2026-05-06,2026-04-30,358163.72670000006,-1430.5999999999767,171.6755,441.0000000000148,0.0,9,4,6,2026-05-19,2026-05-18,False,-2043.2754999999916,-0.005704864417248625
