period,cost,year,new_return,parent_return,return_difference,new_sharpe,parent_sharpe,comparison
evaluation,BASE,2020,0.1984676459999992,0.1984676459999992,0.0,1.669105270913093,1.669105270913093,相同
evaluation,BASE,2021,0.04617691331485621,0.04617691331485621,0.0,0.50451618072336,0.50451618072336,相同
evaluation,BASE,2022,0.03351661280136534,0.02614325317990448,0.007373359621460865,0.5936165732111781,0.4775925327183814,改善
evaluation,BASE,2023,0.0,0.0,0.0,,,相同
evaluation,BASE,2024,0.10524017110529335,0.1052417254962333,-1.5543909399479139e-06,1.065618181958291,1.0653949506465004,下降
evaluation,BASE,2025,0.07455436610451638,0.074523493402178,3.087270233838313e-05,2.330259424721825,2.3308357398431783,改善
evaluation,BASE,2026,0.02279737429418212,0.02277813084023497,1.9243453947149353e-05,0.42006825178221563,0.41993220438034434,改善
evaluation,STRESS,2020,0.19339729239999978,0.19339729239999978,0.0,1.6335365003343387,1.6335365003343387,相同
evaluation,STRESS,2021,-0.025412773426868394,0.040063838676763254,-0.06547661210363165,-0.1719118725827704,0.4458045014454061,下降
evaluation,STRESS,2022,0.03066146460528682,0.023338175914139076,0.007323288691147744,0.5445068104812992,0.42913158720544337,改善
evaluation,STRESS,2023,0.0,0.0,0.0,,,相同
evaluation,STRESS,2024,0.09844302576610808,0.09846225867325524,-1.9232907147156975e-05,1.0036668789272143,1.0042692814929084,下降
evaluation,STRESS,2025,0.07081981533053801,0.07086640956728539,-4.659423674738261e-05,2.215166713273914,2.215271656896563,下降
evaluation,STRESS,2026,0.01719723978404701,0.01721367700991211,-1.6437225865098548e-05,0.32906969411866477,0.3293385351181645,下降
earlier_diagnostic,BASE,2015,0.32273049870000053,0.32273049870000053,0.0,1.3047910197972852,1.3047910197972852,相同
earlier_diagnostic,BASE,2016,0.026171735386779606,0.026171735386779606,0.0,0.36548904093359474,0.36548904093359474,相同
earlier_diagnostic,BASE,2017,0.10178593051068936,0.10178593051068936,0.0,2.132956070803695,2.132956070803695,相同
earlier_diagnostic,BASE,2018,-0.07851933746461401,-0.07851933746461401,0.0,-1.299142288244141,-1.299142288244141,相同
earlier_diagnostic,BASE,2019,0.08535018986975985,0.09547468442489916,-0.010124494555139307,1.520367641690158,1.6712448232517096,下降
earlier_diagnostic,STRESS,2015,0.31435863239999967,0.31435863239999967,0.0,1.2781477495361913,1.2781477495361913,相同
earlier_diagnostic,STRESS,2016,0.02448037149590405,0.02448037149590405,0.0,0.34508282330560247,0.34508282330560247,相同
earlier_diagnostic,STRESS,2017,0.10011105574099499,0.10011105574099499,0.0,2.0964154326054314,2.0964154326054314,相同
earlier_diagnostic,STRESS,2018,-0.08004653969963171,-0.08004653969963171,0.0,-1.3237321719942825,-1.3237321719942825,相同
earlier_diagnostic,STRESS,2019,0.08218598169737365,0.09221658168038552,-0.010030599983011868,1.462801310140048,1.6145641697651356,下降
