period,cost,entry_date,exit_date_new,exit_date_old,exit_reasons_new,exit_reasons_old,net_profit_cny_new,net_profit_cny_old
evaluation,BASE,2022-05-13,2022-06-09,2022-06-08,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出,13838.582879999973,11954.959680000058
evaluation,STRESS,2021-02-03,2021-03-01,2021-02-19,含分红持仓价值从周期高点回落至追踪退出线,连续两个收盘预测继续持有收益为负，学习条件请求退出,-5799.409919999976,10763.862119999976
evaluation,STRESS,2022-05-13,2022-06-09,2022-06-08,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出,12496.65743999998,11471.807519999971
earlier_diagnostic,BASE,2019-02-28,2019-03-05,2019-03-06,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出,7463.354999999981,10087.830000000016
earlier_diagnostic,STRESS,2019-02-28,2019-03-05,2019-03-06,连续两个收盘预测继续持有收益为负，学习条件请求退出,连续两个收盘预测继续持有收益为负，学习条件请求退出,6967.089480000024,9559.552080000052
