拟合收盘,因子,训练均值,训练标准差,标准化系数,截距
2017-03-01,持仓时间对数,2.683029251596902,1.1166354306899884,-0.012214300178652125,0.020746295195372362
2017-03-01,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.06128428490057007,0.020746295195372362
2017-03-01,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0009691584786832636,0.020746295195372362
2017-03-01,入场模式,1.0,1.0,-5.393294674057785e-18,0.020746295195372362
2017-03-01,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0005366253193867101,0.020746295195372362
2017-03-01,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.018604690463778797,0.020746295195372362
2017-03-01,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.022620791112508122,0.020746295195372362
2017-03-01,二十日波动,0.25265925293704133,0.12240290324156698,-0.004023094186747476,0.020746295195372362
2017-03-01,二十日有符号成交份额占比,0.07628345323258588,0.22631092359966865,0.0031335285525545616,0.020746295195372362
2017-04-05,持仓时间对数,2.683029251596902,1.1166354306899884,-0.012214300178652125,0.020746295195372362
2017-04-05,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.06128428490057007,0.020746295195372362
2017-04-05,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0009691584786832636,0.020746295195372362
2017-04-05,入场模式,1.0,1.0,-5.393294674057785e-18,0.020746295195372362
2017-04-05,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0005366253193867101,0.020746295195372362
2017-04-05,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.018604690463778797,0.020746295195372362
2017-04-05,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.022620791112508122,0.020746295195372362
2017-04-05,二十日波动,0.25265925293704133,0.12240290324156698,-0.004023094186747476,0.020746295195372362
2017-04-05,二十日有符号成交份额占比,0.07628345323258588,0.22631092359966865,0.0031335285525545616,0.020746295195372362
2017-05-02,持仓时间对数,2.683029251596902,1.1166354306899884,-0.012214300178652125,0.020746295195372362
2017-05-02,含分红浮盈浮亏,0.06806240259819438,0.11115419140940028,-0.06128428490057007,0.020746295195372362
2017-05-02,持仓回撤,-0.019530351028669003,0.01975320420366477,0.0009691584786832636,0.020746295195372362
2017-05-02,入场模式,1.0,1.0,-5.393294674057785e-18,0.020746295195372362
2017-05-02,五日涨跌,0.0010979532150495615,0.048091068914891795,-0.0005366253193867101,0.020746295195372362
2017-05-02,二十日涨跌,0.03555551928624752,0.0728356195582691,-0.018604690463778797,0.020746295195372362
2017-05-02,一百二十日均线偏离,0.10851232127477688,0.1474305920699039,-0.022620791112508122,0.020746295195372362
2017-05-02,二十日波动,0.25265925293704133,0.12240290324156698,-0.004023094186747476,0.020746295195372362
2017-05-02,二十日有符号成交份额占比,0.07628345323258588,0.22631092359966865,0.0031335285525545616,0.020746295195372362
2017-06-01,持仓时间对数,2.7297618364650904,1.1016544011039644,-0.010302970089142997,0.015678196546856503
2017-06-01,含分红浮盈浮亏,0.0628268933408663,0.10731223765710536,-0.06074245548373672,0.015678196546856503
2017-06-01,持仓回撤,-0.01884990529950695,0.019260300564195212,0.0014158235123179184,0.015678196546856503
2017-06-01,入场模式,1.0,1.0,3.549768228859153e-19,0.015678196546856503
2017-06-01,五日涨跌,0.0009775255752508109,0.04598855844173999,-0.0005017782494252962,0.015678196546856503
2017-06-01,二十日涨跌,0.033069529984418804,0.07015135777363184,-0.017482199485607648,0.015678196546856503
