period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,AGE_BACKWARD_EXIT,1,2020-02-05,2020-02-04,199940.78016,17899.20000000004,83.48736,264.00000000001785,0.0,13,1,1,2020-02-24,2020-02-21,False,17551.712640000023,0.08778455613684459
evaluation,BASE,AGE_BACKWARD_EXIT,2,2020-07-01,2020-06-30,217504.49220000004,4307.699999999953,87.78366000000003,311.3999999999657,0.0,1,1,1,2020-07-02,2020-07-01,False,3908.516339999988,0.017969818924043295
evaluation,BASE,AGE_BACKWARD_EXIT,3,2020-08-19,2020-08-18,221142.2196,-8807.599999999977,86.6232,272.4000000000103,0.0,30,1,1,2020-09-30,2020-09-29,False,-9166.623199999987,-0.04145125800301946
evaluation,BASE,AGE_BACKWARD_EXIT,4,2021-01-05,2021-01-04,211405.07256,3414.2000000000116,85.18032,238.20000000000903,2858.3999999999996,18,1,1,2021-01-29,2021-01-28,False,5949.219680000002,0.028141328909274503
evaluation,BASE,AGE_BACKWARD_EXIT,5,2021-02-03,2021-02-02,218155.42236,-4366.999999999971,86.32368,238.20000000000903,0.0,13,1,1,2021-03-01,2021-02-26,False,-4691.52367999998,-0.021505418610489678
evaluation,BASE,AGE_BACKWARD_EXIT,6,2021-06-08,2021-06-07,213310.25352,-2256.7999999999884,84.80732,241.79999999997335,0.0,1,1,1,2021-06-09,2021-06-08,False,-2583.4073199999616,-0.01211103206418411
evaluation,BASE,AGE_BACKWARD_EXIT,7,2021-07-07,2021-07-06,209980.78776,3452.399999999965,84.61668,246.60000000000935,0.0,1,1,1,2021-07-08,2021-07-07,False,3121.1833199999555,0.014864137587517524
evaluation,BASE,AGE_BACKWARD_EXIT,8,2021-10-29,2021-10-28,213839.55935999998,475.20000000001164,85.56192,259.2000000000098,0.0,1,1,1,2021-11-01,2021-10-29,False,130.43808000000183,0.0006099810549104652
evaluation,BASE,AGE_BACKWARD_EXIT,9,2021-11-25,2021-11-24,214085.60856000002,-2824.8000000000175,85.00080000000001,256.80000000000973,0.0,3,1,1,2021-11-30,2021-11-29,False,-3166.600800000027,-0.014791282895190732
evaluation,BASE,AGE_BACKWARD_EXIT,10,2022-05-13,2022-05-12,210714.1344,1689.5999999999767,84.55392,263.9999999999709,0.0,5,1,1,2022-05-20,2022-05-19,False,1341.0460800000058,0.00636429105156415
evaluation,BASE,AGE_BACKWARD_EXIT,11,2022-06-08,2022-06-07,212374.06631999998,1521.000000000029,85.17599999999999,304.2000000000115,0.0,1,1,1,2022-06-09,2022-06-08,False,1131.6240000000175,0.005328447204541982
evaluation,BASE,AGE_BACKWARD_EXIT,12,2022-08-10,2022-08-09,212815.5546,-2479.4000000000233,84.55260000000001,303.5999999999666,0.0,11,1,1,2022-08-25,2022-08-24,False,-2867.55259999999,-0.013474356258355892
evaluation,BASE,AGE_BACKWARD_EXIT,13,2024-02-19,2024-02-08,210366.86495999998,13207.599999999977,86.7216,249.19999999997256,0.0,21,1,1,2024-03-19,2024-03-18,False,12871.678400000003,0.061186814769747494
evaluation,BASE,AGE_BACKWARD_EXIT,14,2024-06-18,2024-06-17,223402.57158000002,-11573.600000000006,86.97812000000002,251.60000000002816,0.0,42,1,1,2024-08-15,2024-08-14,False,-11912.178120000033,-0.05332158012216214
