fit_index,holding_age,cycles,maximum_gradient
1791,7,15,4.579669976578771e-16
1791,6,16,2.2898349882893854e-16
1791,5,16,2.1337098754514727e-16
1791,4,16,1.2967057982926633e-16
1791,3,16,2.749536709423239e-16
1791,2,16,3.5041414214731503e-16
1791,1,17,6.071532165918825e-16
1809,56,10,2.2551405187698492e-17
1809,55,10,4.336808689942018e-17
1809,54,10,1.5612511283791264e-17
1809,53,10,5.204170427930421e-17
1809,52,11,5.898059818321144e-17
1809,51,11,5.724587470723463e-17
1809,50,11,6.245004513516506e-17
1809,49,11,9.020562075079397e-17
1809,48,11,5.204170427930421e-17
1809,47,11,7.28583859910259e-17
1809,46,11,6.505213034913027e-17
1809,45,11,8.673617379884035e-17
1809,44,11,6.245004513516506e-17
1809,43,12,1.1449174941446927e-16
1809,42,12,1.457167719820518e-16
1809,41,12,2.463307335887066e-16
1809,40,12,1.700029006457271e-16
1809,39,12,1.249000902703301e-16
1809,38,13,1.4121733296623695e-16
1809,37,13,3.07669471497074e-16
1809,36,13,1.6132928326584306e-16
1809,35,13,1.4224732503009818e-16
1809,34,13,3.2612801348363973e-16
1809,33,13,1.5959455978986625e-16
1809,32,13,1.1188966420050406e-16
1809,31,13,2.3245294578089215e-16
1809,30,13,1.6653345369377348e-16
1809,29,13,2.1684043449710089e-16
1809,28,13,1.734723475976807e-16
1809,27,13,1.4051260155412137e-16
1809,26,13,2.1510571102112408e-16
1809,25,14,1.6653345369377348e-16
1809,24,14,1.942890293094024e-16
1809,23,14,2.6020852139652106e-16
1809,22,14,2.216109240560371e-16
1809,21,14,1.8041124150158794e-16
1809,20,14,3.7470027081099033e-16
1809,19,14,2.914335439641036e-16
1809,18,14,2.5673907444456745e-16
1809,17,14,2.636779683484747e-16
1809,16,14,3.0531133177191805e-16
1809,15,14,2.220446049250313e-16
1809,14,14,2.8449465006019636e-16
1809,13,14,3.191891195797325e-16
1809,12,14,2.2898349882893854e-16
1809,11,14,4.3021142204224816e-16
1809,10,14,2.0816681711721685e-16
1809,9,14,2.5673907444456745e-16
1809,8,14,2.3592239273284576e-16
1809,7,15,4.579669976578771e-16
1809,6,16,2.2898349882893854e-16
1809,5,16,2.1337098754514727e-16
1809,4,16,1.2967057982926633e-16
1809,3,16,2.749536709423239e-16
1809,2,16,3.5041414214731503e-16
1809,1,17,6.071532165918825e-16
1830,56,10,2.2551405187698492e-17
1830,55,10,4.336808689942018e-17
1830,54,10,1.5612511283791264e-17
1830,53,10,5.204170427930421e-17
1830,52,11,5.898059818321144e-17
1830,51,11,5.724587470723463e-17
1830,50,11,6.245004513516506e-17
1830,49,11,9.020562075079397e-17
1830,48,11,5.204170427930421e-17
1830,47,11,7.28583859910259e-17
1830,46,11,6.505213034913027e-17
1830,45,11,8.673617379884035e-17
1830,44,11,6.245004513516506e-17
1830,43,12,1.1449174941446927e-16
1830,42,12,1.457167719820518e-16
1830,41,12,2.463307335887066e-16
1830,40,12,1.700029006457271e-16
1830,39,12,1.249000902703301e-16
1830,38,13,1.4121733296623695e-16
1830,37,13,3.07669471497074e-16
1830,36,13,1.6132928326584306e-16
1830,35,13,1.4224732503009818e-16
1830,34,13,3.2612801348363973e-16
1830,33,13,1.5959455978986625e-16
1830,32,13,1.1188966420050406e-16
1830,31,13,2.3245294578089215e-16
1830,30,13,1.6653345369377348e-16
1830,29,13,2.1684043449710089e-16
1830,28,13,1.734723475976807e-16
1830,27,13,1.4051260155412137e-16
1830,26,13,2.1510571102112408e-16
1830,25,14,1.6653345369377348e-16
1830,24,14,1.942890293094024e-16
1830,23,14,2.6020852139652106e-16
1830,22,14,2.216109240560371e-16
1830,21,14,1.8041124150158794e-16
1830,20,14,3.7470027081099033e-16
1830,19,14,2.914335439641036e-16
1830,18,14,2.5673907444456745e-16
1830,17,14,2.636779683484747e-16
1830,16,14,3.0531133177191805e-16
1830,15,14,2.220446049250313e-16
1830,14,14,2.8449465006019636e-16
1830,13,14,3.191891195797325e-16
1830,12,14,2.2898349882893854e-16
1830,11,14,4.3021142204224816e-16
1830,10,14,2.0816681711721685e-16
1830,9,14,2.5673907444456745e-16
1830,8,14,2.3592239273284576e-16
1830,7,15,4.579669976578771e-16
1830,6,16,2.2898349882893854e-16
1830,5,16,2.1337098754514727e-16
1830,4,16,1.2967057982926633e-16
1830,3,16,2.749536709423239e-16
1830,2,16,3.5041414214731503e-16
1830,1,17,6.071532165918825e-16
1852,56,10,2.2551405187698492e-17
1852,55,10,4.336808689942018e-17
1852,54,10,1.5612511283791264e-17
1852,53,10,5.204170427930421e-17
1852,52,11,5.898059818321144e-17
1852,51,11,5.724587470723463e-17
1852,50,11,6.245004513516506e-17
1852,49,11,9.020562075079397e-17
1852,48,11,5.204170427930421e-17
1852,47,11,7.28583859910259e-17
1852,46,11,6.505213034913027e-17
1852,45,11,8.673617379884035e-17
1852,44,11,6.245004513516506e-17
1852,43,12,1.1449174941446927e-16
1852,42,12,1.457167719820518e-16
1852,41,12,2.463307335887066e-16
1852,40,12,1.700029006457271e-16
1852,39,12,1.249000902703301e-16
1852,38,13,1.4121733296623695e-16
1852,37,13,3.07669471497074e-16
1852,36,13,1.6132928326584306e-16
1852,35,13,1.4224732503009818e-16
1852,34,13,3.2612801348363973e-16
1852,33,13,1.5959455978986625e-16
1852,32,13,1.1188966420050406e-16
1852,31,13,2.3245294578089215e-16
1852,30,13,1.6653345369377348e-16
1852,29,13,2.1684043449710089e-16
1852,28,13,1.734723475976807e-16
1852,27,13,1.4051260155412137e-16
1852,26,13,2.1510571102112408e-16
1852,25,14,1.6653345369377348e-16
1852,24,14,1.942890293094024e-16
1852,23,14,2.6020852139652106e-16
1852,22,14,2.216109240560371e-16
1852,21,14,1.8041124150158794e-16
1852,20,14,3.7470027081099033e-16
1852,19,14,2.914335439641036e-16
1852,18,14,2.5673907444456745e-16
1852,17,14,2.636779683484747e-16
1852,16,14,3.0531133177191805e-16
1852,15,14,2.220446049250313e-16
1852,14,14,2.8449465006019636e-16
1852,13,14,3.191891195797325e-16
1852,12,14,2.2898349882893854e-16
1852,11,14,4.3021142204224816e-16
1852,10,14,2.0816681711721685e-16
1852,9,14,2.5673907444456745e-16
1852,8,14,2.3592239273284576e-16
1852,7,15,4.579669976578771e-16
1852,6,16,2.2898349882893854e-16
1852,5,16,2.1337098754514727e-16
1852,4,16,1.2967057982926633e-16
1852,3,16,2.749536709423239e-16
1852,2,16,3.5041414214731503e-16
1852,1,17,6.071532165918825e-16
1868,56,10,2.2551405187698492e-17
1868,55,10,4.336808689942018e-17
1868,54,10,1.5612511283791264e-17
1868,53,10,5.204170427930421e-17
1868,52,11,5.898059818321144e-17
1868,51,11,5.724587470723463e-17
1868,50,11,6.245004513516506e-17
1868,49,11,9.020562075079397e-17
1868,48,11,5.204170427930421e-17
1868,47,11,7.28583859910259e-17
1868,46,11,6.505213034913027e-17
1868,45,11,8.673617379884035e-17
1868,44,11,6.245004513516506e-17
1868,43,12,1.1449174941446927e-16
1868,42,12,1.457167719820518e-16
1868,41,12,2.463307335887066e-16
1868,40,12,1.700029006457271e-16
1868,39,12,1.249000902703301e-16
1868,38,13,1.4121733296623695e-16
1868,37,13,3.07669471497074e-16
1868,36,13,1.6132928326584306e-16
1868,35,13,1.4224732503009818e-16
1868,34,13,3.2612801348363973e-16
1868,33,13,1.5959455978986625e-16
1868,32,13,1.1188966420050406e-16
1868,31,13,2.3245294578089215e-16
1868,30,13,1.6653345369377348e-16
1868,29,13,2.1684043449710089e-16
1868,28,13,1.734723475976807e-16
1868,27,13,1.4051260155412137e-16
1868,26,13,2.1510571102112408e-16
1868,25,14,1.6653345369377348e-16
1868,24,14,1.942890293094024e-16
1868,23,14,2.6020852139652106e-16
1868,22,14,2.216109240560371e-16
1868,21,14,1.8041124150158794e-16
1868,20,14,3.7470027081099033e-16
1868,19,14,2.914335439641036e-16
1868,18,14,2.5673907444456745e-16
1868,17,14,2.636779683484747e-16
1868,16,14,3.0531133177191805e-16
1868,15,14,2.220446049250313e-16
1868,14,14,2.8449465006019636e-16
1868,13,14,3.191891195797325e-16
1868,12,14,2.2898349882893854e-16
1868,11,14,4.3021142204224816e-16
1868,10,14,2.0816681711721685e-16
1868,9,14,2.5673907444456745e-16
1868,8,14,2.3592239273284576e-16
1868,7,15,4.579669976578771e-16
1868,6,16,2.2898349882893854e-16
1868,5,16,2.1337098754514727e-16
1868,4,16,1.2967057982926633e-16
1868,3,16,2.749536709423239e-16
1868,2,16,3.5041414214731503e-16
1868,1,17,6.071532165918825e-16
1888,56,10,2.2551405187698492e-17
1888,55,10,4.336808689942018e-17
1888,54,10,1.5612511283791264e-17
1888,53,10,5.204170427930421e-17
1888,52,11,5.898059818321144e-17
1888,51,11,5.724587470723463e-17
1888,50,11,6.245004513516506e-17
1888,49,11,9.020562075079397e-17
1888,48,11,5.204170427930421e-17
1888,47,11,7.28583859910259e-17
1888,46,11,6.505213034913027e-17
1888,45,11,8.673617379884035e-17
1888,44,11,6.245004513516506e-17
1888,43,12,1.1449174941446927e-16
1888,42,12,1.457167719820518e-16
1888,41,12,2.463307335887066e-16
1888,40,12,1.700029006457271e-16
1888,39,12,1.249000902703301e-16
1888,38,13,1.4121733296623695e-16
1888,37,13,3.07669471497074e-16
1888,36,13,1.6132928326584306e-16
1888,35,13,1.4224732503009818e-16
1888,34,13,3.2612801348363973e-16
1888,33,13,1.5959455978986625e-16
1888,32,13,1.1188966420050406e-16
1888,31,13,2.3245294578089215e-16
1888,30,13,1.6653345369377348e-16
1888,29,13,2.1684043449710089e-16
1888,28,13,1.734723475976807e-16
1888,27,13,1.4051260155412137e-16
1888,26,13,2.1510571102112408e-16
1888,25,14,1.6653345369377348e-16
1888,24,14,1.942890293094024e-16
1888,23,14,2.6020852139652106e-16
1888,22,14,2.216109240560371e-16
1888,21,14,1.8041124150158794e-16
1888,20,14,3.7470027081099033e-16
1888,19,14,2.914335439641036e-16
1888,18,14,2.5673907444456745e-16
1888,17,14,2.636779683484747e-16
1888,16,14,3.0531133177191805e-16
1888,15,14,2.220446049250313e-16
1888,14,14,2.8449465006019636e-16
1888,13,14,3.191891195797325e-16
1888,12,14,2.2898349882893854e-16
1888,11,14,4.3021142204224816e-16
1888,10,14,2.0816681711721685e-16
1888,9,14,2.5673907444456745e-16
1888,8,14,2.3592239273284576e-16
1888,7,15,4.579669976578771e-16
1888,6,16,2.2898349882893854e-16
1888,5,16,2.1337098754514727e-16
1888,4,16,1.2967057982926633e-16
1888,3,16,2.749536709423239e-16
1888,2,16,3.5041414214731503e-16
1888,1,17,6.071532165918825e-16
1910,56,10,2.2551405187698492e-17
1910,55,10,4.336808689942018e-17
1910,54,10,1.5612511283791264e-17
1910,53,10,5.204170427930421e-17
1910,52,11,5.898059818321144e-17
1910,51,11,5.724587470723463e-17
1910,50,11,6.245004513516506e-17
1910,49,11,9.020562075079397e-17
1910,48,11,5.204170427930421e-17
1910,47,11,7.28583859910259e-17
1910,46,11,6.505213034913027e-17
1910,45,11,8.673617379884035e-17
1910,44,11,6.245004513516506e-17
1910,43,12,1.1449174941446927e-16
1910,42,12,1.457167719820518e-16
1910,41,12,2.463307335887066e-16
1910,40,12,1.700029006457271e-16
1910,39,12,1.249000902703301e-16
1910,38,13,1.4121733296623695e-16
1910,37,13,3.07669471497074e-16
1910,36,13,1.6132928326584306e-16
1910,35,13,1.4224732503009818e-16
1910,34,13,3.2612801348363973e-16
1910,33,13,1.5959455978986625e-16
1910,32,13,1.1188966420050406e-16
1910,31,13,2.3245294578089215e-16
1910,30,13,1.6653345369377348e-16
1910,29,13,2.1684043449710089e-16
1910,28,14,1.457167719820518e-16
1910,27,14,3.5735303605122226e-16
1910,26,14,4.128641872824801e-16
1910,25,15,2.3592239273284576e-16
1910,24,15,2.8102520310824275e-16
1910,23,15,2.3245294578089215e-16
1910,22,15,2.498001805406602e-16
1910,21,15,2.8102520310824275e-16
1910,20,15,3.8163916471489756e-16
1910,19,15,3.191891195797325e-16
1910,18,15,2.636779683484747e-16
1910,17,15,2.1337098754514727e-16
1910,16,15,2.7755575615628914e-16
1910,15,15,1.734723475976807e-16
1910,14,15,2.498001805406602e-16
1910,13,15,2.3765711620882257e-16
1910,12,15,2.7755575615628914e-16
1910,11,15,1.734723475976807e-16
1910,10,15,3.209238430557093e-16
1910,9,15,2.3592239273284576e-16
1910,8,15,3.469446951953614e-16
1910,7,16,2.5847379792054426e-16
1910,6,17,3.694961003830599e-16
1910,5,17,4.579669976578771e-16
1910,4,17,5.100087019371813e-16
1910,3,17,4.718447854656915e-16
1910,2,17,2.8449465006019636e-16
1910,1,18,6.106226635438361e-16
1931,56,10,2.2551405187698492e-17
1931,55,10,4.336808689942018e-17
1931,54,10,1.5612511283791264e-17
1931,53,10,5.204170427930421e-17
1931,52,11,5.898059818321144e-17
1931,51,11,5.724587470723463e-17
1931,50,11,6.245004513516506e-17
1931,49,11,9.020562075079397e-17
1931,48,11,5.204170427930421e-17
1931,47,11,7.28583859910259e-17
1931,46,11,6.505213034913027e-17
1931,45,11,8.673617379884035e-17
1931,44,11,6.245004513516506e-17
1931,43,12,1.1449174941446927e-16
1931,42,12,1.457167719820518e-16
1931,41,12,2.463307335887066e-16
1931,40,12,1.700029006457271e-16
1931,39,12,1.249000902703301e-16
1931,38,13,1.4121733296623695e-16
1931,37,13,3.07669471497074e-16
1931,36,13,1.6132928326584306e-16
1931,35,13,1.4224732503009818e-16
1931,34,13,3.2612801348363973e-16
1931,33,13,1.5959455978986625e-16
1931,32,13,1.1188966420050406e-16
1931,31,13,2.3245294578089215e-16
1931,30,13,1.6653345369377348e-16
1931,29,13,2.1684043449710089e-16
1931,28,14,1.457167719820518e-16
1931,27,14,3.5735303605122226e-16
1931,26,14,4.128641872824801e-16
1931,25,15,2.3592239273284576e-16
1931,24,15,2.8102520310824275e-16
1931,23,15,2.3245294578089215e-16
1931,22,15,2.498001805406602e-16
1931,21,15,2.8102520310824275e-16
1931,20,15,3.8163916471489756e-16
1931,19,15,3.191891195797325e-16
1931,18,15,2.636779683484747e-16
1931,17,15,2.1337098754514727e-16
1931,16,15,2.7755575615628914e-16
1931,15,15,1.734723475976807e-16
1931,14,15,2.498001805406602e-16
1931,13,15,2.3765711620882257e-16
1931,12,15,2.7755575615628914e-16
1931,11,15,1.734723475976807e-16
1931,10,15,3.209238430557093e-16
1931,9,15,2.3592239273284576e-16
1931,8,15,3.469446951953614e-16
1931,7,16,2.5847379792054426e-16
1931,6,17,3.694961003830599e-16
1931,5,17,4.579669976578771e-16
1931,4,17,5.100087019371813e-16
1931,3,17,4.718447854656915e-16
1931,2,17,2.8449465006019636e-16
1931,1,18,6.106226635438361e-16
1949,56,10,2.2551405187698492e-17
1949,55,10,4.336808689942018e-17
1949,54,10,1.5612511283791264e-17
1949,53,10,5.204170427930421e-17
1949,52,11,5.898059818321144e-17
1949,51,11,5.724587470723463e-17
1949,50,11,6.245004513516506e-17
1949,49,11,9.020562075079397e-17
1949,48,11,5.204170427930421e-17
1949,47,11,7.28583859910259e-17
1949,46,11,6.505213034913027e-17
1949,45,11,8.673617379884035e-17
1949,44,11,6.245004513516506e-17
1949,43,12,1.1449174941446927e-16
1949,42,13,7.676151381197371e-17
1949,41,13,1.1449174941446927e-16
1949,40,13,1.6306400674181987e-16
1949,39,13,1.0061396160665481e-16
1949,38,14,1.5699247457590104e-16
1949,37,14,2.0816681711721685e-16
1949,36,14,2.1163626406917047e-16
1949,35,14,2.3592239273284576e-16
1949,34,14,1.4224732503009818e-16
1949,33,14,2.0816681711721685e-16
1949,32,14,1.5959455978986625e-16
1949,31,14,1.8041124150158794e-16
1949,30,14,1.4224732503009818e-16
1949,29,14,1.8735013540549517e-16
1949,28,15,1.6132928326584306e-16
1949,27,15,2.8622937353617317e-16
1949,26,15,2.7668839441830073e-16
1949,25,16,3.191891195797325e-16
1949,24,16,2.671474153004283e-16
1949,23,16,1.8388068845354155e-16
1949,22,16,2.42861286636753e-16
1949,21,16,3.5388358909926865e-16
1949,20,16,4.0245584642661925e-16
1949,19,16,4.3021142204224816e-16
1949,18,16,5.030698080332741e-16
1949,17,16,1.5092094240998222e-16
1949,16,16,3.608224830031759e-16
1949,15,16,2.8449465006019636e-16
1949,14,16,1.1188966420050406e-16
1949,13,16,2.1510571102112408e-16
1949,12,16,3.5388358909926865e-16
1949,11,16,2.255140518769849e-16
1949,10,16,1.6393136847980827e-16
1949,9,16,1.1102230246251565e-16
1949,8,16,1.8041124150158794e-16
1949,7,17,1.9949319973733282e-16
1949,6,18,3.608224830031759e-16
1949,5,18,3.5344990823027445e-16
1949,4,18,3.469446951953614e-16
1949,3,18,2.7755575615628914e-16
1949,2,18,2.7755575615628914e-16
1949,1,19,9.159339953157541e-16
1969,56,10,2.2551405187698492e-17
1969,55,10,4.336808689942018e-17
1969,54,10,1.5612511283791264e-17
1969,53,10,5.204170427930421e-17
1969,52,11,5.898059818321144e-17
1969,51,11,5.724587470723463e-17
1969,50,11,6.245004513516506e-17
1969,49,11,9.020562075079397e-17
1969,48,11,5.204170427930421e-17
1969,47,11,7.28583859910259e-17
1969,46,11,6.505213034913027e-17
1969,45,11,8.673617379884035e-17
1969,44,11,6.245004513516506e-17
1969,43,12,1.1449174941446927e-16
1969,42,13,7.676151381197371e-17
1969,41,13,1.1449174941446927e-16
1969,40,13,1.6306400674181987e-16
1969,39,13,1.0061396160665481e-16
1969,38,14,1.5699247457590104e-16
1969,37,14,2.0816681711721685e-16
1969,36,14,2.1163626406917047e-16
1969,35,14,2.3592239273284576e-16
1969,34,14,1.4224732503009818e-16
1969,33,14,2.0816681711721685e-16
1969,32,14,1.5959455978986625e-16
1969,31,14,1.8041124150158794e-16
1969,30,14,1.4224732503009818e-16
1969,29,14,1.8735013540549517e-16
1969,28,15,1.6132928326584306e-16
1969,27,15,2.8622937353617317e-16
1969,26,15,2.7668839441830073e-16
1969,25,16,3.191891195797325e-16
1969,24,16,2.671474153004283e-16
1969,23,16,1.8388068845354155e-16
1969,22,16,2.42861286636753e-16
1969,21,16,3.5388358909926865e-16
1969,20,16,4.0245584642661925e-16
1969,19,16,4.3021142204224816e-16
1969,18,16,5.030698080332741e-16
1969,17,16,1.5092094240998222e-16
1969,16,16,3.608224830031759e-16
1969,15,16,2.8449465006019636e-16
1969,14,16,1.1188966420050406e-16
1969,13,16,2.1510571102112408e-16
1969,12,16,3.5388358909926865e-16
1969,11,16,2.255140518769849e-16
1969,10,16,1.6393136847980827e-16
1969,9,16,1.1102230246251565e-16
1969,8,16,1.8041124150158794e-16
1969,7,17,1.9949319973733282e-16
1969,6,18,3.608224830031759e-16
1969,5,18,3.5344990823027445e-16
1969,4,18,3.469446951953614e-16
1969,3,18,2.7755575615628914e-16
1969,2,18,2.7755575615628914e-16
1969,1,19,9.159339953157541e-16
1992,56,10,2.2551405187698492e-17
1992,55,10,4.336808689942018e-17
1992,54,10,1.5612511283791264e-17
1992,53,10,5.204170427930421e-17
1992,52,11,5.898059818321144e-17
1992,51,11,5.724587470723463e-17
1992,50,11,6.245004513516506e-17
1992,49,11,9.020562075079397e-17
1992,48,11,5.204170427930421e-17
1992,47,11,7.28583859910259e-17
1992,46,11,6.505213034913027e-17
1992,45,11,8.673617379884035e-17
1992,44,11,6.245004513516506e-17
1992,43,12,1.1449174941446927e-16
1992,42,13,7.676151381197371e-17
1992,41,13,1.1449174941446927e-16
1992,40,13,1.6306400674181987e-16
1992,39,13,1.0061396160665481e-16
1992,38,14,1.5699247457590104e-16
1992,37,14,2.0816681711721685e-16
1992,36,14,2.1163626406917047e-16
1992,35,14,2.3592239273284576e-16
1992,34,14,1.4224732503009818e-16
1992,33,14,2.0816681711721685e-16
1992,32,14,1.5959455978986625e-16
1992,31,14,1.8041124150158794e-16
1992,30,14,1.4224732503009818e-16
1992,29,14,1.8735013540549517e-16
1992,28,15,1.6132928326584306e-16
1992,27,15,2.8622937353617317e-16
1992,26,15,2.7668839441830073e-16
1992,25,16,3.191891195797325e-16
1992,24,16,2.671474153004283e-16
1992,23,16,1.8388068845354155e-16
1992,22,16,2.42861286636753e-16
1992,21,16,3.5388358909926865e-16
1992,20,16,4.0245584642661925e-16
1992,19,16,4.3021142204224816e-16
1992,18,16,5.030698080332741e-16
1992,17,16,1.5092094240998222e-16
1992,16,16,3.608224830031759e-16
1992,15,16,2.8449465006019636e-16
1992,14,16,1.1188966420050406e-16
1992,13,16,2.1510571102112408e-16
1992,12,16,3.5388358909926865e-16
1992,11,16,2.255140518769849e-16
1992,10,16,1.6393136847980827e-16
1992,9,16,1.1102230246251565e-16
1992,8,16,1.8041124150158794e-16
1992,7,17,1.9949319973733282e-16
1992,6,18,3.608224830031759e-16
1992,5,18,3.5344990823027445e-16
1992,4,18,3.469446951953614e-16
1992,3,18,2.7755575615628914e-16
1992,2,18,2.7755575615628914e-16
1992,1,19,9.159339953157541e-16
2013,56,10,2.2551405187698492e-17
2013,55,10,4.336808689942018e-17
2013,54,10,1.5612511283791264e-17
2013,53,10,5.204170427930421e-17
2013,52,11,5.898059818321144e-17
2013,51,11,5.724587470723463e-17
2013,50,11,6.245004513516506e-17
2013,49,11,9.020562075079397e-17
2013,48,11,5.204170427930421e-17
2013,47,11,7.28583859910259e-17
2013,46,11,6.505213034913027e-17
2013,45,11,8.673617379884035e-17
2013,44,11,6.245004513516506e-17
2013,43,12,1.1449174941446927e-16
2013,42,13,7.676151381197371e-17
2013,41,13,1.1449174941446927e-16
2013,40,13,1.6306400674181987e-16
2013,39,13,1.0061396160665481e-16
2013,38,14,1.5699247457590104e-16
2013,37,14,2.0816681711721685e-16
2013,36,14,2.1163626406917047e-16
2013,35,14,2.3592239273284576e-16
2013,34,14,1.4224732503009818e-16
2013,33,14,2.0816681711721685e-16
2013,32,14,1.5959455978986625e-16
2013,31,14,1.8041124150158794e-16
2013,30,14,1.4224732503009818e-16
2013,29,14,1.8735013540549517e-16
2013,28,15,1.6132928326584306e-16
2013,27,15,2.8622937353617317e-16
2013,26,15,2.7668839441830073e-16
2013,25,16,3.191891195797325e-16
2013,24,16,2.671474153004283e-16
2013,23,16,1.8388068845354155e-16
2013,22,16,2.42861286636753e-16
2013,21,16,3.5388358909926865e-16
2013,20,16,4.0245584642661925e-16
2013,19,16,4.3021142204224816e-16
2013,18,16,5.030698080332741e-16
2013,17,16,1.5092094240998222e-16
2013,16,16,3.608224830031759e-16
2013,15,16,2.8449465006019636e-16
2013,14,16,1.1188966420050406e-16
2013,13,16,2.1510571102112408e-16
2013,12,16,3.5388358909926865e-16
2013,11,16,2.255140518769849e-16
2013,10,16,1.6393136847980827e-16
2013,9,16,1.1102230246251565e-16
2013,8,16,1.8041124150158794e-16
2013,7,17,1.9949319973733282e-16
2013,6,18,3.608224830031759e-16
2013,5,18,3.5344990823027445e-16
2013,4,18,3.469446951953614e-16
2013,3,18,2.7755575615628914e-16
2013,2,18,2.7755575615628914e-16
2013,1,19,9.159339953157541e-16
2035,59,10,2.0383000842727483e-17
2035,58,10,2.7755575615628914e-17
2035,57,10,4.683753385137379e-17
2035,56,11,3.8163916471489756e-17
2035,55,11,4.5102810375396984e-17
2035,54,11,4.423544863740858e-17
2035,53,11,4.336808689942018e-17
2035,52,12,4.336808689942018e-17
2035,51,12,7.112366251504909e-17
2035,50,12,5.898059818321144e-17
2035,49,12,1.470178145890344e-16
2035,48,12,9.71445146547012e-17
2035,47,12,8.326672684688674e-17
2035,46,12,1.0364972768961422e-16
2035,45,12,1.214306433183765e-16
2035,44,12,1.0061396160665481e-16
2035,43,13,9.627715291671279e-17
2035,42,14,1.3183898417423734e-16
2035,41,14,1.491862189340054e-16
2035,40,14,1.457167719820518e-16
2035,39,14,2.3245294578089215e-16
2035,38,15,1.8041124150158794e-16
2035,37,15,2.480654570646834e-16
2035,36,15,2.0469737016526324e-16
2035,35,15,2.340792490396204e-16
2035,34,15,1.214306433183765e-16
2035,33,15,1.3704315460216776e-16
2035,32,15,1.5612511283791264e-16
2035,31,15,1.734723475976807e-16
2035,30,15,2.0122792321330962e-16
2035,29,15,2.3245294578089215e-16
2035,28,16,1.0234868508263162e-16
2035,27,16,1.6653345369377348e-16
2035,26,16,1.249000902703301e-16
2035,25,17,1.5265566588595902e-16
2035,24,17,1.249000902703301e-16
2035,23,17,2.0816681711721685e-16
2035,22,17,2.2724877535296173e-16
2035,21,17,2.636779683484747e-16
2035,20,17,6.38378239159465e-16
2035,19,17,3.122502256758253e-16
2035,18,17,2.8449465006019636e-16
2035,17,17,1.3877787807814457e-16
2035,16,17,1.942890293094024e-16
2035,15,17,1.491862189340054e-16
2035,14,17,1.8735013540549517e-16
2035,13,17,3.885780586188048e-16
2035,12,17,4.3021142204224816e-16
2035,11,17,3.3306690738754696e-16
2035,10,17,2.0122792321330962e-16
2035,9,17,2.7755575615628914e-16
2035,8,17,1.8735013540549517e-16
2035,7,18,2.498001805406602e-16
2035,6,19,2.498001805406602e-16
2035,5,19,4.718447854656915e-16
2035,4,19,2.3592239273284576e-16
2035,3,19,2.1076890233118206e-16
2035,2,19,3.3306690738754696e-16
2035,1,20,3.0531133177191805e-16
2051,59,10,2.0383000842727483e-17
2051,58,10,2.7755575615628914e-17
2051,57,10,4.683753385137379e-17
2051,56,11,3.8163916471489756e-17
2051,55,11,4.5102810375396984e-17
2051,54,11,4.423544863740858e-17
2051,53,11,4.336808689942018e-17
2051,52,12,4.336808689942018e-17
2051,51,12,7.112366251504909e-17
2051,50,12,5.898059818321144e-17
2051,49,12,1.470178145890344e-16
2051,48,12,9.71445146547012e-17
2051,47,12,8.326672684688674e-17
2051,46,12,1.0364972768961422e-16
2051,45,12,1.214306433183765e-16
2051,44,12,1.0061396160665481e-16
2051,43,13,9.627715291671279e-17
2051,42,14,1.3183898417423734e-16
2051,41,14,1.491862189340054e-16
2051,40,14,1.457167719820518e-16
2051,39,14,2.3245294578089215e-16
2051,38,15,1.8041124150158794e-16
2051,37,15,2.480654570646834e-16
2051,36,15,2.0469737016526324e-16
2051,35,15,2.340792490396204e-16
2051,34,15,1.214306433183765e-16
2051,33,15,1.3704315460216776e-16
2051,32,15,1.5612511283791264e-16
2051,31,15,1.734723475976807e-16
2051,30,15,2.0122792321330962e-16
2051,29,15,2.3245294578089215e-16
2051,28,16,1.0234868508263162e-16
2051,27,16,1.6653345369377348e-16
2051,26,16,1.249000902703301e-16
2051,25,17,1.5265566588595902e-16
2051,24,17,1.249000902703301e-16
2051,23,17,2.0816681711721685e-16
2051,22,17,2.2724877535296173e-16
2051,21,17,2.636779683484747e-16
2051,20,17,6.38378239159465e-16
2051,19,17,3.122502256758253e-16
2051,18,17,2.8449465006019636e-16
2051,17,17,1.3877787807814457e-16
2051,16,17,1.942890293094024e-16
2051,15,17,1.491862189340054e-16
2051,14,17,1.8735013540549517e-16
2051,13,17,3.885780586188048e-16
2051,12,17,4.3021142204224816e-16
2051,11,17,3.3306690738754696e-16
2051,10,17,2.0122792321330962e-16
2051,9,17,2.7755575615628914e-16
2051,8,17,1.8735013540549517e-16
2051,7,18,2.498001805406602e-16
2051,6,19,2.498001805406602e-16
2051,5,19,4.718447854656915e-16
2051,4,19,2.3592239273284576e-16
2051,3,19,2.1076890233118206e-16
2051,2,19,3.3306690738754696e-16
2051,1,20,3.0531133177191805e-16
2072,59,10,2.0383000842727483e-17
2072,58,10,2.7755575615628914e-17
2072,57,10,4.683753385137379e-17
2072,56,11,3.8163916471489756e-17
2072,55,11,4.5102810375396984e-17
2072,54,11,4.423544863740858e-17
2072,53,11,4.336808689942018e-17
2072,52,12,4.336808689942018e-17
2072,51,12,7.112366251504909e-17
2072,50,12,5.898059818321144e-17
2072,49,12,1.470178145890344e-16
2072,48,12,9.71445146547012e-17
