model,period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
RISK_DAILY_30_10,evaluation,BASE,1.2667676236312833,30,429,176524.3,14541.059039999958,161983.24096000002
RISK_DAILY_30_10,evaluation,STRESS,1.1803841460117361,30,429,173318.2,26330.326639999996,146987.87336000043
RISK_DAILY_30_10,earlier_diagnostic,BASE,0.9459619520052649,16,445,102231.69999999995,7067.347280000029,95164.35271999997
RISK_DAILY_30_10,earlier_diagnostic,STRESS,0.9304411040904426,16,451,107666.09999999995,13544.206319999947,94121.89368000015
RISK_DAILY_30_12,evaluation,BASE,1.2427412723380862,30,429,180572.4,14784.606259999935,165787.79374
RISK_DAILY_30_12,evaluation,STRESS,1.1624702487351648,30,429,177851.9,26719.137039999983,151132.76296000025
RISK_DAILY_30_12,earlier_diagnostic,BASE,0.9724522721682457,16,445,112351.39999999997,7254.294740000032,105097.10525999992
RISK_DAILY_30_12,earlier_diagnostic,STRESS,0.9607997061049137,16,451,118582.19999999997,13890.934439999948,104691.26555999991
RISK_DAILY_30_15,evaluation,BASE,1.2211484304088416,30,429,186373.0,14896.107319999897,171476.89268
RISK_DAILY_30_15,evaluation,STRESS,1.13893452023496,30,429,182190.99999999997,26816.121079999964,155374.8789200004
RISK_DAILY_30_15,earlier_diagnostic,BASE,0.9310295445404723,16,445,118100.69999999995,7440.765440000025,110659.93455999985
RISK_DAILY_30_15,earlier_diagnostic,STRESS,0.9222860215019816,16,451,124647.39999999997,14240.347879999954,110407.05212000001
RISK_DAILY_120_10,evaluation,BASE,1.3094385860153532,30,429,160743.8,12537.969139999972,148205.8308600001
RISK_DAILY_120_10,evaluation,STRESS,1.2257259602511545,30,429,158177.1,22599.42411999998,135577.67587999994
RISK_DAILY_120_10,earlier_diagnostic,BASE,1.019583475611783,16,445,122809.59999999996,7046.36848000005,115763.23152000009
RISK_DAILY_120_10,earlier_diagnostic,STRESS,1.0136456797876803,16,451,129735.39999999998,13485.561079999952,116249.8389199999
RISK_DAILY_120_12,evaluation,BASE,1.2807652655187085,30,429,167515.3,13226.24669999997,154289.05330000003
RISK_DAILY_120_12,evaluation,STRESS,1.1974629975842765,30,429,164638.8,23844.67323999996,140794.12676
RISK_DAILY_120_12,earlier_diagnostic,BASE,0.996196409969919,16,445,126847.59999999995,7284.471820000052,119563.12817999983
RISK_DAILY_120_12,earlier_diagnostic,STRESS,0.9906222000965516,16,451,133870.19999999995,13929.486159999957,119940.71383999998
RISK_DAILY_120_15,evaluation,BASE,1.2100220016053913,32,420,168925.39999999997,13751.609519999958,155173.79047999997
RISK_DAILY_120_15,evaluation,STRESS,1.1290989405346505,32,420,166013.09999999998,24829.11151999995,141183.98848
RISK_DAILY_120_15,earlier_diagnostic,BASE,1.001653685935096,16,445,134604.99999999997,7334.034820000043,127270.96517999982
RISK_DAILY_120_15,earlier_diagnostic,STRESS,0.9868050835357048,16,451,140196.89999999997,14050.541599999957,126146.35840000014
RISK_EPISODE_30_10,evaluation,BASE,1.3346195604671014,30,429,159259.59999999995,10479.246179999885,148780.35382000008
RISK_EPISODE_30_10,evaluation,STRESS,1.2621688577541044,30,429,157047.99999999994,19075.104279999912,137972.89572000015
RISK_EPISODE_30_10,earlier_diagnostic,BASE,1.0853120031834786,16,445,103492.19999999998,5855.056840000025,97637.14315999998
RISK_EPISODE_30_10,earlier_diagnostic,STRESS,1.0755602039040597,16,451,108498.89999999997,11148.105559999956,97350.79443999991
RISK_EPISODE_30_12,evaluation,BASE,1.3101068270771394,30,429,158210.59999999992,10627.73329999988,147582.86670000042
RISK_EPISODE_30_12,evaluation,STRESS,1.2386920696690564,30,429,156137.5999999999,19326.005679999915,136811.59432000003
RISK_EPISODE_30_12,earlier_diagnostic,BASE,1.0658426753782648,16,445,101773.29999999999,5844.811300000023,95928.48869999981
RISK_EPISODE_30_12,earlier_diagnostic,STRESS,1.054654704503186,16,451,106627.89999999997,11129.588279999956,95498.31171999988
RISK_EPISODE_30_15,evaluation,BASE,1.3077848422653657,30,429,159658.29999999993,10588.198479999872,149070.10152000008
RISK_EPISODE_30_15,evaluation,STRESS,1.2359171619462237,30,429,157481.3999999999,19283.20095999992,138198.19904000004
RISK_EPISODE_30_15,earlier_diagnostic,BASE,1.0337587455664894,16,445,99033.19999999998,5830.02800000002,93203.1719999999
RISK_EPISODE_30_15,earlier_diagnostic,STRESS,1.0236697752606607,16,451,103926.39999999998,11097.272879999957,92829.12711999996
RISK_EPISODE_60_12,evaluation,BASE,1.193549403023185,30,429,150763.19999999998,10913.984079999937,139849.21592000034
RISK_EPISODE_60_12,evaluation,STRESS,1.1221169827411495,30,429,148635.09999999998,19795.524679999915,128839.57532000006
RISK_EPISODE_60_12,earlier_diagnostic,BASE,1.1537045797733132,16,445,122174.59999999996,6202.346500000003,115972.25350000005
RISK_EPISODE_60_12,earlier_diagnostic,STRESS,1.1511017447345808,16,451,128787.89999999995,11821.367519999945,116966.53248
RISK_EPISODE_60_15,evaluation,BASE,1.1421607753967633,30,430,148165.49999999997,11542.167239999946,136623.33276000002
RISK_EPISODE_60_15,evaluation,STRESS,1.0673971375089017,30,430,145905.99999999997,20964.05019999991,124941.94980000012
RISK_EPISODE_60_15,earlier_diagnostic,BASE,1.1364034122831366,16,445,121582.69999999995,6344.106320000007,115238.59368000017
RISK_EPISODE_60_15,earlier_diagnostic,STRESS,1.1332149218207423,16,451,128485.29999999997,12127.111079999948,116358.18891999993
RISK_EPISODE_120_10,evaluation,BASE,1.2764341979111187,30,429,146977.09999999998,11767.817399999965,135209.2826000001
RISK_EPISODE_120_10,evaluation,STRESS,1.1929960156162376,30,429,145000.30000000002,21204.784839999964,123795.51515999995
RISK_EPISODE_120_10,earlier_diagnostic,BASE,1.1791316976653068,16,445,138367.09999999998,6534.929240000041,131832.17075999972
RISK_EPISODE_120_10,earlier_diagnostic,STRESS,1.1763365521006726,16,451,145602.19999999998,12501.561519999948,133100.63848000002
RISK_EPISODE_120_12,evaluation,BASE,1.2301631884753244,30,429,151493.69999999998,12331.680939999966,139162.01906000025
RISK_EPISODE_120_12,evaluation,STRESS,1.1474669161230853,30,429,149193.09999999995,22233.65603999995,126959.44395999995
RISK_EPISODE_120_12,earlier_diagnostic,BASE,1.1656265312671599,16,445,140612.89999999997,6749.823300000044,133863.07670000003
RISK_EPISODE_120_12,earlier_diagnostic,STRESS,1.1623272080083464,16,451,147830.69999999995,12909.10995999995,134921.59003999992
RISK_EPISODE_120_15,evaluation,BASE,1.163608000159041,31,421,154214.09999999998,12822.266919999953,141391.83308
RISK_EPISODE_120_15,evaluation,STRESS,1.082885648400404,31,421,151697.3,23162.22475999994,128535.07524000033
RISK_EPISODE_120_15,earlier_diagnostic,BASE,1.150159111157954,16,445,144643.89999999997,6866.870320000041,137777.0296799997
RISK_EPISODE_120_15,earlier_diagnostic,STRESS,1.146814453932048,16,451,151989.59999999998,13136.22219999995,138853.37780000002
