model,period,cost,trading_days,net_profit,overnight_price_pnl,dividend_recognized,overnight_plus_dividend,intraday_price_pnl,commission_and_slippage,fresh_entries,fresh_entry_intraday_pnl,fresh_entry_intraday_positive_count
ACCOUNT_VOLATILITY_EXPOSURE,evaluation,BASE,1604,168607.27642,-29259.100000000628,13087.699999999999,-16171.400000000627,198915.60000000065,14136.923579999928,30,8702.100000000102,18
ACCOUNT_VOLATILITY_EXPOSURE,evaluation,STRESS,1604,153940.81988000008,-28922.800000000607,12818.699999999999,-16104.100000000606,195637.60000000062,25592.68012,30,8557.800000000101,18
ACCOUNT_VOLATILITY_EXPOSURE,earlier_diagnostic,BASE,1219,121545.21459999983,-6558.300000000292,1218.0000000000002,-5340.300000000294,134119.30000000025,7233.785400000028,16,12395.900000000001,7
ACCOUNT_VOLATILITY_EXPOSURE,earlier_diagnostic,STRESS,1219,120828.90192000009,-3605.70000000031,1218.0000000000002,-2387.700000000312,137094.30000000028,13877.69807999994,16,12463.300000000003,7
EPISODE_ACCOUNT_RISK_BUDGET,evaluation,BASE,1604,144674.88456000003,-19444.200000000576,8456.4,-10987.800000000574,166028.00000000055,10365.315439999935,30,8387.500000000095,18
EPISODE_ACCOUNT_RISK_BUDGET,evaluation,STRESS,1604,134076.76528000017,-19318.800000000556,8415.7,-10903.10000000056,163782.60000000053,18802.734719999924,30,8278.60000000009,18
EPISODE_ACCOUNT_RISK_BUDGET,earlier_diagnostic,BASE,1219,115623.45214000018,1071.6999999997806,1218.0000000000002,2289.699999999779,119333.30000000018,5999.547859999997,16,11960.0,7
EPISODE_ACCOUNT_RISK_BUDGET,earlier_diagnostic,STRESS,1219,115639.62599999993,3264.3999999997595,1218.0000000000002,4482.399999999758,122684.80000000019,11527.573999999939,16,12046.500000000002,7
