model,period,cost,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
ABLATE_100_NO_EPISODE,evaluation,BASE,1,2020-01-02,2019-12-31,170726.33844000002,-1283.3999999999942,67.97052000000001,248.4000000000094,0.0,14,1,1,2020-01-22,2020-01-21,False,-1599.7705200000037,-0.00937037913785181
ABLATE_100_NO_EPISODE,evaluation,BASE,2,2020-02-05,2020-02-04,125720.33903999999,9579.60000000002,52.16080000000001,166.0000000000112,0.0,19,1,2,2020-03-03,2020-03-02,False,9361.43920000001,0.0744624081631017
ABLATE_100_NO_EPISODE,evaluation,BASE,3,2020-03-23,2020-03-20,5672.200000000001,352.0,10.0,6.400000000000006,0.0,10,1,1,2020-04-07,2020-04-03,False,335.6,0.059165755791403686
ABLATE_100_NO_EPISODE,evaluation,BASE,4,2020-07-01,2020-06-30,207899.37156,25202.599999999977,88.1246,295.2000000000112,0.0,5,2,1,2020-07-08,2020-07-07,False,24819.275399999966,0.11938119492024099
ABLATE_100_NO_EPISODE,evaluation,BASE,5,2020-08-19,2020-08-18,77448.4866,-2321.4000000000087,30.48984,95.40000000000362,0.0,31,1,1,2020-10-09,2020-09-30,False,-2447.2898400000126,-0.03159893688613423
ABLATE_100_NO_EPISODE,evaluation,BASE,6,2020-12-15,2020-12-14,230092.00920000003,24516.000000000015,96.86640000000001,276.00000000001046,1814.3999999999999,25,1,2,2021-01-20,2021-01-19,False,25957.533600000006,0.11281371174188522
ABLATE_100_NO_EPISODE,evaluation,BASE,7,2021-02-03,2021-02-02,44510.30028,2033.0999999999985,18.19746,48.60000000000184,0.0,7,1,1,2021-02-19,2021-02-18,False,1966.3025399999965,0.04417634856719947
ABLATE_100_NO_EPISODE,evaluation,BASE,8,2021-03-11,2021-03-10,7545.5,-177.0000000000009,10.0,8.999999999999009,0.0,10,1,1,2021-03-25,2021-03-24,False,-195.99999999999991,-0.025975747134053397
ABLATE_100_NO_EPISODE,evaluation,BASE,9,2021-06-08,2021-06-07,257797.1852,-2583.0999999999767,108.83046,292.8000000000111,0.0,31,2,2,2021-07-22,2021-07-21,False,-2984.730459999988,-0.0115778240855672
ABLATE_100_NO_EPISODE,evaluation,BASE,10,2021-07-29,2021-07-28,254954.9808,8372.0,103.5736,311.99999999996567,0.0,10,1,1,2021-08-12,2021-08-11,False,7956.426400000035,0.03120718165628414
ABLATE_100_NO_EPISODE,evaluation,BASE,11,2021-10-29,2021-10-28,371334.65207999997,6574.199999999953,149.72996,445.1999999999703,0.0,32,3,2,2021-12-14,2021-12-13,False,5979.270039999983,0.016102106298207297
ABLATE_100_NO_EPISODE,evaluation,BASE,12,2022-01-10,2022-01-07,7830.6,-204.80000000000018,10.0,9.600000000000364,120.0,10,1,1,2022-01-24,2022-01-21,False,-104.40000000000055,-0.013332311700252923
ABLATE_100_NO_EPISODE,evaluation,BASE,13,2022-01-27,2022-01-26,7518.599999999999,-140.79999999999836,10.0,9.600000000000364,0.0,10,1,1,2022-02-17,2022-02-16,False,-160.39999999999873,-0.021333758944484176
ABLATE_100_NO_EPISODE,evaluation,BASE,14,2022-03-11,2022-03-10,7620.8,-347.39999999999964,10.0,10.80000000000041,0.0,3,1,1,2022-03-16,2022-03-15,False,-368.20000000000005,-0.04831513751837078
ABLATE_100_NO_EPISODE,evaluation,BASE,15,2022-04-25,2022-04-22,7504.3,19.0,10.0,7.600000000000007,0.0,10,1,1,2022-05-12,2022-05-11,False,1.3999999999999932,0.0001865597057686917
ABLATE_100_NO_EPISODE,evaluation,BASE,16,2022-05-13,2022-05-12,515230.0254,5638.0,207.03076,738.1999999999762,0.0,20,3,2,2022-06-13,2022-06-10,False,4692.769240000024,0.009108105134899276
ABLATE_100_NO_EPISODE,evaluation,BASE,17,2022-08-05,2022-08-04,272621.03219999996,-5401.6999999999825,111.28756,384.6000000000146,0.0,21,2,2,2022-09-05,2022-09-02,False,-5897.587559999997,-0.021632914791671006
ABLATE_100_NO_EPISODE,evaluation,BASE,18,2022-09-21,2022-09-20,7570.8,-366.6999999999998,10.0,7.600000000000007,0.0,10,1,1,2022-10-12,2022-10-11,False,-384.29999999999984,-0.05076081787922014
ABLATE_100_NO_EPISODE,evaluation,BASE,19,2022-10-27,2022-10-26,7861.1,149.10000000000036,10.0,8.400000000000007,0.0,7,1,1,2022-11-07,2022-11-04,False,130.70000000000036,0.016626171909783664
ABLATE_100_NO_EPISODE,evaluation,BASE,20,2023-01-17,2023-01-16,196974.387,-1044.999999999971,78.50800000000001,285.0000000000108,0.0,2,1,1,2023-01-19,2023-01-18,False,-1408.5079999999816,-0.007150716504070053
ABLATE_100_NO_EPISODE,evaluation,BASE,21,2023-04-03,2023-03-31,265524.5943,1899.5,106.48990000000002,392.9999999999567,0.0,7,1,1,2023-04-13,2023-04-12,False,1400.0101000000432,0.005272619298000913
ABLATE_100_NO_EPISODE,evaluation,BASE,22,2023-05-29,2023-05-26,7725.0,-36.0,10.0,7.999999999999119,0.0,10,1,1,2023-06-12,2023-06-09,False,-53.99999999999912,-0.006990291262135808
ABLATE_100_NO_EPISODE,evaluation,BASE,23,2023-08-23,2023-08-22,7629.000000000001,200.0,10.0,8.000000000000895,0.0,9,1,1,2023-09-05,2023-09-04,False,181.9999999999991,0.023856337658932896
ABLATE_100_NO_EPISODE,evaluation,BASE,24,2023-10-18,2023-10-17,7777.1,-39.899999999999636,10.0,8.40000000000094,0.0,10,1,1,2023-11-01,2023-10-31,False,-58.30000000000058,-0.007496367540600041
