model,period,cost,origin,source_target,normal_requested_quantity,own_shares,observed_daily_return,return_threshold
ABLATE_100_NO_EPISODE,evaluation,BASE,2024-07-16,0.7392522592488039,20300,37900,0.007090187180941676,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2024-07-17,0.6960419666622539,16900,37900,0.0014080540692762433,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-04-09,0.9990555220748456,27300,62800,0.00965147453083115,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-09,0.4220015929426517,22200,14700,0.002257902659307476,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-11,0.513058558493533,30000,14700,0.008056394763343189,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-12,0.513060916877056,30000,14700,0.0004995004995007601,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-16,0.4693328078398783,26300,14700,0.002512562814070307,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-26,0.9992786344758228,32900,55400,-0.0037490627343164107,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-27,0.9885260448395355,32100,55400,-0.005770195684897228,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-06-30,0.988580167281583,32000,55400,0.004794347716376546,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-01,0.9885971526587612,31900,55400,0.0015067805123052391,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-02,0.9886084482009829,31900,55400,0.0010030090270811698,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-03,0.9886729657457292,31700,55400,0.005761523046092121,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-04,0.9887201848787974,31600,55400,0.004234122042341415,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-07,0.9886701758351983,31700,55400,-0.004464285714285698,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-08,0.9887642681913176,31400,55400,0.008470353761833582,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-09,0.9887560288359493,31500,55400,-0.0007411067193676679,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-10,0.9888107307265643,31300,55400,0.004944375772558907,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-11,0.9888487064365936,31200,55400,0.0034440344403441348,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-14,0.9888460024365967,31200,55400,-0.00024515812699177353,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-15,0.9888460024365967,31200,55400,0.0,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-16,0.9888216072968787,31300,55400,-0.002206964198136374,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-17,0.9889105385984517,31000,55400,0.00811010076185803,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-18,0.9889901661507321,30800,55400,0.00731350560702082,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-07-21,0.9890556541128872,30600,55400,0.006050338818973877,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-19,0.9994090283653964,18700,62500,0.00428449014567267,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-22,0.9990897337412387,18500,62500,0.008959044368600733,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-23,0.9990916523783511,18500,62500,0.0021141649048626032,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-24,0.9990948955654965,18400,62500,0.0035864978902953037,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-25,0.9990966031887806,18400,62500,0.001891948707168467,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-26,0.9990999991777979,18300,62500,0.003776751993285643,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-29,0.9990960346974036,18400,62500,-0.004389632107023367,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-30,0.999097926892051,18400,62500,0.002099517111064486,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2025-12-31,0.9990941345479094,18400,62500,-0.004190236748376153,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-15,0.8318302726931883,17000,50300,0.0018495684340320562,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-16,0.8325904937873359,17100,50300,-0.0032820512820512793,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-19,0.9611726208633204,29500,50300,0.0004116073266104969,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-20,0.9610908695820376,29600,50300,-0.0029548332629801832,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-21,0.9611383076640266,29600,50300,0.0012701100762066986,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-22,0.961114603091001,29600,50300,-0.0006342494714588476,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-23,0.8148207396917062,17600,50300,-0.004865665326845847,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-26,0.8149744096942241,17500,50300,0.001700680272108901,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-27,0.8149103845281607,17500,50300,-0.0004244482173174635,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-28,0.8153894960184127,17500,50300,0.0031847133757960666,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-01-29,0.816749303305403,17400,50300,0.009100529100529053,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-07-22,0.8245434889745386,65200,2400,-0.0045957802381449975,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-07-23,0.8269008642342389,65100,2400,0.004616998950682127,0.01
ABLATE_100_NO_EPISODE,evaluation,BASE,2026-07-24,0.8243249186343522,66100,2400,-0.017965322749112222,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2020-09-28,0.6631832718191177,16800,15800,0.002155636990730736,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2020-09-29,0.6257396253424171,14900,15800,0.0023661002366099915,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-06-08,0.9991774381100094,45900,2900,-0.00794100964265454,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-06-09,0.9981246754941577,45800,2900,0.0015246807699638154,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-06-10,0.9981367079904572,45500,2900,0.006470028544243611,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-06-11,0.5625640631317579,24600,2900,-0.009264511249763574,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-06-30,0.2974159400408114,13600,700,0.005933014354067012,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-10,0.5948718447162964,19900,11700,-0.0050844010575553655,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-24,0.9985943035606416,21000,31200,0.002206177296430134,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-25,0.9992342056296206,21100,31200,-0.0038022813688213253,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-26,0.999227694616999,21300,31200,-0.008437123342707853,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-29,0.9992265986687862,21300,31200,-0.0014181523500810256,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-11-30,0.9992237661813252,21400,31200,-0.0036518563603166188,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-12-01,0.9992258139423545,21300,31200,0.0026471187130931995,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-12-02,0.999227381806008,21300,31200,0.002030869212022779,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-12-03,0.9992343593159322,21100,31200,0.00912038913660318,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-12-06,0.9992335902668928,21100,31200,-0.0010042177144005127,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2021-12-07,0.9992378771539234,21000,31200,0.005629272215520675,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2022-05-13,0.9985337637733483,51800,14800,0.007846114907618329,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2022-05-16,0.9986042472565866,52200,14800,-0.007785032646911105,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2022-06-07,0.9993442670935996,58400,6200,0.001436781609195359,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2022-08-09,0.9998546750990094,62100,1900,0.0016650808753568835,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2022-08-10,0.9993137980434007,62800,1900,-0.010686297791498434,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-02-19,0.9990729276647361,52600,24800,0.00803093396787613,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-02-20,0.9989477276267714,52400,24800,0.0035408675125405686,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-17,0.652538908861422,47700,2200,-0.002813731007315634,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-18,0.6339897088405423,46200,2200,0.003103837471783333,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-19,0.6333487009490277,46300,2200,-0.002812939521800395,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-20,0.631836017730971,46400,2200,-0.006488011283497963,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-21,0.6314393496288866,46500,2200,-0.0017035775127767216,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-24,0.6236113736906651,46100,2200,-0.004835039817974951,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-25,0.481054971289736,35300,2200,-0.0060017147756501465,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-26,0.482816538406435,35200,2200,0.006037952846463357,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-27,0.48145804226912076,35300,2200,-0.005430122892254974,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-06-28,0.48195937095035857,35300,2200,0.0020114942528735025,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-01,0.47682636342974677,34700,2200,0.0040149125322626045,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-02,0.4764794192901149,34700,2200,-0.00142816338189089,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-03,0.4760511632856562,34800,2200,-0.0017162471395880674,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-04,0.47497744986782287,34800,2200,-0.004297994269340966,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-05,0.47375523928679597,34900,2200,-0.004892086330935186,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-08,0.4720200404425452,35000,2200,-0.006940427993059606,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-16,0.7373115437920476,19800,37100,0.007090187180941676,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2024-07-17,0.6942977609884649,16500,37100,0.0014080540692762433,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-04-09,0.9987866060744164,26300,60700,0.00965147453083115,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-09,0.43635023805128537,22100,14700,0.002257902659307476,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-11,0.5303827823000988,29900,14700,0.008056394763343189,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-12,0.5304908205506923,29900,14700,0.0004995004995007601,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-16,0.48435330033657903,26200,14700,0.002512562814070307,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-26,0.9993389497112605,29900,55300,-0.0037490627343164107,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-27,0.9885084836296192,29100,55300,-0.005770195684897228,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-06-30,0.9885626878512642,29000,55300,0.004794347716376546,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-01,0.9885796988955937,29000,55300,0.0015067805123052391,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-02,0.9885910115074191,28900,55300,0.0010030090270811698,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-03,0.9886556265581744,28800,55300,0.005761523046092121,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-04,0.9887029170629974,28600,55300,0.004234122042341415,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-07,0.9886528324309298,28800,55300,-0.004464285714285698,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-08,0.9887470670143494,28500,55300,0.008470353761833582,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-09,0.9887388152034006,28600,55300,-0.0007411067193676679,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-10,0.9887935997921786,28400,55300,0.004944375772558907,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-11,0.9888316329197877,28300,55300,0.0034440344403441348,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-14,0.9888289248313005,28300,55300,-0.00024515812699177353,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-15,0.9888289248313005,28300,55300,0.0,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-16,0.988804492806879,28400,55300,-0.002206964198136374,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-17,0.9888935585796537,28200,55300,0.00811010076185803,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-18,0.988973306558044,28000,55300,0.00731350560702082,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-07-21,0.9890388935782812,27800,55300,0.006050338818973877,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-19,0.9999161164395803,18100,60200,0.00428449014567267,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-22,0.9996951720972184,17900,60200,0.008959044368600733,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-23,0.9996958149043242,17900,60200,0.0021141649048626032,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-24,0.9996969014767814,17800,60200,0.0035864978902953037,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-25,0.9996974735842943,17800,60200,0.001891948707168467,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-26,0.9996986113444668,17700,60200,0.003776751993285643,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-29,0.9996972831219123,17800,60200,-0.004389632107023367,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-30,0.9996979170658394,17800,60200,0.002099517111064486,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2025-12-31,0.9996966465116304,17800,60200,-0.004190236748376153,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-15,0.8329760147206735,16300,48600,0.0018495684340320562,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-16,0.8338405884886267,16400,48600,-0.0032820512820512793,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-19,0.9617871518676353,28400,48600,0.0004116073266104969,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-20,0.9617964125820894,28400,48600,-0.0029548332629801832,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-21,0.961843024655967,28400,48600,0.0012701100762066986,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-22,0.9618197328455174,28400,48600,-0.0006342494714588476,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-23,0.8151037730808002,16800,48600,-0.004865665326845847,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-26,0.8153313909213045,16800,48600,0.001700680272108901,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-27,0.8152674612787986,16800,48600,-0.0004244482173174635,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-28,0.8157458574794441,16700,48600,0.0031847133757960666,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-01-29,0.8171036287302545,16600,48600,0.009100529100529053,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-07-22,0.8218124960804554,62400,2300,-0.0045957802381449975,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-07-23,0.8245643636982262,62300,2300,0.004616998950682127,0.01
ABLATE_100_NO_EPISODE,evaluation,STRESS,2026-07-24,0.8219616986068413,63300,2300,-0.017965322749112222,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2015-02-16,0.7107531213166243,15600,24400,0.008388776395718889,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2015-02-17,0.7135650117384137,15500,24400,0.00889271371199074,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2015-02-25,0.974098183867993,30600,24400,-0.01535399488200162,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2015-09-29,0.9986917099513444,52900,18800,-0.0193133047210301,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2015-09-30,0.9994735771780819,52600,18800,0.0068771491090966475,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-09,0.9988795088481992,16700,65700,-0.020460358056266004,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-10,0.9988784119224293,16700,65700,-0.000979112271540461,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-11,0.9988827867895009,16600,65700,0.003920287487749086,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-12,0.9988867672095654,16600,65700,0.0035795639440285854,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-13,0.9988827867895009,16600,65700,-0.003566796368352776,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-16,0.9988871276599618,16600,65700,0.003904978848031204,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-17,0.9988853230700109,16600,65700,-0.0016207455429497752,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-18,0.9988780458030809,16700,65700,-0.006493506493506551,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-19,0.9988758440576306,16700,65700,-0.0019607843137255943,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-20,0.9988831498217025,16600,65700,0.0065487884741322056,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-23,0.9988849614494922,16600,65700,0.0016265452179571316,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-24,0.9988780458030809,16700,65700,-0.006170834686586635,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-25,0.9988773128468429,16700,65700,-0.0006535947712419388,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-26,0.9988773128468429,16700,65700,0.0,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-27,0.9988780458030809,16700,65700,0.0006540222367561466,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2016-05-30,0.9988787778029095,16700,65700,0.0006535947712418277,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2018-02-23,0.8804641235829216,16100,51900,0.005437469105288972,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2018-10-09,0.9990802284611512,59900,33300,0.0020951810835079243,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2018-10-10,0.9991174052522808,60000,33300,-0.0005973715651134137,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2018-10-11,0.7461418244911929,38800,33300,-0.05140466228332341,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,BASE,2019-02-28,0.999499435753029,38100,46200,-0.0019073569482289665,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2015-02-16,0.7096718227755776,15600,24300,0.008388776395718889,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2015-02-17,0.7126393045725361,15600,24300,0.00889271371199074,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2015-02-25,0.9752833438487087,30800,24300,-0.01535399488200162,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2015-09-29,0.9986881755052428,52800,18700,-0.0193133047210301,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2015-09-30,0.9987796491105558,52400,18700,0.0068771491090966475,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-09,0.999155346422073,16500,65500,-0.020460358056266004,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-10,0.999154519331113,16600,65500,-0.000979112271540461,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-11,0.9991578180141486,16500,65500,0.003920287487749086,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-12,0.9991608192756912,16400,65500,0.0035795639440285854,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-13,0.9991578180141486,16500,65500,-0.003566796368352776,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-16,0.9991610910572808,16400,65500,0.003904978848031204,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-17,0.9991597303860646,16500,65500,-0.0016207455429497752,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-18,0.9991542432740561,16600,65500,-0.006493506493506551,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-19,0.9991525831386087,16600,65500,-0.0019607843137255943,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-20,0.999158091742907,16500,65500,0.0065487884741322056,0.01
ABLATE_100_NO_EPISODE,earlier_diagnostic,STRESS,2016-05-23,0.9991594577219827,16500,65500,0.0016265452179571316,0.01
