period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,ABLATE_100_NO_EPISODE,614,57,56,0,0,0.1796001471960612
evaluation,BASE,ABLATE_100_NO_REBOUND,456,38,37,0,0,0.18289904390122189
evaluation,BASE,ABLATE_100_CORE_ONLY,456,39,38,0,0,0.18577613265875415
evaluation,BASE,ABLATE_105_NO_EPISODE,614,56,55,0,0,0.18491857404608264
evaluation,BASE,ABLATE_105_NO_REBOUND,456,38,37,0,0,0.1885052533743188
evaluation,BASE,ABLATE_105_CORE_ONLY,456,38,36,0,0,0.19149582066406898
evaluation,STRESS,ABLATE_100_NO_EPISODE,614,57,56,0,0,0.1799342327557627
evaluation,STRESS,ABLATE_100_NO_REBOUND,456,38,37,0,0,0.18327260591810168
evaluation,STRESS,ABLATE_100_CORE_ONLY,456,39,39,0,0,0.18593687436906475
evaluation,STRESS,ABLATE_105_NO_EPISODE,614,56,55,0,0,0.18534447930056858
evaluation,STRESS,ABLATE_105_NO_REBOUND,456,38,37,0,0,0.1889683001268525
evaluation,STRESS,ABLATE_105_CORE_ONLY,456,38,36,0,0,0.19190242482638856
earlier_diagnostic,BASE,ABLATE_100_NO_EPISODE,523,30,31,0,0,0.2777432118947637
earlier_diagnostic,BASE,ABLATE_100_NO_REBOUND,460,21,23,0,0,0.26839163692921836
earlier_diagnostic,BASE,ABLATE_100_CORE_ONLY,460,22,23,0,0,0.2758511567746693
earlier_diagnostic,BASE,ABLATE_105_NO_EPISODE,523,30,31,0,0,0.2854616252760656
earlier_diagnostic,BASE,ABLATE_105_NO_REBOUND,460,21,24,0,0,0.27327698464248223
earlier_diagnostic,BASE,ABLATE_105_CORE_ONLY,460,22,23,0,0,0.2834852183462375
earlier_diagnostic,STRESS,ABLATE_100_NO_EPISODE,529,31,31,0,0,0.28169305002829814
earlier_diagnostic,STRESS,ABLATE_100_NO_REBOUND,466,22,23,0,0,0.2714122025491746
earlier_diagnostic,STRESS,ABLATE_100_CORE_ONLY,466,23,23,0,0,0.2797021392165866
earlier_diagnostic,STRESS,ABLATE_105_NO_EPISODE,529,30,31,0,0,0.2867541538528124
earlier_diagnostic,STRESS,ABLATE_105_NO_REBOUND,466,21,24,0,0,0.27454814315219506
earlier_diagnostic,STRESS,ABLATE_105_CORE_ONLY,466,22,23,0,0,0.2846635064156643
