拟合收盘,成熟周期,原状态行,原残差加权中位数,原残差加权中位绝对偏差,原残差稳健尺度,拟采用胡伯边界,原残差超过该边界行数,原残差超过该边界的基础权重比例
2019-03-01,15,678,0.0,0.004268827809986997,0.006328973581505132,0.008512469467124403,180,0.2574167960100164
2019-04-01,15,678,0.0,0.004268827809986997,0.006328973581505132,0.008512469467124403,180,0.2574167960100164
2019-05-06,15,678,0.0,0.004268827809986997,0.006328973581505132,0.008512469467124403,180,0.2574167960100164
2019-06-03,16,721,2.7755575615628914e-17,0.004240325810227409,0.006286716453429721,0.008455633629862975,192,0.26223175211990746
2019-07-01,16,721,2.7755575615628914e-17,0.004240325810227409,0.006286716453429721,0.008455633629862975,192,0.26223175211990746
2019-08-01,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2019-09-02,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2019-10-08,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2019-11-01,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2019-12-02,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2020-01-02,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2020-02-03,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2020-03-02,17,759,0.0,0.004278498904986945,0.006343311968407433,0.008531754597507997,176,0.235597204669187
2020-04-01,18,787,2.7755575615628914e-17,0.004061404689621385,0.006021447603081722,0.008098847026144915,186,0.24625291475845382
2020-05-06,18,787,2.7755575615628914e-17,0.004061404689621385,0.006021447603081722,0.008098847026144915,186,0.24625291475845382
2020-06-01,19,829,0.0,0.0038260979735061304,0.005672581343739977,0.007629621907330269,196,0.2488121981397187
2020-07-01,19,829,0.0,0.0038260979735061304,0.005672581343739977,0.007629621907330269,196,0.2488121981397187
2020-08-03,19,829,0.0,0.0038260979735061304,0.005672581343739977,0.007629621907330269,196,0.2488121981397187
2020-09-01,19,829,0.0,0.0038260979735061304,0.005672581343739977,0.007629621907330269,196,0.2488121981397187
2020-10-09,20,888,2.7755575615628914e-17,0.0038608535367905955,0.005724110018970937,0.00769892797551591,210,0.25233325844400883
2020-11-02,20,888,2.7755575615628914e-17,0.0038608535367905955,0.005724110018970937,0.00769892797551591,210,0.25233325844400883
2020-12-01,20,888,2.7755575615628914e-17,0.0038608535367905955,0.005724110018970937,0.00769892797551591,210,0.25233325844400883
2021-01-04,20,888,2.7755575615628914e-17,0.0038608535367905955,0.005724110018970937,0.00769892797551591,210,0.25233325844400883
2021-02-01,20,888,2.7755575615628914e-17,0.0038608535367905955,0.005724110018970937,0.00769892797551591,210,0.25233325844400883
2021-03-01,20,862,0.0,0.0038290114799910333,0.005676900914918124,0.007635431730564877,213,0.25950408902585637
2021-04-01,20,862,0.0,0.0038290114799910333,0.005676900914918124,0.007635431730564877,213,0.25950408902585637
2021-05-06,20,862,0.0,0.0038290114799910333,0.005676900914918124,0.007635431730564877,213,0.25950408902585637
2021-06-01,20,862,0.0,0.0038290114799910333,0.005676900914918124,0.007635431730564877,213,0.25950408902585637
2021-07-01,20,862,0.0,0.0038290114799910333,0.005676900914918124,0.007635431730564877,213,0.25950408902585637
2021-08-02,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2021-09-01,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2021-10-08,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2021-11-01,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2021-12-01,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2022-01-04,20,844,-2.7755575615628914e-17,0.00334874947171997,0.00496486339599149,0.006677741267608554,188,0.25027636880247683
2022-02-07,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-03-01,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-04-01,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-05-05,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-06-01,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-07-01,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-08-01,20,892,2.7755575615628914e-17,0.0030118615529241832,0.004465392620197121,0.0060059530741651285,204,0.23803782631166795
2022-09-01,20,890,0.0,0.0035428501443996105,0.005252637483919755,0.0070647974158720706,191,0.22634019952479023
2022-10-10,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2022-11-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2022-12-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-01-03,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-02-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-03-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-04-03,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-05-04,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-06-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-07-03,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-08-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-09-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-10-09,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-11-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2023-12-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-01-02,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-02-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-03-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-04-01,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-05-06,20,885,0.0,0.0037408468438561715,0.005546187829790839,0.007459622631068678,180,0.21965522481411165
2024-06-03,20,885,0.0,0.003366388293499164,0.004991014752293148,0.006712914841834284,173,0.21685877394116657
2024-07-01,20,885,0.0,0.003366388293499164,0.004991014752293148,0.006712914841834284,173,0.21685877394116657
2024-08-01,20,915,0.00010874960738055123,0.0035467433632879576,0.005258409578880746,0.007072560883594603,163,0.20562883424515865
2024-09-02,20,915,0.00010874960738055123,0.0035467433632879576,0.005258409578880746,0.007072560883594603,163,0.20562883424515865
2024-10-08,20,896,6.48007663300032e-05,0.0036101131517004004,0.005352361767767265,0.007198926577646971,152,0.19635911831905153
2024-11-01,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2024-12-02,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-01-02,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-02-05,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-03-03,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-04-01,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-05-06,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-06-03,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-07-01,20,842,0.0005457034162372337,0.0043453433880599746,0.006442415747306367,0.008665049180127064,123,0.19116843428100777
2025-08-01,20,842,0.0003540420994024851,0.0043709027952791475,0.006480310181153201,0.008716017193651057,124,0.1929361362684241
2025-09-01,20,842,0.0003540420994024851,0.0043709027952791475,0.006480310181153201,0.008716017193651057,124,0.1929361362684241
2025-10-09,20,842,0.0003540420994024851,0.0043709027952791475,0.006480310181153201,0.008716017193651057,124,0.1929361362684241
2025-11-03,20,842,0.00032489616281050626,0.004643504711250773,0.006884470386541611,0.009259612669898467,120,0.18468351509370778
2025-12-01,20,842,0.00032489616281050626,0.004643504711250773,0.006884470386541611,0.009259612669898467,120,0.18468351509370778
2026-01-05,20,842,0.00032489616281050626,0.004643504711250773,0.006884470386541611,0.009259612669898467,120,0.18468351509370778
2026-02-02,20,842,0.0003434224267962402,0.0044797876636304,0.0066417431285324575,0.008933144507876155,136,0.2040228506981953
2026-03-02,20,795,0.00020737548880512408,0.004397410399644223,0.006519610414192131,0.008768876007088415,151,0.22302937247168703
2026-04-01,20,795,0.00020737548880512408,0.004397410399644223,0.006519610414192131,0.008768876007088415,151,0.22302937247168703
2026-05-06,20,795,0.00020737548880512408,0.004397410399644223,0.006519610414192131,0.008768876007088415,151,0.22302937247168703
2026-06-01,20,795,0.00020737548880512408,0.004397410399644223,0.006519610414192131,0.008768876007088415,151,0.22302937247168703
2026-07-01,20,795,0.00020737548880512408,0.004397410399644223,0.006519610414192131,0.008768876007088415,151,0.22302937247168703
2026-08-03,20,790,0.00016642908997984568,0.004438297138212387,0.006580229183500748,0.008850408251808507,145,0.21523563118653177
