period,cost,model,cycle,entry_date,entry_origin,buy_debit,gross_price_profit,commission,slippage,dividend_recognized,held_closes,buy_trades,sell_trades,exit_date,exit_origin,terminal_exit,net_profit,cycle_net_return
evaluation,BASE,JOINT_STATE_POLICY,1,2020-01-02,2019-12-31,199593.11064,-10212.400000000023,77.7304,241.99999999999483,0.0,22,1,1,2020-02-11,2020-02-10,False,-10532.130400000018,-0.05276800570033953
evaluation,BASE,JOINT_STATE_POLICY,2,2020-02-12,2020-02-11,189205.8336,3408.0,76.30080000000001,240.0000000000162,0.0,12,1,1,2020-02-28,2020-02-27,False,3091.6991999999836,0.016340401039304866
evaluation,BASE,JOINT_STATE_POLICY,3,2020-03-05,2020-03-04,192368.66603999998,-7361.6999999999825,75.41344000000001,231.49999999999505,0.0,3,1,1,2020-03-10,2020-03-09,False,-7668.613439999978,-0.03986415042460924
evaluation,BASE,JOINT_STATE_POLICY,4,2020-03-11,2020-03-10,184498.09224,-4746.0,72.79008,225.99999999999517,0.0,1,1,1,2020-03-12,2020-03-11,False,-5044.790079999995,-0.02734331839831492
evaluation,BASE,JOINT_STATE_POLICY,5,2020-03-13,2020-03-12,174527.3985,-6825.0,68.3956,181.99999999997996,0.0,9,1,1,2020-03-26,2020-03-25,False,-7075.39559999998,-0.040540314362160046
evaluation,BASE,JOINT_STATE_POLICY,6,2020-05-11,2020-05-08,172734.13992000002,-1351.6000000000058,68.77464,174.40000000000015,0.0,4,1,1,2020-05-15,2020-05-14,False,-1594.774640000006,-0.009232538748498756
evaluation,BASE,JOINT_STATE_POLICY,7,2020-05-18,2020-05-15,170985.59028,-131.39999999999418,68.31924000000001,175.2000000000196,0.0,10,1,1,2020-06-01,2020-05-29,False,-374.9192400000138,-0.0021926949480717012
evaluation,BASE,JOINT_STATE_POLICY,8,2020-06-02,2020-06-01,170744.142,48590.0,77.959,215.0000000000145,3095.9999999999995,377,1,1,2021-12-17,2021-12-16,False,51393.04099999998,0.3009944610574106
evaluation,BASE,JOINT_STATE_POLICY,9,2021-12-21,2021-12-20,221577.50664,3263.0999999999767,89.21226,268.20000000001016,0.0,3,1,1,2021-12-24,2021-12-23,False,2905.6877399999667,0.01311364038733804
evaluation,BASE,JOINT_STATE_POLICY,10,2021-12-27,2021-12-24,225045.0,-18359.99999999997,86.274,270.00000000001023,3375.0,41,1,1,2022-03-02,2022-03-01,False,-15341.273999999981,-0.06816980603879216
evaluation,BASE,JOINT_STATE_POLICY,11,2022-03-03,2022-03-02,209482.68816,-3876.0,82.9464,273.60000000001037,0.0,1,1,1,2022-03-04,2022-03-03,False,-4232.54640000001,-0.020204755042895237
evaluation,BASE,JOINT_STATE_POLICY,12,2022-03-07,2022-03-04,203507.89343999999,-10351.199999999983,79.26192,273.60000000001037,0.0,11,1,1,2022-03-22,2022-03-21,False,-10704.061919999993,-0.05259777269109151
evaluation,BASE,JOINT_STATE_POLICY,13,2022-03-28,2022-03-25,192822.75684000002,5079.399999999994,78.07364000000001,279.6000000000106,0.0,5,1,1,2022-04-06,2022-04-01,False,4721.726359999984,0.024487391620056375
evaluation,BASE,JOINT_STATE_POLICY,14,2022-04-11,2022-04-08,197815.5552,-2115.0,78.631,282.0000000000107,0.0,6,1,1,2022-04-19,2022-04-18,False,-2475.6310000000103,-0.012514844939757347
evaluation,BASE,JOINT_STATE_POLICY,15,2022-04-20,2022-04-19,196865.3652,-7235.1999999999825,77.23576,237.99999999999494,0.0,8,1,1,2022-05-05,2022-04-29,False,-7550.435759999977,-0.03835329669253562
evaluation,BASE,JOINT_STATE_POLICY,16,2022-05-10,2022-05-09,187569.0063,3716.399999999965,75.71676,195.59999999997845,0.0,1,1,1,2022-05-11,2022-05-10,False,3445.0832399999867,0.018367017600391194
evaluation,BASE,JOINT_STATE_POLICY,17,2022-05-12,2022-05-11,191952.8829,2182.5,77.1635,194.00000000000017,0.0,2,1,1,2022-05-16,2022-05-13,False,1911.3364999999997,0.00995732114633429
evaluation,BASE,JOINT_STATE_POLICY,18,2022-05-25,2022-05-24,194573.10684000002,6333.900000000023,79.03136,245.50000000001657,0.0,5,1,1,2022-06-01,2022-05-31,False,6009.368640000007,0.030884888140998788
