period,cost,model,year,new_return,parent_return,return_difference
evaluation,BASE,JOINT_STATE_POLICY,2020,0.13698966899999873,0.1984676459999992,-0.06147797700000046
evaluation,BASE,JOINT_STATE_POLICY,2021,-0.00872096428872755,0.04617691331485621,-0.054897877603583764
evaluation,BASE,JOINT_STATE_POLICY,2022,-0.204846968122744,0.02614325317990448,-0.23099022130264849
evaluation,BASE,JOINT_STATE_POLICY,2023,0.00842497762869912,0.0,0.00842497762869912
evaluation,BASE,JOINT_STATE_POLICY,2024,-0.0729758114741206,0.1052417254962333,-0.17821753697035392
evaluation,BASE,JOINT_STATE_POLICY,2025,0.21145471034465443,0.074523493402178,0.13693121694247645
evaluation,BASE,JOINT_STATE_POLICY,2026,-0.0009176083939966547,0.02277813084023497,-0.023695739234231624
evaluation,BASE,JOINT_STATE_MYOPIC,2020,0.2720461445000004,0.1984676459999992,0.07357849850000123
evaluation,BASE,JOINT_STATE_MYOPIC,2021,-0.03913655193661918,0.04617691331485621,-0.08531346525147539
evaluation,BASE,JOINT_STATE_MYOPIC,2022,-0.1784872102421519,0.02614325317990448,-0.20463046342205637
evaluation,BASE,JOINT_STATE_MYOPIC,2023,0.09138445012895063,0.0,0.09138445012895063
evaluation,BASE,JOINT_STATE_MYOPIC,2024,0.147278642016878,0.1052417254962333,0.04203691652064469
evaluation,BASE,JOINT_STATE_MYOPIC,2025,0.20324176479985276,0.074523493402178,0.12871827139767478
evaluation,BASE,JOINT_STATE_MYOPIC,2026,0.021253851390592618,0.02277813084023497,-0.001524279449642351
evaluation,STRESS,JOINT_STATE_POLICY,2020,0.1247637643999999,0.19339729239999978,-0.06863352799999989
evaluation,STRESS,JOINT_STATE_POLICY,2021,-0.01143578163443051,0.040063838676763254,-0.05149962031119376
evaluation,STRESS,JOINT_STATE_POLICY,2022,-0.2238286851417982,0.023338175914139076,-0.2471668610559373
evaluation,STRESS,JOINT_STATE_POLICY,2023,0.007010699821405113,0.0,0.007010699821405113
evaluation,STRESS,JOINT_STATE_POLICY,2024,-0.07505428012849406,0.09846225867325524,-0.1735165388017493
evaluation,STRESS,JOINT_STATE_POLICY,2025,0.20619861874125622,0.07086640956728539,0.13533220917397082
evaluation,STRESS,JOINT_STATE_POLICY,2026,-0.0040473222892495235,0.01721367700991211,-0.021260999299161632
evaluation,STRESS,JOINT_STATE_MYOPIC,2020,0.2708009279999985,0.19339729239999978,0.07740363559999872
evaluation,STRESS,JOINT_STATE_MYOPIC,2021,-0.0390934558713196,0.040063838676763254,-0.07915729454808285
evaluation,STRESS,JOINT_STATE_MYOPIC,2022,-0.18059771243229386,0.023338175914139076,-0.20393588834643295
evaluation,STRESS,JOINT_STATE_MYOPIC,2023,0.08767307465275724,0.0,0.08767307465275724
evaluation,STRESS,JOINT_STATE_MYOPIC,2024,0.14634375206541447,0.09846225867325524,0.04788149339215923
evaluation,STRESS,JOINT_STATE_MYOPIC,2025,0.20317743002907968,0.07086640956728539,0.13231102046179427
evaluation,STRESS,JOINT_STATE_MYOPIC,2026,0.02064083198283059,0.01721367700991211,0.00342715497291848
earlier_diagnostic,BASE,JOINT_STATE_POLICY,2015,-0.12916281170000055,0.32273049870000053,-0.4518933104000011
earlier_diagnostic,BASE,JOINT_STATE_POLICY,2016,-0.09360333124854854,0.026171735386779606,-0.11977506663532815
earlier_diagnostic,BASE,JOINT_STATE_POLICY,2017,0.03778271391346184,0.10178593051068936,-0.06400321659722752
earlier_diagnostic,BASE,JOINT_STATE_POLICY,2018,-0.09679258187247368,-0.07851933746461401,-0.01827324440785967
earlier_diagnostic,BASE,JOINT_STATE_POLICY,2019,0.21059324771706628,0.09547468442489916,0.11511856329216712
earlier_diagnostic,BASE,JOINT_STATE_MYOPIC,2015,0.07104734009999925,0.32273049870000053,-0.2516831586000013
earlier_diagnostic,BASE,JOINT_STATE_MYOPIC,2016,-0.09663858554593499,0.026171735386779606,-0.1228103209327146
earlier_diagnostic,BASE,JOINT_STATE_MYOPIC,2017,0.14085143866695948,0.10178593051068936,0.03906550815627012
earlier_diagnostic,BASE,JOINT_STATE_MYOPIC,2018,-0.13153222618745564,-0.07851933746461401,-0.05301288872284163
earlier_diagnostic,BASE,JOINT_STATE_MYOPIC,2019,0.057027081301925485,0.09547468442489916,-0.03844760312297368
earlier_diagnostic,STRESS,JOINT_STATE_POLICY,2015,-0.13706725099999986,0.31435863239999967,-0.45142588339999956
earlier_diagnostic,STRESS,JOINT_STATE_POLICY,2016,-0.09697341640698354,0.02448037149590405,-0.12145378790288759
earlier_diagnostic,STRESS,JOINT_STATE_POLICY,2017,0.020899366141531754,0.10011105574099499,-0.07921168959946323
earlier_diagnostic,STRESS,JOINT_STATE_POLICY,2018,-0.11035447556767632,-0.08004653969963171,-0.030307935868044603
earlier_diagnostic,STRESS,JOINT_STATE_POLICY,2019,0.20699184358758485,0.09221658168038552,0.11477526190719933
earlier_diagnostic,STRESS,JOINT_STATE_MYOPIC,2015,0.07028645580000055,0.31435863239999967,-0.24407217659999914
earlier_diagnostic,STRESS,JOINT_STATE_MYOPIC,2016,-0.09670728751083044,0.02448037149590405,-0.12118765900673449
earlier_diagnostic,STRESS,JOINT_STATE_MYOPIC,2017,0.13054265467291018,0.10011105574099499,0.030431598931915188
earlier_diagnostic,STRESS,JOINT_STATE_MYOPIC,2018,-0.13705402956985502,-0.08004653969963171,-0.057007489870223305
earlier_diagnostic,STRESS,JOINT_STATE_MYOPIC,2019,0.05400926917830646,0.09221658168038552,-0.03820731250207906
