cost,model,name,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,JOINT_STATE_POLICY,联合进入持有退出,0.014019501399996378,0.002102679598149928,0.013730099511772299,0.1522438440177894,0.0901849240627947,-0.3714362318534759,1604,0.6123178473512336,70,2633.49972,8038.8000000000875,False,4.007461029686965e-11,-0.03415479204746705,False
BASE,JOINT_STATE_MYOPIC,只看单日奖励进出,0.5449418717000027,0.06782899082061489,0.08120115789025494,0.17638387720791027,0.4603661013446263,-0.35721036436304204,1604,0.7884939901011632,12,523.62566,1687.4999999999336,False,7.003109203651547e-11,0.03157151917499791,False
BASE,WITHIN_CYCLE_EXIT,第114轮周期内退出,0.5627663853000027,0.06967868864425397,0.0705080202613379,0.07977124985533804,0.883877592355659,-0.11444223426810142,1604,0.19447826891732978,40,2152.52294,6483.999999999963,False,5.638867150992155e-11,0.033421216998636996,False
BASE,REARM_RIDGE,原平均继续收益退出,0.4156678785000001,0.053843129510896016,0.0555106211421822,0.07875318622540121,0.7048682574353758,-0.10591213630792773,1604,0.15681902516459678,48,2377.7243,7186.699999999788,False,5.3006488087703474e-11,0.01758565786527904,False
BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE,第91轮局部候选,0.24479840689999874,0.03358895008381669,0.03340280679001166,0.02708670020680005,1.2331811012411902,-0.0230773650701304,1604,0.044585779150991024,45,761.1186200000001,2262.4999999999645,False,4.695266397902742e-11,-0.002668521561800287,True
BASE,BUY_HOLD,买入持有,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
STRESS,JOINT_STATE_POLICY,联合进入持有退出,-0.034323518799999814,-0.005255586189478472,0.00637820605773728,0.15235755826151395,0.04186340428736339,-0.3903234920885415,1604,0.6121021772520739,70,5141.603760000001,14187.699999999892,False,3.012701199622825e-11,-0.04134053070322112,False
STRESS,JOINT_STATE_MYOPIC,只看单日奖励进出,0.5320456562000013,0.0664793841955745,0.07991455633526998,0.1762625772684284,0.4533835688421199,-0.3588650934072201,1604,0.7879805087262747,12,1042.66876,2948.4000000000055,False,5.502442945726216e-11,0.030394439681831857,False
STRESS,WITHIN_CYCLE_EXIT,第114轮周期内退出,0.5198364216000002,0.06519275214818776,0.06630223164583206,0.07973989985607459,0.8314812504844292,-0.11682680250818454,1604,0.1944044267722347,40,4238.91568,11532.70000000007,False,6.207301339600235e-11,0.029107807634445114,False
STRESS,REARM_RIDGE,原平均继续收益退出,0.3691532536000016,0.048544598201058685,0.050466389528222085,0.07871400063444749,0.6411361272639541,-0.11010739189022936,1604,0.15683214718068728,48,4672.34928,12818.600000000035,False,7.51469997339882e-11,0.012459653687316039,False
STRESS,CONTINUOUS_REFERENCE_MIN_VARIANCE,第91轮局部候选,0.23100648979999944,0.03185300250380885,0.03171986770924186,0.027020129920864125,1.173934685071545,-0.023569045524213978,1604,0.04460440927006789,45,1490.30204,4072.0000000000236,False,3.998934516857844e-11,-0.004231942009933799,False
STRESS,BUY_HOLD,买入持有,0.26485864240000195,0.036084944513742646,0.05169164368473765,0.18016774072774588,0.28690843031022767,-0.4097147841252319,1604,0.9532622781788082,2,171.47152,483.99999999998965,False,6.184563972055912e-11,0.0,False
