fund,period_start,period_end,reported_send_date,beginning_units,gross_subscription_units,gross_redemption_units,ending_units,net_subscription_units,net_units_divided_by_beginning_units,split_raw_cell,split_cell_status,identity_residual_without_split,unit,source_page,exact_cash_flow_amount,cash_flow_status
510300.SH,2021-07-01,2021-09-30,2021-10-27,9186787690.0,4397400000.0,5709600000.0,7874587690.0,-1312200000.0,-0.14283556388576996,-,REPORTED_DASH_NOT_MISSING_DOCUMENT,0.0,FUND_UNITS,12,,NOT_COMPUTED_UNIT_FLOW_IS_NOT_CASH_FLOW
