period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.2137711856000006,0.02966027960289584,0.029695817518791905,0.03068116886227765,0.9678841654335657,-0.03584729547309064,1604,0.02875738072138706,11,356.76288,1048.6000000000306,False,3.444711182964966e-11
evaluation,STRESS,0.20717495820000026,0.028814089372400188,0.028870984152879753,0.03059558290197591,0.9436324271179426,-0.03666238561492492,1604,0.028731129017889923,11,711.1083600000002,1921.9000000000037,False,3.1377567211166024e-11
earlier_diagnostic,BASE,0.15271883599999866,0.028616617038828066,0.031172000573956592,0.07660449905764824,0.40692127691479707,-0.11074951407131403,1219,0.10722259379223796,29,832.1328000000001,2548.199999999961,False,5.218225851422176e-11
earlier_diagnostic,STRESS,0.13668728160000015,0.02576066127441807,0.028389535284245752,0.07657706270249942,0.37073157786867084,-0.11216937802319174,1219,0.10726601097338687,29,1653.24368,4743.299999999992,False,4.229150363244116e-11
