period,date,panic_budget,learned_budget,panic_sd,learned_sd,optimal_tail_loss,selected_tail_loss,optimal_budget_lower,optimal_budget_upper,linear_programs,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_reference_return,learned_reference_return
earlier_diagnostic,2017-09-01,0.9999999999999997,3.3306690738754696e-16,0.0,0.003812190888640184,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-09-01,2017-02-03,2016-09-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-10-09,0.9999999999999997,3.3306690738754696e-16,0.0,0.0038121908886401823,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-10-09,2017-02-03,2016-10-13,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-11-01,0.9999999999999997,3.3306690738754696e-16,0.0,0.0038121908886401797,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-11-01,2017-02-03,2016-11-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-12-01,0.9999999999999997,3.3306690738754696e-16,0.0,0.003812190888640177,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-12-01,2017-02-03,2016-12-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-01-02,0.9999999999999997,3.3306690738754696e-16,0.0,0.003812190888640175,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-01-02,2017-02-03,2017-01-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-02-01,0.9999999999999997,3.3306690738754696e-16,0.0,0.0038121908886401723,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-02-01,2017-02-03,2017-02-14,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-03-01,1.0,0.0,0.0020935251928207105,0.0038121908886401706,0.0020140971419162525,0.002014097141916253,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-03-01,2018-03-01,2017-03-07,242,1.0,0.0,1.0,0.00720013067762304,0.0
earlier_diagnostic,2018-04-02,1.0,0.0,0.002180158464347188,0.003812190888640168,0.0027487304221551555,0.002748730422155156,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-05-02,1.0,0.0,0.0021801584643471885,0.003812190888640166,0.0027487304221551555,0.002748730422155156,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-06-01,1.0,0.0,0.002180158464347189,0.0033717635246846866,0.002748730422155155,0.002748730422155156,0.9999999999999966,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-07-02,1.0,0.0,0.0021801584643471894,0.0026270427632518584,0.002748730422155157,0.002748730422155156,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-08-01,-0.0,1.0,0.00218015846434719,0.0012936604807153452,0.0018504366482321418,0.001850436648232142,0.0,-0.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-09-03,-0.0,1.0,0.0021801584643471902,0.0,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-09-03,2018-08-01,2017-09-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-10-08,-0.0,1.0,0.0021801584643471907,0.0,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-10-08,2018-08-01,2017-10-11,242,0.0,1.0,1.0,0.0,0.0
earlier_diagnostic,2018-11-01,-0.0,1.0,0.00289438189166956,0.003517379409510989,0.00436074735748687,0.004360747357486868,0.0,-0.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2018-12-03,-0.0,1.0,0.002894381891669563,0.00351737940951099,0.004360747357486869,0.004360747357486868,0.0,-0.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-01-02,-0.0,1.0,0.002894381891669566,0.0035173794095109904,0.004360747357486868,0.004360747357486868,0.0,-0.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-02-01,-0.0,1.0,0.002894381891669569,0.0035173794095109917,0.004360747357486869,0.004360747357486868,0.0,-0.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-03-01,1.0,0.0,0.0019401575337172849,0.003760930785789,0.004462729551978234,0.004462729551978237,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,0.0,1.0,0.0,0.0,0.02044416088367318
earlier_diagnostic,2019-04-01,1.0,0.0,0.0018905604211212918,0.004536062918454543,0.004278149858763231,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-05-06,1.0,0.0,0.001890560421121292,0.0045360629184545385,0.004278149858763228,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-06-03,1.0,0.0,0.0018905604211212922,0.0045436357130372645,0.004278149858763229,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,0.0,1.0,0.0,0.0,0.00219681368057989
earlier_diagnostic,2019-07-01,1.0,0.0,0.0018905604211212927,0.0058499561961026505,0.004278149858763231,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,0.0,1.0,0.0,0.0,0.024556446478337657
earlier_diagnostic,2019-08-01,1.0,0.0,0.001890560421121293,0.00589260266288206,0.004278149858763231,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-09-02,1.0,0.0,0.0018905604211212931,0.005892602662882054,0.004278149858763231,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-10-08,1.0,0.0,0.0018905604211212935,0.005892302749547761,0.004278149858763229,0.00427814985876323,1.0,1.0,3,TAIL_LOSS_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-11-01,1.0,0.0,0.0,0.0047197430764679875,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-11-01,2019-10-08,2018-11-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2019-12-02,1.0,0.0,0.0,0.004719743076467992,,,,,0,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-12-02,2019-10-08,2018-12-04,242,0.0,0.0,0.0,0.0,0.0
