date,panic_budget,learned_budget,panic_sd,learned_sd,optimal_tail_loss,selected_tail_loss,optimal_budget_lower,optimal_budget_upper,linear_programs,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_reference_return,learned_reference_return
2015-01-30,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-01-05,,2015-01-05,1,0.0,0.0,0.0,0.0,0.0
2015-02-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-04,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-05,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-06,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
2015-02-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.0
2015-02-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.004496030454352873
2015-02-12,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.0040905211165824795
2015-02-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.006401775158161538
2015-02-16,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.00838502457554835
2015-02-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.00888876958109841
2015-02-25,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,-0.015347245016611222
2015-02-26,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,0.02972971809587288
2015-02-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-02-02,,2015-01-05,21,0.0,1.0,0.5,0.0,-0.0019621326284496865
2015-03-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.007863960647574553
2015-03-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.02730910454306379
2015-03-04,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.008308153872761181
2015-03-05,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.008523824690228388
2015-03-06,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.006304543597208667
2015-03-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.019610405776823825
2015-03-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.007071042003236716
2015-03-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.0014242795411067988
2015-03-12,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.018204849331716177
2015-03-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.0055872994711183566
2015-03-16,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.024725334796445564
2015-03-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.012742145461955623
2015-03-18,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.026502144137823036
2015-03-19,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.005215740213761033
2015-03-20,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.014156334339448184
2015-03-23,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.020162609844204038
2015-03-24,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.0010135442938536965
2015-03-25,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.006087435648788109
2015-03-26,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.0007655899355647477
2015-03-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.0076500425600556365
2015-03-30,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.03188624760100489
2015-03-31,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,-0.011036047430870166
2015-04-01,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.01636682798858491
2015-04-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.0014639335056342295
2015-04-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.016126877237906623
2015-04-07,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.017554209037468516
2015-04-08,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.008034886892255955
2015-04-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.007267532482632122
2015-04-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.023379125189815442
2015-04-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.01661456611682799
2015-04-14,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.0004539731584116691
2015-04-15,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.00839469246556479
2015-04-16,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.03271901805586119
2015-04-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.017281309639263
2015-04-20,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.021779152893705245
2015-04-21,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.021150842685702553
2015-04-22,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.027253619154054665
2015-04-23,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.0010612226093298371
2015-04-24,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.003611989997171161
2015-04-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.020684301473880895
2015-04-28,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.012952970577172818
2015-04-29,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.005503173329418409
2015-04-30,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,-0.002105020832197657
2015-05-04,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,0.005484599359622422
2015-05-05,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,-0.03797298279104311
2015-05-06,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,-0.01046767201072829
2015-05-07,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,-0.017410288709479804
2015-05-08,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,0.01547589448667197
2015-05-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,0.03290965422184566
2015-05-12,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,0.011546981606413986
2015-05-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,-0.009301250313019316
2015-05-14,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,-0.0023471439516696835
2015-05-15,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,-0.002124457395685009
2015-05-18,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-19,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-20,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-21,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-22,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-25,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-26,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-28,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-05-29,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-05-04,,2015-01-05,79,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,0.0,0.0
2015-06-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.0
2015-06-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.009098407936578012
2015-06-04,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.011323254588903486
2015-06-05,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.001544341250013126
2015-06-08,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.024478614010597477
2015-06-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.008090002613680536
2015-06-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.0009483702965125129
2015-06-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.00018985411130256757
2015-06-12,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.007402904868865523
2015-06-15,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.02392974571116746
2015-06-16,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.02625380125022203
2015-06-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,0.014868555314990317
2015-06-18,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,1.0,0.5,0.0,-0.03926393032426345
2015-06-19,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,0.0,-0.06221785627637022
2015-06-23,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,1.0,0.0,0.5,0.0,0.0019681270531988204
2015-06-24,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,1.0,0.0,0.5,0.01606313189999997,0.0
2015-06-25,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,1.0,0.0,0.5,-0.03591066229494011,0.0
2015-06-26,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,-0.07449654485428192,0.0
2015-06-29,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,0.021413896391527576,0.0
2015-06-30,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-06,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-07,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-08,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,1.0,0.0,0.5,0.0,0.0
2015-07-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.06502079292153073,0.0
2015-07-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,-0.010205492931915416,0.0
2015-07-14,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-15,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-16,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-20,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-21,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-22,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-23,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-24,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-28,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-29,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-30,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-07-31,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
2015-08-03,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-04,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-05,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-06,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-07,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-12,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-13,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-14,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-17,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-18,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-19,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-20,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-21,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-24,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-25,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-26,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
2015-08-27,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,1.0,0.0,0.5,0.0,0.0
2015-08-28,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,1.0,0.0,0.5,0.03728631376238978,0.0
2015-08-31,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-08-03,,2015-01-05,143,1.0,0.0,0.5,-0.002056673994197622,0.0
2015-09-01,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,-0.003827409150660932,0.0
2015-09-02,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,-0.0029554726883356253,0.0
2015-09-07,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,-0.02460313721326679,0.0
2015-09-08,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,0.027047121289079268,0.0
2015-09-09,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,0.018937412807884524,0.0
2015-09-10,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,-0.017714259340792404,0.0
2015-09-11,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,0.0020694424999136984,0.0
2015-09-14,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,0.0,0.0,0.0,-0.03510786878279393,0.0
2015-09-15,0.5,0.5,,,,,,,0,NO_VIEW_WARMUP_KEEP_BUDGET,False,2015-09-01,,2015-01-05,164,0.0,0.0,0.0,-0.010287922168675023,0.0
