first_fit_index,first_fit_origin,feature,factor_chinese,knot_number,standardized_value,curve_prediction,weighted_contribution
1707,2019-06-03,mom5,五日涨跌,16,2.6309780463907493,0.02046882336323953,0.002558602920404941
1707,2019-06-03,mom5,五日涨跌,17,3.13959639247344,0.03716889130495394,0.0046461114131192425
1707,2019-06-03,mom5,五日涨跌,18,3.525747022500043,0.03716889130495394,0.0046461114131192425
1707,2019-06-03,mom20,二十日涨跌,1,-1.7085211111639746,0.017888789505068677,0.0022360986881335846
1707,2019-06-03,mom20,二十日涨跌,2,-1.668888337787097,0.012151333291515258,0.0015189166614394073
1707,2019-06-03,mom20,二十日涨跌,3,-0.2714591951108949,0.012151333291515258,0.0015189166614394073
1707,2019-06-03,mom20,二十日涨跌,4,-0.26015540555053157,0.008177809116988443,0.0010222261396235553
1707,2019-06-03,mom20,二十日涨跌,5,0.4125990284205232,0.008177809116988443,0.0010222261396235553
1707,2019-06-03,mom20,二十日涨跌,6,0.41610056408226304,-0.0051263063014157,-0.0006407882876769625
1707,2019-06-03,mom20,二十日涨跌,7,1.3026194678992737,-0.0051263063014157,-0.0006407882876769625
1707,2019-06-03,mom20,二十日涨跌,8,1.3242920596209518,-0.009688627616190075,-0.0012110784520237593
1707,2019-06-03,mom20,二十日涨跌,9,3.5034443465169525,-0.009688627616190075,-0.0012110784520237593
1707,2019-06-03,mom20,二十日涨跌,10,3.7088388485716832,-0.01719183324396313,-0.0021489791554953914
1707,2019-06-03,mom20,二十日涨跌,11,3.816513023018786,-0.01719183324396313,-0.0021489791554953914
1707,2019-06-03,sma120,一百二十日均线偏离,1,-2.5168226750009683,0.17400006226650067,0.021750007783312583
1707,2019-06-03,sma120,一百二十日均线偏离,2,-2.4650846717957524,0.12818759294316667,0.016023449117895834
1707,2019-06-03,sma120,一百二十日均线偏离,3,-2.2416936522173363,0.12818759294316667,0.016023449117895834
1707,2019-06-03,sma120,一百二十日均线偏离,4,-2.1524434419679226,0.11565733727810651,0.014457167159763314
1707,2019-06-03,sma120,一百二十日均线偏离,5,-1.9741701671482703,0.09365875870069605,0.011707344837587006
1707,2019-06-03,sma120,一百二十日均线偏离,6,-1.9177685038279058,0.08422696952271423,0.010528371190339279
1707,2019-06-03,sma120,一百二十日均线偏离,7,-1.8831011888481684,0.08267080103359181,0.010333850129198976
1707,2019-06-03,sma120,一百二十日均线偏离,8,-1.7967790659132725,0.07064461816591536,0.00883057727073942
1707,2019-06-03,sma120,一百二十日均线偏离,9,-1.7006659901801893,0.07064461816591536,0.00883057727073942
1707,2019-06-03,sma120,一百二十日均线偏离,10,-1.6945378677501093,0.05575260312863535,0.006969075391079419
1707,2019-06-03,sma120,一百二十日均线偏离,11,-1.6626272803880862,0.05575260312863535,0.006969075391079419
1707,2019-06-03,sma120,一百二十日均线偏离,12,-1.6045288315132,0.052753266331658305,0.006594158291457288
1707,2019-06-03,sma120,一百二十日均线偏离,13,-1.590819406968555,0.05041737005389555,0.006302171256736944
1707,2019-06-03,sma120,一百二十日均线偏离,14,-1.5631172812070515,0.05041737005389555,0.006302171256736944
1707,2019-06-03,sma120,一百二十日均线偏离,15,-1.5456066904093548,0.028635842880523732,0.0035794803600654665
1707,2019-06-03,sma120,一百二十日均线偏离,16,-1.5199486923740775,0.011143017589729406,0.0013928771987161757
1707,2019-06-03,sma120,一百二十日均线偏离,17,1.3290102423157895,0.011143017589729406,0.0013928771987161757
1707,2019-06-03,sma120,一百二十日均线偏离,18,1.3472443535520646,0.009022423730428369,0.001127802966303546
1707,2019-06-03,sma120,一百二十日均线偏离,19,1.5053112405546254,0.009022423730428369,0.001127802966303546
1707,2019-06-03,sma120,一百二十日均线偏离,20,1.5292232062824478,-0.01340562398764396,-0.001675702998455495
1707,2019-06-03,sma120,一百二十日均线偏离,21,1.6654527049942838,-0.01340562398764396,-0.001675702998455495
1707,2019-06-03,sma120,一百二十日均线偏离,22,1.6688469239900343,-0.050462802232215824,-0.006307850279026978
1707,2019-06-03,sma120,一百二十日均线偏离,23,2.2917202592376893,-0.050462802232215824,-0.006307850279026978
1707,2019-06-03,sma120,一百二十日均线偏离,24,2.293143811631056,-0.08565935810538201,-0.010707419763172752
1707,2019-06-03,sma120,一百二十日均线偏离,25,2.346070641766471,-0.08565935810538201,-0.010707419763172752
1707,2019-06-03,sma120,一百二十日均线偏离,26,2.4700522938777567,-0.0872930422919509,-0.010911630286493862
1707,2019-06-03,vol20,二十日波动,1,-1.4433776909001104,0.06260260431102993,0.007825325538878741
1707,2019-06-03,vol20,二十日波动,2,-1.4397284970644377,0.06260260431102993,0.007825325538878741
1707,2019-06-03,vol20,二十日波动,3,-1.4335712355968377,0.03826022155085591,0.004782527693856988
1707,2019-06-03,vol20,二十日波动,4,-1.3746678236976955,0.031639163345787674,0.003954895418223459
1707,2019-06-03,vol20,二十日波动,5,-1.3700900405620526,0.031639163345787674,0.003954895418223459
1707,2019-06-03,vol20,二十日波动,6,-1.3687734553058983,0.029051708957195867,0.0036314636196494833
1707,2019-06-03,vol20,二十日波动,7,-1.3518259397344063,0.029051708957195867,0.0036314636196494833
1707,2019-06-03,vol20,二十日波动,8,-1.3504398086294993,0.026559015599042512,0.003319876949880314
1707,2019-06-03,vol20,二十日波动,9,-1.3323685889687158,0.026559015599042512,0.003319876949880314
1707,2019-06-03,vol20,二十日波动,10,-1.3309265594873974,0.024777812019200412,0.0030972265024000515
1707,2019-06-03,vol20,二十日波动,11,0.18157154115232974,0.024777812019200412,0.0030972265024000515
1707,2019-06-03,vol20,二十日波动,12,0.18227258641435928,-0.01743138228717381,-0.0021789227858967264
1707,2019-06-03,vol20,二十日波动,13,0.652150231395149,-0.01743138228717381,-0.0021789227858967264
1707,2019-06-03,vol20,二十日波动,14,0.6575515213369316,-0.02124430000067939,-0.002655537500084924
1707,2019-06-03,vol20,二十日波动,15,2.073604670440988,-0.02124430000067939,-0.002655537500084924
1707,2019-06-03,vol20,二十日波动,16,2.078977381641722,-0.028983869115958658,-0.0036229836394948323
1707,2019-06-03,vol20,二十日波动,17,2.1598606896802903,-0.057902161632736614,-0.007237770204092077
1707,2019-06-03,vol20,二十日波动,18,2.2661888527629044,-0.057902161632736614,-0.007237770204092077
1749,2019-08-01,log_holding_days,持仓时间对数,1,-1.9627006163123455,0.01810366696824541,0.002262958371030676
1749,2019-08-01,log_holding_days,持仓时间对数,2,0.3217152928304896,0.01810366696824541,0.002262958371030676
1749,2019-08-01,log_holding_days,持仓时间对数,3,0.36406339483402145,0.013852233225609674,0.0017315291532012092
1749,2019-08-01,log_holding_days,持仓时间对数,4,0.404608893783949,0.01122178447145933,0.0014027230589324163
1749,2019-08-01,log_holding_days,持仓时间对数,5,0.6484303309384264,0.01122178447145933,0.0014027230589324163
1749,2019-08-01,log_holding_days,持仓时间对数,6,0.6786765357444283,0.009017599082613811,0.0011271998853267264
1749,2019-08-01,log_holding_days,持仓时间对数,7,0.7079919388842034,0.0075421887876807835,0.0009427735984600979
1749,2019-08-01,log_holding_days,持仓时间对数,8,0.7364321233775823,0.0036151298282037867,0.00045189122852547334
1749,2019-08-01,log_holding_days,持仓时间对数,9,0.7640478375212789,0.002658367984348693,0.0003322959980435866
1749,2019-08-01,log_holding_days,持仓时间对数,10,0.7908855398376629,0.0005026536882720024,6.28317110340003e-05
1749,2019-08-01,log_holding_days,持仓时间对数,11,0.8169878693428536,-0.002266449890193339,-0.0002833062362741674
1749,2019-08-01,log_holding_days,持仓时间对数,12,0.8671402607566906,-0.002266449890193339,-0.0002833062362741674
1749,2019-08-01,log_holding_days,持仓时间对数,13,0.8912599143545893,-0.0027526792514644986,-0.0003440849064330623
1749,2019-08-01,log_holding_days,持仓时间对数,14,0.9147839596620045,-0.005458263079617069,-0.0006822828849521336
1749,2019-08-01,log_holding_days,持仓时间对数,15,0.9377411049648322,-0.005458263079617069,-0.0006822828849521336
1749,2019-08-01,log_holding_days,持仓时间对数,16,0.9601580316937299,-0.012475513569760096,-0.001559439196220012
1749,2019-08-01,log_holding_days,持仓时间对数,17,0.9820595808446827,-0.013161050152699034,-0.0016451312690873793
1749,2019-08-01,log_holding_days,持仓时间对数,18,1.0034689184478238,-0.014333622347419785,-0.001791702793427473
1749,2019-08-01,log_holding_days,持仓时间对数,19,1.277536560408303,-0.014333622347419785,-0.001791702793427473
1749,2019-08-01,cycle_return,含分红浮盈浮亏,1,-1.1398089504703528,0.013217165526789771,0.0016521456908487214
1749,2019-08-01,cycle_return,含分红浮盈浮亏,2,0.2900282541533451,0.013217165526789771,0.0016521456908487214
1749,2019-08-01,cycle_return,含分红浮盈浮亏,3,0.29801181741472305,0.0014505855084192693,0.00018132318855240866
1749,2019-08-01,cycle_return,含分红浮盈浮亏,4,0.3672074372402824,0.0014505855084192693,0.00018132318855240866
1749,2019-08-01,cycle_return,含分红浮盈浮亏,5,0.37156111810178305,-0.0033114449380097313,-0.0004139306172512164
1749,2019-08-01,cycle_return,含分红浮盈浮亏,6,3.297604644313962,-0.0033114449380097313,-0.0004139306172512164
1749,2019-08-01,cycle_return,含分红浮盈浮亏,7,3.424380178085191,-0.0073579365203265985,-0.0009197420650408248
1749,2019-08-01,cycle_return,含分红浮盈浮亏,8,3.4719019793097594,-0.0073579365203265985,-0.0009197420650408248
1749,2019-08-01,cycle_return,含分红浮盈浮亏,9,3.496521493731198,-0.03782522126422409,-0.004728152658028012
1749,2019-08-01,cycle_return,含分红浮盈浮亏,10,4.036754453833166,-0.03782522126422409,-0.004728152658028012
1749,2019-08-01,cycle_return,含分红浮盈浮亏,11,4.0609211984911395,-0.05280011616232624,-0.00660001452029078
1749,2019-08-01,cycle_return,含分红浮盈浮亏,12,4.101309022350128,-0.05280011616232624,-0.00660001452029078
1749,2019-08-01,cycle_return,含分红浮盈浮亏,13,4.19671661617774,-0.062384287709190134,-0.007798035963648767
1749,2019-08-01,cycle_return,含分红浮盈浮亏,14,4.200960222980446,-0.08228614540466392,-0.01028576817558299
1749,2019-08-01,cycle_return,含分红浮盈浮亏,15,4.307050393048108,-0.0872930422919509,-0.010911630286493862
1749,2019-08-01,cycle_drawdown,持仓回撤,1,-3.0446358955238098,-0.03316168316831681,-0.004145210396039601
1749,2019-08-01,cycle_drawdown,持仓回撤,2,-2.972035345542259,-0.01292045488707822,-0.0016150568608847774
1749,2019-08-01,cycle_drawdown,持仓回撤,3,-1.5245100902597741,-0.01292045488707822,-0.0016150568608847774
1749,2019-08-01,cycle_drawdown,持仓回撤,4,-1.5216801240288782,-0.0011539127442709114,-0.00014423909303386392
1749,2019-08-01,cycle_drawdown,持仓回撤,5,-0.20761491340437185,-0.0011539127442709114,-0.00014423909303386392
1749,2019-08-01,cycle_drawdown,持仓回撤,6,-0.2044723423533822,0.013151908799218844,0.0016439885999023555
1749,2019-08-01,cycle_drawdown,持仓回撤,7,0.9079874486077106,0.013151908799218844,0.0016439885999023555
1749,2019-08-01,cycle_drawdown,持仓回撤,8,0.9085824138636517,0.020776429055266436,0.0025970536319083045
1749,2019-08-01,cycle_drawdown,持仓回撤,9,0.9368465312617563,0.020776429055266436,0.0025970536319083045
1749,2019-08-01,cycle_drawdown,持仓回撤,10,0.9385548012430779,0.02134789236497959,0.0026684865456224486
1749,2019-08-01,cycle_drawdown,持仓回撤,11,0.9487948643759329,0.02134789236497959,0.0026684865456224486
1749,2019-08-01,entry_mode,入场模式,1,0.0,0.008349494540969619,0.0010436868176212023
1749,2019-08-01,mom5,五日涨跌,1,-2.4483719459990185,-0.028523264408141017,-0.003565408051017627
1749,2019-08-01,mom5,五日涨跌,2,-1.6312045384850977,-0.028523264408141017,-0.003565408051017627
1749,2019-08-01,mom5,五日涨跌,3,-1.5018747007680135,-0.025186802546672597,-0.0031483503183340747
1749,2019-08-01,mom5,五日涨跌,4,-1.2846293701605909,-0.025186802546672597,-0.0031483503183340747
1749,2019-08-01,mom5,五日涨跌,5,-1.255515969088017,-0.01632655969725633,-0.0020408199621570412
1749,2019-08-01,mom5,五日涨跌,6,-0.9718396090652196,-0.01632655969725633,-0.0020408199621570412
1749,2019-08-01,mom5,五日涨跌,7,-0.9646468886878158,-0.008954329741808325,-0.0011192912177260407
1749,2019-08-01,mom5,五日涨跌,8,-0.6373708616513786,-0.008954329741808325,-0.0011192912177260407
1749,2019-08-01,mom5,五日涨跌,9,-0.6219540783644605,-0.0026442740015868256,-0.0003305342501983532
1749,2019-08-01,mom5,五日涨跌,10,-0.6182500761645058,0.0018046364324060022,0.00022557955405075027
1749,2019-08-01,mom5,五日涨跌,11,-0.5425984431425408,0.0018046364324060022,0.00022557955405075027
1749,2019-08-01,mom5,五日涨跌,12,-0.541839111823956,0.005331791989100546,0.0006664739986375683
1749,2019-08-01,mom5,五日涨跌,13,-0.41322661327980337,0.005331791989100546,0.0006664739986375683
1749,2019-08-01,mom5,五日涨跌,14,-0.41103652673149604,0.006246390462917342,0.0007807988078646677
1749,2019-08-01,mom5,五日涨跌,15,-0.36261306277421307,0.006246390462917342,0.0007807988078646677
1749,2019-08-01,mom5,五日涨跌,16,-0.3612504474892815,0.0070658209271419895,0.0008832276158927487
1749,2019-08-01,mom5,五日涨跌,17,-0.17860820595143398,0.0070658209271419895,0.0008832276158927487
1749,2019-08-01,mom5,五日涨跌,18,-0.17786662931636577,0.015286852464021408,0.001910856558002676
1749,2019-08-01,mom5,五日涨跌,19,0.5737269293217264,0.015286852464021408,0.001910856558002676
1749,2019-08-01,mom5,五日涨跌,20,0.5788409509136851,0.020842920622451005,0.0026053650778063756
1749,2019-08-01,mom5,五日涨跌,21,2.673267678768825,0.020842920622451005,0.0026053650778063756
1749,2019-08-01,mom5,五日涨跌,22,3.192277245898969,0.03716889130495394,0.0046461114131192425
1749,2019-08-01,mom5,五日涨跌,23,3.5863170458407434,0.03716889130495394,0.0046461114131192425
1749,2019-08-01,mom20,二十日涨跌,1,-2.300262207424913,0.08173551747264199,0.010216939684080249
1749,2019-08-01,mom20,二十日涨跌,2,-2.158854036873551,0.08173551747264199,0.010216939684080249
1749,2019-08-01,mom20,二十日涨跌,3,-2.1233641285627423,0.07960709184445247,0.009950886480556559
1749,2019-08-01,mom20,二十日涨跌,4,-2.106700573222929,0.07960709184445247,0.009950886480556559
1749,2019-08-01,mom20,二十日涨跌,5,-2.057028002598717,0.07436528925619836,0.009295661157024794
1749,2019-08-01,mom20,二十日涨跌,6,-2.0386675353308616,0.07113372926861504,0.00889171615857688
1749,2019-08-01,mom20,二十日涨跌,7,-1.9477835551046696,0.07113372926861504,0.00889171615857688
1749,2019-08-01,mom20,二十日涨跌,8,-1.8673781829592775,0.06497880939377389,0.008122351174221736
1749,2019-08-01,mom20,二十日涨跌,9,-1.7528912194033972,0.058332971506105794,0.007291621438263224
1749,2019-08-01,mom20,二十日涨跌,10,-1.6246302926788712,0.017888789505068677,0.0022360986881335846
1749,2019-08-01,mom20,二十日涨跌,11,-1.5858458262820212,0.015217685488040459,0.0019022106860050573
1749,2019-08-01,mom20,二十日涨跌,12,-0.2183275072707109,0.015217685488040459,0.0019022106860050573
1749,2019-08-01,mom20,二十日涨跌,13,-0.20726566604673155,0.009006770865950295,0.0011258463582437869
1749,2019-08-01,mom20,二十日涨跌,14,0.45108901152182995,0.009006770865950295,0.0011258463582437869
1749,2019-08-01,mom20,二十日涨跌,15,0.4545155996871021,-0.00496933390373893,-0.0006211667379673663
1749,2019-08-01,mom20,二十日涨跌,16,1.3220592941014502,-0.00496933390373893,-0.0006211667379673663
1749,2019-08-01,mom20,二十日涨跌,17,1.3432680017881162,-0.009688627616190075,-0.0012110784520237593
1749,2019-08-01,mom20,二十日涨跌,18,3.475777322825064,-0.009688627616190075,-0.0012110784520237593
1749,2019-08-01,mom20,二十日涨跌,19,3.676775524169383,-0.01719183324396313,-0.0021489791554953914
1749,2019-08-01,mom20,二十日涨跌,20,3.782145021300982,-0.01719183324396313,-0.0021489791554953914
1749,2019-08-01,sma120,一百二十日均线偏离,1,-2.569403616711523,0.17400006226650067,0.021750007783312583
1749,2019-08-01,sma120,一百二十日均线偏离,2,-2.516237537714577,0.12818759294316667,0.016023449117895834
1749,2019-08-01,sma120,一百二十日均线偏离,3,-2.2866804644157566,0.12818759294316667,0.016023449117895834
1749,2019-08-01,sma120,一百二十日均线偏离,4,-2.1949667639508728,0.11565733727810651,0.014457167159763314
1749,2019-08-01,sma120,一百二十日均线偏离,5,-2.011772778390364,0.09365875870069605,0.011707344837587006
1749,2019-08-01,sma120,一百二十日均线偏离,6,-1.9538143126228376,0.08422696952271423,0.010528371190339279
1749,2019-08-01,sma120,一百二十日均线偏离,7,-1.9181901081185764,0.08267080103359181,0.010333850129198976
1749,2019-08-01,sma120,一百二十日均线偏离,8,-1.8294853162282303,0.07064461816591536,0.00883057727073942
1749,2019-08-01,sma120,一百二十日均线偏离,9,-1.7307193210119824,0.07064461816591536,0.00883057727073942
1749,2019-08-01,sma120,一百二十日均线偏离,10,-1.7244220497406448,0.05575260312863535,0.006969075391079419
1749,2019-08-01,sma120,一百二十日均线偏离,11,-1.6916306642324148,0.05575260312863535,0.006969075391079419
1749,2019-08-01,sma120,一百二十日均线偏离,12,-1.631928578123092,0.052753266331658305,0.006594158291457288
1749,2019-08-01,sma120,一百二十日均线偏离,13,-1.617840745134018,0.05041737005389555,0.006302171256736944
1749,2019-08-01,sma120,一百二十日均线偏离,14,-1.5893739834621845,0.05041737005389555,0.006302171256736944
1749,2019-08-01,sma120,一百二十日均线偏离,15,-1.571380064177343,0.028635842880523732,0.0035794803600654665
1749,2019-08-01,sma120,一百二十日均线偏离,16,-1.5450138523806434,0.013943987577744038,0.0017429984472180048
1749,2019-08-01,sma120,一百二十日均线偏离,17,1.3825822355469706,0.013943987577744038,0.0017429984472180048
1749,2019-08-01,sma120,一百二十日均线偏离,18,1.4013196459294643,0.009022423730428369,0.001127802966303546
1749,2019-08-01,sma120,一百二十日均线偏离,19,1.5637495056178308,0.009022423730428369,0.001127802966303546
1749,2019-08-01,sma120,一百二十日均线偏离,20,1.5883214910076633,-0.01340562398764396,-0.001675702998455495
1749,2019-08-01,sma120,一百二十日均线偏离,21,1.728311205367139,-0.01340562398764396,-0.001675702998455495
1749,2019-08-01,sma120,一百二十日均线偏离,22,1.731799111820452,-0.050462802232215824,-0.006307850279026978
1749,2019-08-01,sma120,一百二十日均线偏离,23,2.3718650381283597,-0.050462802232215824,-0.006307850279026978
1749,2019-08-01,sma120,一百二十日均线偏离,24,2.3733278835091878,-0.08565935810538201,-0.010707419763172752
1749,2019-08-01,sma120,一百二十日均线偏离,25,2.4277156035160115,-0.08565935810538201,-0.010707419763172752
1749,2019-08-01,sma120,一百二十日均线偏离,26,2.555119405401739,-0.0872930422919509,-0.010911630286493862
1749,2019-08-01,vol20,二十日波动,1,-1.4830854091766985,0.06260260431102993,0.007825325538878741
1749,2019-08-01,vol20,二十日波动,2,-1.4793516829902245,0.06260260431102993,0.007825325538878741
1749,2019-08-01,vol20,二十日波动,3,-1.4730517906266534,0.03826022155085591,0.004782527693856988
1749,2019-08-01,vol20,二十日波动,4,-1.4127839009545355,0.031639163345787674,0.003954895418223459
1749,2019-08-01,vol20,二十日波动,5,-1.408100075008524,0.031639163345787674,0.003954895418223459
1749,2019-08-01,vol20,二十日波动,6,-1.4067529914966606,0.029051708957195867,0.0036314636196494833
1749,2019-08-01,vol20,二十日波动,7,-1.389412892413299,0.029051708957195867,0.0036314636196494833
1749,2019-08-01,vol20,二十日波动,8,-1.3879946520464306,0.026559015599042512,0.003319876949880314
1749,2019-08-01,vol20,二十日波动,9,-1.369504818645582,0.026559015599042512,0.003319876949880314
1749,2019-08-01,vol20,二十日波动,10,-1.3680293850351681,0.025519547453393115,0.0031899434316741393
1749,2019-08-01,vol20,二十日波动,11,0.17950522662236534,0.025519547453393115,0.0031899434316741393
1749,2019-08-01,vol20,二十日波动,12,0.1802225113626704,-0.00474532792523357,-0.0005931659906541963
1749,2019-08-01,vol20,二十日波动,13,0.6609847143329395,-0.00474532792523357,-0.0005931659906541963
1749,2019-08-01,vol20,二十日波动,14,0.6665111233439464,-0.01526398304210071,-0.0019079978802625888
1749,2019-08-01,vol20,二十日波动,15,0.6856448158804255,-0.01526398304210071,-0.0019079978802625888
1749,2019-08-01,vol20,二十日波动,16,0.6864881202902966,-0.017497319400662254,-0.0021871649250827818
1749,2019-08-01,vol20,二十日波动,17,1.3633025059744106,-0.017497319400662254,-0.0021871649250827818
1749,2019-08-01,vol20,二十日波动,18,1.3730006934775891,-0.02047184580107429,-0.002558980725134286
1749,2019-08-01,vol20,二十日波动,19,2.115366668523343,-0.02047184580107429,-0.002558980725134286
1749,2019-08-01,vol20,二十日波动,20,2.1208638367763535,-0.028983869115958658,-0.0036229836394948323
1749,2019-08-01,vol20,二十日波动,21,2.203620779507125,-0.057902161632736614,-0.007237770204092077
1749,2019-08-01,vol20,二十日波动,22,2.312411998811609,-0.057902161632736614,-0.007237770204092077
1910,2020-04-01,log_holding_days,持仓时间对数,1,-1.9801176520367896,0.011947108469350091,0.0014933885586687614
1910,2020-04-01,log_holding_days,持仓时间对数,2,0.2926338702416287,0.011947108469350091,0.0014933885586687614
1910,2020-04-01,log_holding_days,持仓时间对数,3,0.3375983802782623,0.009679100349013576,0.001209887543626697
1910,2020-04-01,log_holding_days,持仓时间对数,4,0.38056379413257546,0.005201572153058219,0.0006501965191322773
1910,2020-04-01,log_holding_days,持仓时间对数,5,0.7295058135457484,0.005201572153058219,0.0006501965191322773
1910,2020-04-01,log_holding_days,持仓时间对数,6,0.7583605730046051,0.0036151298282037867,0.00045189122852547334
1910,2020-04-01,log_holding_days,持仓时间对数,7,0.7863788437400299,0.002658367984348693,0.0003322959980435866
1910,2020-04-01,log_holding_days,持仓时间对数,8,0.8136077615041866,0.0005026536882720024,6.28317110340003e-05
1910,2020-04-01,log_holding_days,持仓时间对数,9,0.8400905868657256,-0.002266449890193339,-0.0002833062362741674
1910,2020-04-01,log_holding_days,持仓时间对数,10,0.8909740539145982,-0.002266449890193339,-0.0002833062362741674
1910,2020-04-01,log_holding_days,持仓时间对数,11,0.9154453017351017,-0.0027526792514644986,-0.0003440849064330623
1910,2020-04-01,log_holding_days,持仓时间对数,12,0.9393122590328907,-0.005458263079617069,-0.0006822828849521336
1910,2020-04-01,log_holding_days,持仓时间对数,13,0.9626040525769634,-0.005458263079617069,-0.0006822828849521336
1910,2020-04-01,log_holding_days,持仓时间对数,14,0.9853477527354398,-0.012475513569760096,-0.001559439196220012
1910,2020-04-01,log_holding_days,持仓时间对数,15,1.0075685626135964,-0.013161050152699034,-0.0016451312690873793
1910,2020-04-01,log_holding_days,持仓时间对数,16,1.0292899859347395,-0.014333622347419785,-0.001791702793427473
1910,2020-04-01,log_holding_days,持仓时间对数,17,1.3073527350025878,-0.014333622347419785,-0.001791702793427473
1910,2020-04-01,cycle_return,含分红浮盈浮亏,1,-1.1768101900627266,0.010516284623838327,0.001314535577979791
1910,2020-04-01,cycle_return,含分红浮盈浮亏,2,0.23679087391888545,0.010516284623838327,0.001314535577979791
1910,2020-04-01,cycle_return,含分红浮盈浮亏,3,0.24931478457118803,-0.009859249047843518,-0.0012324061309804397
1910,2020-04-01,cycle_return,含分红浮盈浮亏,4,3.556654921586773,-0.009859249047843518,-0.0012324061309804397
1910,2020-04-01,cycle_return,含分红浮盈浮亏,5,3.5819244179524503,-0.03782522126422409,-0.004728152658028012
1910,2020-04-01,cycle_return,含分红浮盈浮亏,6,4.136420115480424,-0.03782522126422409,-0.004728152658028012
1910,2020-04-01,cycle_return,含分红浮盈浮亏,7,4.161224888468681,-0.05280011616232624,-0.00660001452029078
1910,2020-04-01,cycle_return,含分红浮盈浮亏,8,4.202678994782556,-0.05280011616232624,-0.00660001452029078
1910,2020-04-01,cycle_return,含分红浮盈浮亏,9,4.300605452803411,-0.062384287709190134,-0.007798035963648767
1910,2020-04-01,cycle_return,含分红浮盈浮亏,10,4.3049610954388715,-0.08228614540466392,-0.01028576817558299
1910,2020-04-01,cycle_return,含分红浮盈浮亏,11,4.4138521613253845,-0.0872930422919509,-0.010911630286493862
1910,2020-04-01,cycle_drawdown,持仓回撤,1,-3.040804140389009,-0.03316168316831681,-0.004145210396039601
1910,2020-04-01,cycle_drawdown,持仓回撤,2,-2.968470863726863,-0.014804845513863178,-0.0018506056892328973
1910,2020-04-01,cycle_drawdown,持仓回撤,3,-1.5262745609109913,-0.014804845513863178,-0.0018506056892328973
1910,2020-04-01,cycle_drawdown,持仓回撤,4,-1.5234550129822781,-0.002158535667204104,-0.000269816958400513
1910,2020-04-01,cycle_drawdown,持仓回撤,5,-0.21422743197417596,-0.002158535667204104,-0.000269816958400513
1910,2020-04-01,cycle_drawdown,持仓回撤,6,-0.21109643005587853,0.007140779939256346,0.0008925974924070433
1910,2020-04-01,cycle_drawdown,持仓回撤,7,0.566855817800042,0.007140779939256346,0.0008925974924070433
1910,2020-04-01,cycle_drawdown,持仓回撤,8,0.5669863534337277,0.009237869628689237,0.0011547337035861546
1910,2020-04-01,cycle_drawdown,持仓回撤,9,0.8972679260757247,0.009237869628689237,0.0011547337035861546
1910,2020-04-01,cycle_drawdown,持仓回撤,10,0.8978607010130121,0.014792121049954358,0.0018490151312442948
1910,2020-04-01,cycle_drawdown,持仓回撤,11,0.9379251124934602,0.014792121049954358,0.0018490151312442948
1910,2020-04-01,entry_mode,入场模式,1,0.0,0.004488338295533729,0.0005610422869417161
1910,2020-04-01,mom5,五日涨跌,1,-2.4661768438042473,-0.02821408725516373,-0.003526760906895466
1910,2020-04-01,mom5,五日涨跌,2,-1.644488604838469,-0.02821408725516373,-0.003526760906895466
1910,2020-04-01,mom5,五日涨跌,3,-1.514443273095756,-0.025719106938646694,-0.0032148883673308367
1910,2020-04-01,mom5,五日涨跌,4,-1.2959960718381476,-0.025719106938646694,-0.0032148883673308367
1910,2020-04-01,mom5,五日涨跌,5,-1.266721606119543,-0.019776676745312527,-0.002472084593164066
1910,2020-04-01,mom5,五日涨跌,6,-1.2425748434321724,-0.019776676745312527,-0.002472084593164066
1910,2020-04-01,mom5,五日涨跌,7,-1.2052523160955477,-0.017214609219084572,-0.0021518261523855715
1910,2020-04-01,mom5,五日涨跌,8,-0.9814758577452924,-0.017214609219084572,-0.0021518261523855715
1910,2020-04-01,mom5,五日涨跌,9,-0.9742433449383231,-0.009607714880475255,-0.0012009643600594069
1910,2020-04-01,mom5,五日涨跌,10,-0.6451567222480941,-0.009607714880475255,-0.0012009643600594069
1910,2020-04-01,mom5,五日涨跌,11,-0.6296546483853048,-0.0026442740015868256,-0.0003305342501983532
1910,2020-04-01,mom5,五日涨跌,12,-0.6259301544605342,0.0008700060491873432,0.0001087507561484179
1910,2020-04-01,mom5,五日涨跌,13,-0.41977243620679106,0.0008700060491873432,0.0001087507561484179
1910,2020-04-01,mom5,五日涨跌,14,-0.41757023339924626,0.003743264294773553,0.0004679080368466941
1910,2020-04-01,mom5,五日涨跌,15,-0.18385604481140952,0.003743264294773553,0.0004679080368466941
1910,2020-04-01,mom5,五日涨跌,16,-0.18311036553721874,0.011444563863577178,0.0014305704829471473
1910,2020-04-01,mom5,五日涨跌,17,0.5726412490483587,0.011444563863577178,0.0014305704829471473
1910,2020-04-01,mom5,五日涨跌,18,0.5777835630433743,0.013818684171440308,0.0017273355214300385
1910,2020-04-01,mom5,五日涨跌,19,2.6837973294145314,0.013818684171440308,0.0017273355214300385
1910,2020-04-01,mom5,五日涨跌,20,3.2056782234641314,0.03716889130495394,0.0046461114131192425
1910,2020-04-01,mom5,五日涨跌,21,3.6018979776043727,0.03716889130495394,0.0046461114131192425
1910,2020-04-01,mom20,二十日涨跌,1,-2.289351603402328,0.08173551747264199,0.010216939684080249
