period,cost,days,cycles,net_sharpe,net_profit
evaluation,BASE,1604,29,-0.056771413310628197,-10205.397759999963
evaluation,STRESS,1604,29,-0.13048959053466713,-17606.38724000007
earlier_diagnostic,BASE,1219,9,0.6420133294714869,91740.77038
earlier_diagnostic,STRESS,1219,9,0.6205724010735365,87649.07523999992
