cost,model,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error,annualized_return_excess_vs_buy_hold,meets_point_target
BASE,PRICE_RIDGE_H20,0.2989897410999981,0.04025548715437287,0.048133036440477395,0.1318092422705336,0.3651719379562635,-0.3257755708470515,1604,0.49143969770813456,46,1424.0517800000002,4266.400000000009,False,1.127773430198431e-10,0.003998015508755892,False
BASE,PRICE_ET_H20,-0.18707856780000112,-0.030765700126934213,-0.025205005231473645,0.10963917056041136,-0.22989051360604415,-0.4416399313641634,1604,0.48375033219611385,48,750.81356,2287.100000000038,False,5.525180313270539e-11,-0.06702317177255118,False
BASE,FUNDING_RIDGE_H20,-0.18455688010000074,-0.030312686513055322,-0.029062926547751597,0.058563998753370976,-0.4962592576737038,-0.2476910532487462,1604,0.09642279418830772,15,320.67602,973.6000000000003,False,3.6834535421803594e-11,-0.0665701581586723,False
BASE,FUNDING_ET_H20,-0.14735923599999767,-0.023764749873766623,-0.016687598284462642,0.12094454227873667,-0.13797727429488563,-0.42638551778756,1604,0.4917728124646521,47,839.8471999999999,2597.400000000055,False,5.331912689143792e-11,-0.0600222215193836,False
BASE,SEVEN_RIDGE_H20,-0.22038270009999997,-0.036863476238389314,-0.03523180074547788,0.06811129374217925,-0.517268118248353,-0.3012443042791604,1604,0.1684648948050017,19,223.34001999999998,667.0999999999931,False,4.2518877307884395e-11,-0.07312094788400629,False
BASE,SEVEN_ET_H20,-0.15661291989999682,-0.02537067029037323,-0.018082808144914867,0.12298576369549895,-0.14703171815630775,-0.4350428591029113,1604,0.529296402987842,45,721.48398,2186.9000000000506,False,5.275069270282984e-11,-0.061628141935990206,False
BASE,REGULAR_RIDGE_H20,-0.2363484375999991,-0.039865499294119665,-0.0383414426252152,0.06826654756937313,-0.561643205792006,-0.28494323201305966,1604,0.16798828733839913,12,189.58752,591.7999999999853,False,3.710454166139243e-11,-0.07612297093973663,False
BASE,REGULAR_ET_H20,-0.1612419723999983,-0.026179635640783547,-0.01880284859556035,0.12389936104462214,-0.15175904409053845,-0.43554113916091813,1604,0.5283714752748738,46,693.39448,2106.2000000000553,False,5.32054400537163e-11,-0.06243710728640052,False
BASE,ALL_RIDGE_H20,-0.14825414180000043,-0.023919407138748267,-0.02031440441379684,0.08817232759406153,-0.23039433083044789,-0.29591001548423085,1604,0.29836860689011757,24,382.92836,1130.299999999958,False,5.553602022700943e-11,-0.06017687878436524,False
BASE,ALL_ET_H20,-0.15485240639999834,-0.025063995324044346,-0.017502288207330473,0.1251229782323879,-0.13988068742116969,-0.47867568884721085,1604,0.5544826044362483,47,709.3812800000001,2108.7000000000394,False,5.6843418860808015e-11,-0.06132146696966132,False
BASE,T1_PRIMARY_ALL,-0.1247856464999999,-0.019908458399894614,-0.01612738176880559,0.08917270565563508,-0.18085558411882116,-0.2987751631551539,1604,0.32665569921613413,27,474.2293,1469.399999999972,False,3.9335645851679146e-11,-0.05616593004551159,False
BASE,T2_REGULAR_ALL_TENOR,-0.2053225738999996,-0.03407920429003817,-0.032169860364173464,0.07067068485486808,-0.45520798942643154,-0.29813855520815014,1604,0.19918246519970087,19,289.91478,892.3999999999974,False,5.3432813729159534e-11,-0.07033667593565515,False
BASE,T3_SEVEN_DISCLOSURE,-0.19866904599999896,-0.03286336819597887,-0.03091953078862,0.07056620826070459,-0.4381634149080079,-0.2992000847598226,1604,0.19890781738900254,19,331.2092,1038.4000000000005,False,3.785771696129814e-11,-0.06912083984159584,False
BASE,T4_FUNDING,-0.23988301400000117,-0.04053729966527183,-0.039171963821379926,0.0663559442355919,-0.5903308930742174,-0.30139492751115365,1604,0.17992862512076277,22,349.8028,1103.100000000004,False,5.2295945351943374e-11,-0.0767947713108888,False
BASE,T5_PRICE,0.10382032670000133,0.01501439287007867,0.02342974433704934,0.13060521862537314,0.17939363054285765,-0.36999837167418453,1604,0.5315004996373965,53,1246.83466,3745.2999999999943,False,7.685230229981244e-11,-0.021243078775538306,False
BASE,BUY_HOLD,0.26625532120000167,0.036257471645616976,0.051838074484355,0.1800562146602094,0.28789939065519343,-0.4095181596707963,1604,0.9526549098848204,2,85.73576,290.400000000011,False,8.185452315956354e-11,0.0,False
