period,date,panic_state,learned_state,target,panic_budget,learned_budget,panic_cycle_risk,learned_cycle_risk,panic_mature_cycles,learned_mature_cycles,panic_squared_loss_sum,learned_squared_loss_sum,panic_latest_maturity,learned_latest_maturity,risk_update_scheduled,last_successful_risk_origin,risk_status
evaluation,2022-01-04,0.0,0.0,0.0,0.46496746445938614,0.5350325355406139,0.04138355586743502,0.03596418117367737,11,18,0.01895118435479739,0.0209750242223687,2021-08-11,2021-12-09,True,2022-01-04,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-02-07,0.0,0.0,0.0,0.46496746445938614,0.5350325355406139,0.04138355586743502,0.03596418117367737,11,18,0.01895118435479739,0.0209750242223687,2021-08-11,2021-12-09,True,2022-02-07,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-03-01,0.0,0.0,0.0,0.46496746445938614,0.5350325355406139,0.04138355586743502,0.03596418117367737,11,18,0.01895118435479739,0.0209750242223687,2021-08-11,2021-12-09,True,2022-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-04-01,0.0,0.0,0.0,0.46496746445938614,0.5350325355406139,0.04138355586743502,0.03596418117367737,11,18,0.01895118435479739,0.0209750242223687,2021-08-11,2021-12-09,True,2022-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-05-05,0.0,0.0,0.0,0.46496746445938614,0.5350325355406139,0.04138355586743502,0.03596418117367737,11,18,0.01895118435479739,0.0209750242223687,2021-08-11,2021-12-09,True,2022-05-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-06-01,0.0,0.0,0.0,0.4590947602742952,0.5409052397257047,0.04138355586743502,0.03512440306529928,11,19,0.01895118435479739,0.021074473813872112,2021-08-11,2022-05-23,True,2022-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-07-01,0.0,0.0,0.0,0.4533671449659973,0.5466328550340027,0.04138355586743502,0.034322753196005376,11,20,0.01895118435479739,0.021139079126031843,2021-08-11,2022-06-10,True,2022-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-08-01,0.0,0.0,0.0,0.4533671449659973,0.5466328550340027,0.04138355586743502,0.034322753196005376,11,20,0.01895118435479739,0.021139079126031843,2021-08-11,2022-06-10,True,2022-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-09-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2022-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-10-10,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2022-10-10,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-11-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2022-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2022-12-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2022-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-01-03,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-01-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-02-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-02-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-03-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-04-03,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-04-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-05-04,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-05-04,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-06-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-07-03,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-08-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-09-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-10-09,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-11-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2023-12-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2023-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-01-02,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2024-01-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-02-01,0.0,0.0,0.0,0.4486507885822406,0.5513492114177593,0.04138355586743502,0.033675145606028314,11,21,0.01895118435479739,0.021348339494918583,2021-08-11,2022-08-26,True,2024-02-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-03-01,0.0,0.0,0.0,0.4431594154222101,0.55684058457779,0.04138355586743502,0.03293494212568996,11,22,0.01895118435479739,0.021348339494918583,2021-08-11,2024-02-23,True,2024-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-04-01,0.0,0.0,0.0,0.4431594154222101,0.55684058457779,0.04138355586743502,0.03293494212568996,11,22,0.01895118435479739,0.021348339494918583,2021-08-11,2024-02-23,True,2024-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-05-06,0.0,0.0,0.0,0.4431594154222101,0.55684058457779,0.04138355586743502,0.03293494212568996,11,22,0.01895118435479739,0.021348339494918583,2021-08-11,2024-02-23,True,2024-05-06,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-06-03,0.0,0.0,0.0,0.4431594154222101,0.55684058457779,0.04138355586743502,0.03293494212568996,11,22,0.01895118435479739,0.021348339494918583,2021-08-11,2024-02-23,True,2024-06-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-07-01,0.0,1.0,0.55684058457779,0.4431594154222101,0.55684058457779,0.04138355586743502,0.03293494212568996,11,22,0.01895118435479739,0.021348339494918583,2021-08-11,2024-02-23,True,2024-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-08-01,0.0,1.0,0.5567758067211696,0.44322419327883045,0.5567758067211696,0.04138355586743502,0.032943588681357654,11,23,0.01895118435479739,0.02244672084495543,2021-08-11,2024-07-18,True,2024-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-09-02,0.0,1.0,0.5606330723162815,0.4393669276837185,0.5606330723162815,0.04138355586743502,0.03243220333574032,11,24,0.01895118435479739,0.022696195330270133,2021-08-11,2024-08-06,True,2024-09-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-10-08,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2024-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-11-01,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2024-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2024-12-02,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2024-12-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-01-02,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2025-01-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-02-05,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2025-02-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-03-03,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2025-03-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-04-01,0.0,0.0,0.0,0.43567311968883915,0.564326880311161,0.04138355586743502,0.03194904144676129,11,26,0.01895118435479739,0.02396001373290552,2021-08-11,2024-09-30,True,2025-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-05-06,0.0,0.0,0.0,0.44104947880052797,0.558950521199472,0.03976003439365231,0.03137333588808537,12,27,0.01895118435479739,0.02396001373290552,2025-04-23,2025-04-23,True,2025-05-06,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-06-03,0.0,1.0,0.558950521199472,0.44104947880052797,0.558950521199472,0.03976003439365231,0.03137333588808537,12,27,0.01895118435479739,0.02396001373290552,2025-04-23,2025-04-23,True,2025-06-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-07-01,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-08-01,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-09-01,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-10-09,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-11-03,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-11-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2025-12-01,0.0,0.0,0.0,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2025-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-01-05,0.0,1.0,0.5632713821056237,0.43672861789437645,0.5632713821056237,0.03976003439365231,0.030827671030012518,12,28,0.01895118435479739,0.02396001373290552,2025-04-23,2025-06-18,True,2026-01-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-02-02,0.0,0.0,0.0,0.4325633494092405,0.5674366505907595,0.03976003439365231,0.030309522009266066,12,29,0.01895118435479739,0.02396001373290552,2025-04-23,2026-01-16,True,2026-02-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-03-02,0.0,0.0,0.0,0.4325633494092405,0.5674366505907595,0.03976003439365231,0.030309522009266066,12,29,0.01895118435479739,0.02396001373290552,2025-04-23,2026-01-16,True,2026-03-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-04-01,0.0,0.0,0.0,0.4325633494092405,0.5674366505907595,0.03976003439365231,0.030309522009266066,12,29,0.01895118435479739,0.02396001373290552,2025-04-23,2026-01-16,True,2026-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-05-06,0.0,1.0,0.5674366505907595,0.4325633494092405,0.5674366505907595,0.03976003439365231,0.030309522009266066,12,29,0.01895118435479739,0.02396001373290552,2025-04-23,2026-01-16,True,2026-05-06,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-06-01,0.0,0.0,0.0,0.4262185016978444,0.5737814983021556,0.03976003439365231,0.02953469628571602,12,31,0.01895118435479739,0.024313545110063606,2025-04-23,2026-05-18,True,2026-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-07-01,0.0,0.0,0.0,0.42783031220882334,0.5721696877911766,0.03976003439365231,0.02972990057152087,12,32,0.01895118435479739,0.02556761060375306,2025-04-23,2026-06-23,True,2026-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
evaluation,2026-08-03,0.0,0.0,0.0,0.4295559429816819,0.5704440570183181,0.03976003439365231,0.029940112192984033,12,33,0.01895118435479739,0.02687795081636802,2025-04-23,2026-07-31,True,2026-08-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2013-06-03,0.0,0.0,0.0,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,True,2013-06-03,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
earlier_diagnostic,2013-07-01,1.0,0.0,0.6,0.6,0.39999999999999997,0.04,0.06,0,0,0.0,0.0,,,True,2013-07-01,EXPLICIT_ORIGINAL_STOP_RISK_PRIOR
earlier_diagnostic,2013-08-01,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2013-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2013-09-02,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2013-09-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2013-10-08,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2013-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2013-11-01,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2013-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2013-12-02,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2013-12-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-01-02,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-01-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-02-07,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-02-07,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-03-03,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-03-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-04-01,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-05-05,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-05-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-06-03,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-06-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-07-01,0.0,0.0,0.0,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-08-01,0.0,1.0,0.32115682387534183,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-09-01,0.0,1.0,0.32115682387534183,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-10-08,0.0,1.0,0.32115682387534183,0.678843176124658,0.32115682387534183,0.028385656820658686,0.06,1,0,1.149102628041408e-05,0.0,2013-07-10,,True,2014-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-11-03,0.0,0.0,0.0,0.5993902495448507,0.40060975045514946,0.028385656820658686,0.04247047383619268,1,1,1.149102628041408e-05,7.482295741453601e-06,2013-07-10,2014-10-30,True,2014-11-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2014-12-01,0.0,1.0,0.40060975045514946,0.5993902495448507,0.40060975045514946,0.028385656820658686,0.04247047383619268,1,1,1.149102628041408e-05,7.482295741453601e-06,2013-07-10,2014-10-30,True,2014-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-01-05,0.0,1.0,0.40060975045514946,0.5993902495448507,0.40060975045514946,0.028385656820658686,0.04247047383619268,1,1,1.149102628041408e-05,7.482295741453601e-06,2013-07-10,2014-10-30,True,2015-01-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-02-02,0.0,0.0,0.0,0.559409803552196,0.4405901964478039,0.028385656820658686,0.036040780829370817,1,2,1.149102628041408e-05,0.00029681364837222916,2013-07-10,2015-01-20,True,2015-02-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-03-02,0.0,1.0,0.4405901964478039,0.559409803552196,0.4405901964478039,0.028385656820658686,0.036040780829370817,1,2,1.149102628041408e-05,0.00029681364837222916,2013-07-10,2015-01-20,True,2015-03-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-04-01,0.0,1.0,0.4405901964478039,0.559409803552196,0.4405901964478039,0.028385656820658686,0.036040780829370817,1,2,1.149102628041408e-05,0.00029681364837222916,2013-07-10,2015-01-20,True,2015-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-05-04,0.0,1.0,0.4405901964478039,0.559409803552196,0.4405901964478039,0.028385656820658686,0.036040780829370817,1,2,1.149102628041408e-05,0.00029681364837222916,2013-07-10,2015-01-20,True,2015-05-04,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-06-01,0.0,0.0,0.0,0.5237137171854838,0.4762862828145162,0.028385656820658686,0.03121223177046232,1,3,1.149102628041408e-05,0.00029681364837222916,2013-07-10,2015-05-15,True,2015-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-07-01,0.0,0.0,0.0,0.48712126380993814,0.512878736190062,0.05871671444128548,0.055767880645390754,2,4,0.008742957664338387,0.011950282558392743,2015-06-29,2015-06-23,True,2015-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-08-03,0.0,0.0,0.0,0.5230622978560178,0.4769377021439823,0.050850166332909834,0.055767880645390754,3,4,0.008742957664338387,0.011950282558392743,2015-07-13,2015-06-23,True,2015-08-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-09-01,1.0,0.0,0.5230622978560178,0.5230622978560178,0.4769377021439823,0.050850166332909834,0.055767880645390754,3,4,0.008742957664338387,0.011950282558392743,2015-07-13,2015-06-23,True,2015-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-10-08,0.0,1.0,0.4513687185417572,0.5486312814582427,0.4513687185417572,0.04588122783628692,0.055767880645390754,4,4,0.008925435338826346,0.011950282558392743,2015-09-15,2015-06-23,True,2015-10-08,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-11-02,0.0,1.0,0.4513687185417572,0.5486312814582427,0.4513687185417572,0.04588122783628692,0.055767880645390754,4,4,0.008925435338826346,0.011950282558392743,2015-09-15,2015-06-23,True,2015-11-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2015-12-01,0.0,1.0,0.4513687185417572,0.5486312814582427,0.4513687185417572,0.04588122783628692,0.055767880645390754,4,4,0.008925435338826346,0.011950282558392743,2015-09-15,2015-06-23,True,2015-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-01-04,0.0,0.0,0.0,0.5265589814122849,0.4734410185877151,0.04588122783628692,0.05102889620229263,4,5,0.008925435338826346,0.01202368948574613,2015-09-15,2015-12-29,True,2016-01-04,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-02-01,1.0,0.0,0.4814597508237445,0.4814597508237445,0.5185402491762555,0.054958979450834555,0.05102889620229263,5,5,0.01652293653366353,0.01202368948574613,2016-01-12,2015-12-29,True,2016-02-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-03-01,1.0,0.0,0.49987020184850095,0.49987020184850095,0.5001297981514989,0.05105539690737806,0.05102889620229263,6,5,0.01664657487358936,0.01202368948574613,2016-02-18,2015-12-29,True,2016-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-04-01,0.0,0.0,0.0,0.5165555717189899,0.48344442828101014,0.04775795074329164,0.05102889620229263,7,5,0.01664657487358936,0.01202368948574613,2016-03-03,2015-12-29,True,2016-04-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-05-03,0.0,1.0,0.48344442828101014,0.5165555717189899,0.48344442828101014,0.04775795074329164,0.05102889620229263,7,5,0.01664657487358936,0.01202368948574613,2016-03-03,2015-12-29,True,2016-05-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-06-01,0.0,1.0,0.48344442828101014,0.5165555717189899,0.48344442828101014,0.04775795074329164,0.05102889620229263,7,5,0.01664657487358936,0.01202368948574613,2016-03-03,2015-12-29,True,2016-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-07-01,0.0,1.0,0.48344442828101014,0.5165555717189899,0.48344442828101014,0.04775795074329164,0.05102889620229263,7,5,0.01664657487358936,0.01202368948574613,2016-03-03,2015-12-29,True,2016-07-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-08-01,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2016-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-09-01,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2016-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-10-10,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2016-10-10,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-11-01,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2016-11-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2016-12-01,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2016-12-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-01-03,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-01-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-02-03,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-02-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-03-01,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-03-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
earlier_diagnostic,2017-04-05,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-04-05,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
