date,panic_state,learned_state,target,panic_budget,learned_budget,panic_cycle_risk,learned_cycle_risk,panic_mature_cycles,learned_mature_cycles,panic_squared_loss_sum,learned_squared_loss_sum,panic_latest_maturity,learned_latest_maturity,risk_update_scheduled,last_successful_risk_origin,risk_status
2017-05-12,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-15,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-16,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-17,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-18,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-19,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-22,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-23,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-24,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-25,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-26,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-05-31,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-05-02,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-01,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-02,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-05,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-06,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-07,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-08,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-09,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-12,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-13,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-14,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-15,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-16,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-19,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-20,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-21,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-22,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-23,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-26,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-27,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-28,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-29,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-06-30,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-06-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-03,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-04,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-05,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-06,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-07,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-10,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-11,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-12,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-13,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-14,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-17,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-18,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-19,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-20,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-21,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-24,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-25,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-26,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-27,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-28,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-07-31,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-07-03,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-01,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,True,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-02,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-03,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-04,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-07,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-08,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-09,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-10,0.0,1.0,0.49407068863755566,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-11,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-14,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-15,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-16,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-17,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-18,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-21,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-22,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-23,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-24,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-25,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-28,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-29,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-30,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-08-31,0.0,0.0,0.0,0.5059293113624445,0.49407068863755566,0.04775795074329164,0.04890423108941025,7,6,0.01664657487358936,0.01314136672912508,2016-03-03,2016-07-28,False,2017-08-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-01,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-04,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-05,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-06,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-07,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-08,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-11,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-12,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-13,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-14,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-15,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-18,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-19,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-20,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-21,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-22,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-25,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-26,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-27,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-28,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-09-29,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-09-01,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-09,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,True,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-10,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-11,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-12,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-13,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
2017-10-16,0.0,0.0,0.0,0.4892606344342088,0.5107393655657912,0.04775795074329164,0.04574952873283201,7,7,0.01664657487358936,0.013144155034209772,2016-03-03,2017-08-14,False,2017-10-09,MATURE_CYCLE_RISK_BUDGET_AVAILABLE
