period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.24479840689999874,0.03358895008381669,0.03340280679001166,0.02708670020680005,1.2331811012411902,-0.0230773650701304,1604,0.044585779150991024,45,761.1186200000001,2262.4999999999645,False,4.695266397902742e-11
evaluation,STRESS,0.23100648979999944,0.03185300250380885,0.03171986770924186,0.027020129920864125,1.173934685071545,-0.023569045524213978,1604,0.04460440927006789,45,1490.30204,4072.0000000000236,False,3.998934516857844e-11
earlier_diagnostic,BASE,0.1568584352000007,0.0293488950560923,0.03162303621561269,0.0733779218584707,0.4309611857992698,-0.11074951407131403,1219,0.11458489947978016,35,786.8129600000001,2425.6999999999634,False,5.218225851422176e-11
earlier_diagnostic,STRESS,0.14153592399999956,0.026627814295249148,0.028969239118058602,0.0732794877947668,0.39532534942373626,-0.11216937802319174,1219,0.1146310833475733,35,1564.3152,4525.500000000001,False,4.160938260611147e-11
