period,date,panic_budget,learned_budget,panic_sd,learned_sd,reference_covariance,difference_variance,raw_panic_budget,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_reference_return,learned_reference_return
evaluation,2017-03-01,0.6359063890961874,0.36409361090381265,0.0,0.005067231213318216,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-03-01,2017-02-03,2016-03-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-04-05,0.6359063890961874,0.36409361090381265,0.0,0.005067231213318216,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-04-05,2017-02-03,2016-04-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-05-02,0.6359063890961874,0.36409361090381265,0.0,0.0049503049913312246,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-05-02,2017-02-03,2016-05-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-06-01,0.6359063890961874,0.36409361090381265,0.0,0.004083309846520026,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-06-01,2017-02-03,2016-06-01,242,0.0,1.0,0.36409361090381265,0.0,0.0022840681849551903
evaluation,2017-07-03,0.6359063890961874,0.36409361090381265,0.0,0.0035159084980802054,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-07-03,2017-02-03,2016-07-05,242,0.0,1.0,0.36409361090381265,0.0,-0.004327221915917834
evaluation,2017-08-01,0.6359063890961874,0.36409361090381265,0.0,0.0034900462420073496,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-08-01,2017-02-03,2016-08-03,242,0.0,1.0,0.36409361090381265,0.0,0.007887425596378117
evaluation,2017-09-01,0.6359063890961874,0.36409361090381265,0.0,0.003811679736675856,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-09-01,2017-02-03,2016-09-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-10-09,0.6359063890961874,0.36409361090381265,0.0,0.0038116797366758554,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-10-09,2017-02-03,2016-10-13,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-11-01,0.6359063890961874,0.36409361090381265,0.0,0.003811679736675855,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-11-01,2017-02-03,2016-11-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2017-12-01,0.6359063890961874,0.36409361090381265,0.0,0.0038116797366758545,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2017-12-01,2017-02-03,2016-12-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-01-02,0.6359063890961874,0.36409361090381265,0.0,0.003811679736675854,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-01-02,2017-02-03,2017-01-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-02-01,0.6359063890961874,0.36409361090381265,0.0,0.0038116797366758537,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-02-01,2017-02-03,2017-02-14,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-03-01,0.7669134071865595,0.23308659281344046,0.0020934078513553393,0.0038116797366758532,-4.796397947485868e-08,1.9007186806051218e-05,0.7669134071865595,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-03-01,2018-03-01,2017-03-07,242,1.0,0.0,0.7669134071865595,0.007199727031230507,0.0
evaluation,2018-04-02,0.7523612786811028,0.2476387213188972,0.0021800362918032237,0.003811679736675853,-4.413915381234063e-08,1.936973895618915e-05,0.7523612786811028,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-04-02,2018-04-02,2017-04-10,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-05-02,0.7523612786811026,0.24763872131889741,0.002180036291803224,0.0038116797366758524,-4.413915381234064e-08,1.936973895618915e-05,0.7523612786811026,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-05-02,2018-05-02,2017-05-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-06-01,0.7045538892891814,0.2954461107108186,0.0021800362918032246,0.003371318309433239,-2.3329351525929162e-08,1.6165004080150784e-05,0.7045538892891814,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-06-01,2018-06-01,2017-06-08,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-07-02,0.5920930179825173,0.40790698201748266,0.002180036291803225,0.002626701119657428,-2.2892521840775814e-09,1.1656695509956939e-05,0.5920930179825173,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-07-02,2018-07-02,2017-07-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-08-01,0.25975878885538456,0.7402412111446155,0.002180036291803226,0.001293493312841446,8.319282350873964e-09,6.4090446192429385e-06,0.25975878885538456,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-08-01,2018-08-01,2017-08-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-09-03,0.25975878885538456,0.7402412111446155,0.0021800362918032263,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-09-03,2018-08-01,2017-09-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-10-08,0.25975878885538456,0.7402412111446155,0.0021800362918032268,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2018-10-08,2018-08-01,2017-10-11,242,0.0,1.0,0.7402412111446155,0.0,0.0
evaluation,2018-11-01,0.5954628808983318,0.40453711910166823,0.0028942189593289913,0.003517034992056225,-8.400789352436475e-08,2.0914054306936034e-05,0.5954628808983318,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-11-01,2018-11-01,2017-11-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2018-12-03,0.5954628808983323,0.4045371191016677,0.0028942189593289887,0.0035170349920562263,-8.400789352436477e-08,2.0914054306936034e-05,0.5954628808983323,MIN_VARIANCE_BUDGET_AVAILABLE,True,2018-12-03,2018-12-03,2017-12-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-01-02,0.595462880898333,0.404537119101667,0.0028942189593289857,0.003517034992056228,-8.400789352436477e-08,2.091405430693603e-05,0.595462880898333,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-01-02,2019-01-02,2018-01-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-02-01,0.5954628808983333,0.4045371191016667,0.002894218959328982,0.0035170349920562293,-8.400789352436477e-08,2.091405430693603e-05,0.5954628808983333,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-02-01,2019-02-01,2018-02-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-03-01,0.7870996533204222,0.2129003466795778,0.0019400477307257116,0.0037609349884174677,-8.520217461662329e-08,1.807882153382993e-05,0.7870996533204222,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-03-01,2019-03-01,2018-03-05,242,0.0,1.0,0.2129003466795778,0.0,0.02045840352454964
evaluation,2019-04-01,0.8490784746930743,0.1509215253069257,0.0018904533808731599,0.0045370228339607355,-1.0342532564579318e-07,2.436524083242743e-05,0.8490784746930743,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-04-01,2019-04-01,2018-04-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-05-06,0.8490784746930728,0.15092152530692715,0.0018904533808731605,0.004537022833960732,-1.0342532564579325e-07,2.4365240832427437e-05,0.8490784746930728,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-05-06,2019-05-06,2018-05-08,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-06-03,0.8494726282268504,0.15052737177314957,0.001890453380873161,0.00454459252095354,-1.0449029636637029e-07,2.4436115759494344e-05,0.8494726282268504,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-06-03,2019-06-03,2018-06-05,242,0.0,1.0,0.15052737177314957,0.0,0.0021965953169207353
evaluation,2019-07-01,0.9047136327861768,0.09528636721382322,0.0018904533808731614,0.005850473806610295,-3.482426970021087e-08,3.787150628648831e-05,0.9047136327861768,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-07-01,2019-07-01,2018-07-03,242,0.0,1.0,0.09528636721382322,0.0,0.024554148775442153
evaluation,2019-08-01,0.9057053659167394,0.09429463408326055,0.001890453380873162,0.005893108677895225,-4.672155837302687e-08,3.8395986991484724e-05,0.9057053659167394,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-08-01,2019-08-01,2018-08-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-09-02,0.90570536591674,0.09429463408326,0.0018904533808731627,0.005893108677895228,-4.6721558373026876e-08,3.839598699148473e-05,0.90570536591674,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-09-02,2019-09-02,2018-09-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-10-08,0.9057106208903908,0.09428937910960922,0.0018904533808731634,0.005892808852338613,-4.6062268142738e-08,3.839113469174066e-05,0.9057106208903908,MIN_VARIANCE_BUDGET_AVAILABLE,True,2019-10-08,2019-10-08,2018-10-10,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-11-01,0.9057106208903908,0.09428937910960922,0.0,0.004720633144075438,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-11-01,2019-10-08,2018-11-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2019-12-02,0.9057106208903908,0.09428937910960922,0.0,0.004720633144075438,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2019-12-02,2019-10-08,2018-12-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-01-02,0.9057106208903908,0.09428937910960922,0.0,0.004720633144075438,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2020-01-02,2019-10-08,2019-01-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-02-03,0.9057106208903908,0.09428937910960922,0.0,0.004720633144075439,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2020-02-03,2019-10-08,2019-01-29,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-03-02,1.0,0.0,0.0023292574331176563,0.00576157610179238,5.454740378031441e-06,2.7711718610416083e-05,1.0010573212260658,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-03-02,2020-03-02,2019-03-05,242,0.0,0.0,0.0,0.0,0.0031027542928254714
evaluation,2020-04-01,0.9996610737660285,0.0003389262339714705,0.0023292574331176567,0.005204481477380975,5.418093665253064e-06,2.167588030762928e-05,0.9996610737660285,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-04-01,2020-04-01,2019-04-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-05-06,0.9996610737660293,0.0003389262339706933,0.0023292574331176576,0.005204481477380977,5.418093665253065e-06,2.1675880307629277e-05,0.9996610737660293,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-05-06,2020-05-06,2019-05-09,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-06-01,0.9995899552181459,0.0004100447818541353,0.002329257433117658,0.0051972442830757965,5.416581736092745e-06,2.160362485551244e-05,0.9995899552181459,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-06-01,2020-06-01,2019-06-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-07-01,1.0,0.0,0.0023292574331176584,0.0038919060660540907,5.494516133870792e-06,9.583340748980926e-06,1.0072079190280543,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-07-01,2020-07-01,2019-07-03,242,0.0,1.0,0.0,0.0,0.019353160542810333
evaluation,2020-08-03,0.9974260151989301,0.0025739848010698507,0.0023292574331176593,0.006767494009595203,5.320981574553729e-06,4.058245221053328e-05,0.9974260151989301,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-08-03,2020-08-03,2019-08-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-09-01,0.99753915022618,0.0024608497738199953,0.0023292574331176597,0.0071828668207985545,5.311265409782106e-06,4.6396485135498364e-05,0.99753915022618,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-09-01,2020-09-01,2019-09-03,242,0.0,1.0,0.0024608497738199953,0.0,0.006967455341191808
evaluation,2020-10-09,0.9991156345789324,0.0008843654210676233,0.0023292574331176606,0.007528053987235487,5.38003955933925e-06,5.133695790578754e-05,0.9991156345789324,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-10-09,2020-10-09,2019-10-11,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-11-02,0.9991156345789315,0.0008843654210685115,0.002329257433117661,0.007528053987235483,5.3800395593392504e-06,5.133695790578754e-05,0.9991156345789315,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-11-02,2020-11-02,2019-11-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2020-12-01,0.9991156345789305,0.0008843654210695107,0.0023292574331176615,0.00752805398723548,5.3800395593392504e-06,5.133695790578754e-05,0.9991156345789305,MIN_VARIANCE_BUDGET_AVAILABLE,True,2020-12-01,2020-12-01,2019-12-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-01-04,0.9991156345789289,0.000884365421071065,0.0023292574331176623,0.007528053987235475,5.380039559339251e-06,5.133695790578753e-05,0.9991156345789289,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-01-04,2021-01-04,2020-01-06,242,0.0,1.0,0.000884365421071065,0.0,0.0
evaluation,2021-02-01,0.9994023822155597,0.0005976177844403407,0.0017266969600287197,0.008059676079131817,2.9443995737303137e-06,6.205106174484144e-05,0.9994023822155597,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-02-01,2021-02-01,2020-02-11,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-03-01,0.9994023822155597,0.0005976177844403407,0.0,0.008342168858601397,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-03-01,2021-02-01,2020-03-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-04-01,0.9994023822155597,0.0005976177844403407,0.0,0.0083421688586014,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-04-01,2021-02-01,2020-04-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-05-06,0.9994023822155597,0.0005976177844403407,0.0,0.008342168858601404,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-05-06,2021-02-01,2020-05-08,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-06-01,0.9994023822155597,0.0005976177844403407,0.0,0.008342168858601406,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-06-01,2021-02-01,2020-06-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-07-01,0.9994023822155597,0.0005976177844403407,0.0,0.008276601127946122,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2021-07-01,2021-02-01,2020-07-06,242,0.0,1.0,0.0005976177844403407,0.0,-0.00038028880083329497
evaluation,2021-08-02,0.9450430411519534,0.05495695884804663,0.0016567503102523533,0.006852638617759234,1.49082395860359e-08,4.9673661136954574e-05,0.9450430411519534,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-08-02,2021-08-02,2020-08-05,242,1.0,0.0,0.9450430411519534,0.02479260845439679,0.0
evaluation,2021-09-01,0.9060664512127111,0.09393354878728888,0.002069706207519656,0.006405524801534092,3.3416203269789226e-08,4.5247599361974286e-05,0.9060664512127111,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-09-01,2021-09-01,2020-09-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2021-10-08,0.8947028179309978,0.10529718206900218,0.0020697062075196566,0.006034413321295806,-2.1317438573236693e-09,4.0702091405392374e-05,0.8947028179309978,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-10-08,2021-10-08,2020-10-12,242,0.0,0.0,0.0,0.0,0.0
