period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,TWO_POLICY_MIN_VARIANCE,-10243.168139999965,-10685.69999999999,-17.600000000000023,-105.43185999999992,-354.70000000000164
evaluation,BASE,PANIC_LEARNED_HALF,-10619.869899999961,-8737.099999999999,-3979.2,-514.7300999999999,-1581.699999999949
evaluation,STRESS,TWO_POLICY_MIN_VARIANCE,-9784.478440000152,-10605.69999999999,-8.800000000000011,-221.92156,-608.0999999999913
evaluation,STRESS,PANIC_LEARNED_HALF,-8571.928520000103,-8542.300000000003,-3936.7999999999993,-1037.67148,-2869.5
earlier_diagnostic,BASE,TWO_POLICY_MIN_VARIANCE,-7739.004079999839,-7646.199999999997,0.0,21.204079999999976,71.59999999999536
earlier_diagnostic,BASE,PANIC_LEARNED_HALF,-14561.065499999939,-14276.599999999991,0.0,60.36550000000011,224.09999999999673
earlier_diagnostic,STRESS,TWO_POLICY_MIN_VARIANCE,-7818.544199999946,-7652.200000000004,0.0,41.644199999999955,124.699999999998
earlier_diagnostic,STRESS,PANIC_LEARNED_HALF,-14746.53707999998,-14250.999999999993,0.0,119.43707999999992,376.1000000000013
