period,cost,year,new_return,parent_return,return_difference
evaluation,BASE,2020,0.15091847539999928,0.1984676459999992,-0.04754917059999991
evaluation,BASE,2021,-0.07023928273625539,0.04617691331485621,-0.1164161960511116
evaluation,BASE,2022,0.00034326033222368836,0.02614325317990448,-0.02579999284768079
evaluation,BASE,2023,0.0,0.0,0.0
evaluation,BASE,2024,0.29129745671862267,0.1052417254962333,0.1860557312223894
evaluation,BASE,2025,0.05570074682780059,0.074523493402178,-0.018822746574377408
evaluation,BASE,2026,-0.045223878617189954,0.02277813084023497,-0.06800200945742492
evaluation,STRESS,2020,0.14777477019999938,0.19339729239999978,-0.045622522200000404
evaluation,STRESS,2021,-0.07521962029619834,0.040063838676763254,-0.1152834589729616
evaluation,STRESS,2022,-0.003753275123511452,0.023338175914139076,-0.027091451037650528
evaluation,STRESS,2023,0.0,0.0,0.0
evaluation,STRESS,2024,0.279583046708643,0.09846225867325524,0.18112078803538773
evaluation,STRESS,2025,0.05057278388411819,0.07086640956728539,-0.0202936256831672
evaluation,STRESS,2026,-0.050655460949166606,0.01721367700991211,-0.06786913795907872
earlier_diagnostic,BASE,2015,0.32273049870000053,0.32273049870000053,0.0
earlier_diagnostic,BASE,2016,0.026171735386779606,0.026171735386779606,0.0
earlier_diagnostic,BASE,2017,0.03942128571664453,0.10178593051068936,-0.062364644794044834
earlier_diagnostic,BASE,2018,-0.07856506597849756,-0.07851933746461401,-4.572851388355559e-05
earlier_diagnostic,BASE,2019,0.07301608618443683,0.09547468442489916,-0.022458598240462327
earlier_diagnostic,STRESS,2015,0.31435863239999967,0.31435863239999967,0.0
earlier_diagnostic,STRESS,2016,0.02448037149590405,0.02448037149590405,0.0
earlier_diagnostic,STRESS,2017,0.037811557492669394,0.10011105574099499,-0.0622994982483256
earlier_diagnostic,STRESS,2018,-0.08004696807899246,-0.08004653969963171,-4.283793607479103e-07
earlier_diagnostic,STRESS,2019,0.06981560523433868,0.09221658168038552,-0.02240097644604684
