period,cost,block_days,replications,valid_sharpe_draws,net_sharpe_low,net_sharpe_high,cagr_excess_vs_buy_hold_low,cagr_excess_vs_buy_hold_high,sharpe_difference_vs_covariance_low,sharpe_difference_vs_covariance_high,sharpe_difference_vs_continuous_low,sharpe_difference_vs_continuous_high
evaluation,BASE,20,2000,2000,0.4977108387993487,1.8970299456382644,-0.12994436437993573,0.11926819930026816,-0.10956257995110524,0.12245100813432908,-0.29968199445905735,0.49304825162896826
evaluation,STRESS,20,2000,2000,0.4257329087496951,1.852935121591509,-0.1317847901387508,0.11745629846191946,-0.11016138107264997,0.12221935688712096,-0.30386167287764937,0.5096457112418609
evaluation,BASE,60,2000,2000,0.6316640581676725,1.8452430068864536,-0.1254578846866651,0.11607861426086338,-0.10489246044530919,0.11651424164781801,-0.29322928616612726,0.4909094256376739
evaluation,STRESS,60,2000,2000,0.5616458468923519,1.7914012695386357,-0.1267176063624415,0.11440341495369884,-0.10414682953588689,0.11824171879223402,-0.2949288261415174,0.5080968201590782
earlier_diagnostic,BASE,20,2000,2000,-0.21414927815926804,1.7912534519298478,-0.2004491443460115,0.16800230163339938,-0.00918980717035676,0.11505862593504107,-0.10509177156546923,0.7530405956796484
earlier_diagnostic,STRESS,20,2000,2000,-0.21528426231559217,1.8301422963467304,-0.19534263840078164,0.1740208394021306,-0.009409988059628593,0.11458493983094739,-0.0888014998562039,0.8528281262298838
earlier_diagnostic,BASE,60,2000,2000,-0.1545822397727041,1.7764698618473331,-0.18545159351535345,0.17680094085627915,-0.0032202289411079055,0.10654959772006253,-0.059576552258643146,0.6553765932135025
earlier_diagnostic,STRESS,60,2000,2000,-0.17289958395221922,1.7960475598708117,-0.17912169551099633,0.17910427973195925,-0.003803432058251563,0.10588039039527469,-0.04341729991077305,0.7744869439484255
