period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-67856.33910000013,-71852.29999999996,8645.3,1151.7391000000002,3497.6000000001077,-1.2622443456300094
evaluation,BASE,VINTAGE_REFERENCE_RISK,-56727.26698000013,-54132.69999999999,581.8000000000011,798.4669800000001,2377.9000000000688,-0.7168782163906485
evaluation,BASE,BUY_HOLD,-54705.33070000005,-34018.09999999999,-12432.500000000002,2070.6307,6184.1000000000495,-0.2591520479701929
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-72857.46859999985,-72689.79999999997,8315.3,2204.7685999999994,6278.200000000005,-1.2835446182353472
evaluation,STRESS,VINTAGE_REFERENCE_RISK,-60362.391040000104,-54972.799999999996,396.0,1484.1910399999997,4301.399999999972,-0.7387887198810066
evaluation,STRESS,BUY_HOLD,-63079.36287999994,-35139.6,-12783.600000000002,4000.3628799999997,11155.80000000004,-0.33860427403265014
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,31470.375960000092,28616.200000000063,6803.200000000001,958.4240400000001,2990.600000000052,-0.11053590216938858
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,28047.53432000015,25438.100000000064,6803.200000000001,1019.2656800000002,3174.500000000072,-0.1338127751112057
earlier_diagnostic,BASE,BUY_HOLD,47822.65458000006,63174.70000000004,-9615.999999999996,1420.2454200000002,4315.800000000085,0.6328647915206436
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,21631.29879999999,22304.700000000048,6662.6,1872.9012000000002,5463.100000000039,-0.19192642200525178
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,19057.102279999934,20176.400000000052,6662.6,1993.9977200000003,5787.900000000057,-0.20876870672463588
earlier_diagnostic,STRESS,BUY_HOLD,40835.57131999996,61459.500000000044,-9756.599999999997,2791.1286800000003,8076.200000000053,0.574155706646899
