period,cost,model,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,DRAWDOWN_DEPTH_RISK,862,68,67,0,0,0.3569687569906246
evaluation,STRESS,DRAWDOWN_DEPTH_RISK,862,68,67,0,0,0.3567801496195542
earlier_diagnostic,BASE,DRAWDOWN_DEPTH_RISK,730,48,44,0,0,0.4105545653790326
earlier_diagnostic,STRESS,DRAWDOWN_DEPTH_RISK,730,48,44,0,0,0.4106383396780604
