period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,REARM_RIDGE,-65144.683500000334,-65298.20000000001,227.90000000000146,37.48350000000028,36.90000000022883
evaluation,BASE,DIRECTIONAL_CONTINUATION_EXIT,-16038.197740000003,-21027.10000000008,2955.6000000000004,-531.1022599999997,-1502.200000000008
evaluation,STRESS,REARM_RIDGE,-63726.471320000215,-63870.90000000001,205.3000000000011,67.47132000000056,-6.600000000002183
evaluation,STRESS,DIRECTIONAL_CONTINUATION_EXIT,-14079.31516000029,-20924.60000000005,2990.3999999999996,-1024.18484,-2830.6999999999716
earlier_diagnostic,BASE,REARM_RIDGE,-13971.21636000002,-14012.800000000003,0.0,-13.183639999999968,-28.399999999999636
earlier_diagnostic,BASE,DIRECTIONAL_CONTINUATION_EXIT,14619.745479999983,14648.799999999974,0.0,9.454519999999889,19.599999999964894
earlier_diagnostic,STRESS,REARM_RIDGE,-13795.586360000074,-13878.699999999997,0.0,-26.31363999999985,-56.79999999999927
earlier_diagnostic,STRESS,DIRECTIONAL_CONTINUATION_EXIT,14415.62323999987,14471.499999999956,0.0,18.276760000000195,37.600000000000364
