period,cost,control,terminal_nav_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference
evaluation,BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE,-5383.037179999985,-5443.399999999987,0.0,-14.862820000000056,-45.49999999996862
evaluation,STRESS,CONTINUOUS_REFERENCE_MIN_VARIANCE,-5292.724680000101,-5401.0999999999985,0.0,-30.375319999999874,-77.99999999998727
earlier_diagnostic,BASE,CONTINUOUS_REFERENCE_MIN_VARIANCE,925.0523199999589,923.5999999999985,0.0,-0.2523199999999406,-1.199999999999818
earlier_diagnostic,STRESS,CONTINUOUS_REFERENCE_MIN_VARIANCE,918.8077200000116,915.9000000000015,0.0,-0.5077199999998356,-2.4000000000005457
