cycle_id,mode_base,entry_date_base,entry_index_base,entry_origin_base,entry_quantity_base,entry_cost_cny_base,exit_date_base,exit_origin_base,exit_reasons_base,holding_intervals_base,dividend_cny_base,net_profit_cny_base,mode_stress,entry_date_stress,entry_index_stress,entry_origin_stress,entry_quantity_stress,entry_cost_cny_stress,exit_date_stress,exit_origin_stress,exit_reasons_stress,holding_intervals_stress,dividend_cny_stress,net_profit_cny_stress
5,1,2018-07-02,1484,2018-06-29,62600,221210.03316,2018-07-06,2018-07-05,持仓含分红收益触及固定止损,4,0.0,-10290.225559999992,1,2018-07-02,1484,2018-06-29,62200,219964.9508,2018-07-05,2018-07-04,持仓含分红收益触及固定止损,3,0.0,-9129.118879999964
