period,cost,cycles,losing_cycles,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,11,6,0.0010127566000008447,0.00015273178334770682,0.0007859266311016041,0.035638189606888825,0.02205293365827105,-0.09934524574717452,1604,0.05775224500546552,22,855.64868,2564.1999999999657,False,3.065281362069072e-11
evaluation,STRESS,11,6,-0.014609292200000219,-0.0022179408583369764,-0.0015866537910327891,0.03564994178941094,-0.04450649037256131,-0.10886603697208347,1604,0.05775029804235032,22,1697.95844,4733.400000000025,False,2.751221472863108e-11
earlier_diagnostic,BASE,6,1,0.07606182759999973,0.014659751585020107,0.015104769656990327,0.033278001888518295,0.45389653223746684,-0.09017878227177667,1219,0.03598339391831274,12,511.43448,1632.2999999999458,False,2.5011104298755527e-11
earlier_diagnostic,STRESS,6,1,0.0736588234000004,0.014209517469613943,0.014659186890451934,0.03322182539343434,0.4412516987506967,-0.0868115067392432,1219,0.0351572932996367,12,1019.9353200000002,3027.399999999987,False,2.3518964553659316e-11
