date,independent_positive_amount_cny,independent_negative_amount_cny,independent_up_amount_share
2016-01-11,3467061704.0,8284314724.0,29.50345200192067
2016-01-12,2863844628.0,9186897254.0,23.764882328760844
2016-01-13,1724181268.0,10002439786.0,14.703137929163955
2016-01-14,1724181268.0,10341520053.0,14.289938248339638
2016-01-15,1151212840.0,11308043128.0,9.239820122138452
2016-01-18,1151212840.0,11665610719.0,8.98204484676405
2016-01-19,1967054653.0,11086404095.0,15.069221812964969
2016-01-20,1438286722.0,11902328058.0,10.781262675812007
2016-01-21,1438286722.0,12277865971.0,10.48607983734408
2016-01-22,1438286722.0,11895511827.0,10.786774051778874
2016-01-25,1998557979.0,10398337375.0,16.121439456655107
2016-01-26,1376113070.0,11301236123.0,10.85489599639523
2016-01-27,1376113070.0,12595410331.0,9.849413199290106
2016-01-28,1376113070.0,11912680313.0,10.3554403348646
2016-01-29,2264107355.0,10379284090.0,17.907436978828745
2016-02-01,2264107355.0,9962089198.0,18.51849301771977
2016-02-02,2914622274.0,9146546666.0,24.165338272759488
2016-02-03,2914622274.0,8705284907.0,25.08300822545099
2016-02-04,4185504458.0,7738761832.0,35.10072952253736
2016-02-05,4185504458.0,8157696849.0,33.909391525732815
2016-02-15,3369662645.0,8803213326.0,27.681729880660097
2016-02-16,4187211090.0,7987289363.0,34.39328871163828
2016-02-17,4901852746.0,7128917934.0,40.744295410341905
2016-02-18,5580234772.0,6374098488.0,46.67959852409201
2016-02-19,5019963515.0,7017352606.0,41.70334536817802
2016-02-22,7283194455.0,6114453858.0,54.36173785762815
2016-02-23,7283194455.0,5268884177.0,58.02381158155256
2016-02-24,8146047533.0,4564577082.0,64.08849116184838
2016-02-25,7258053248.0,5689976668.0,56.05527091832833
2016-02-26,7258053248.0,6558762953.0,52.530576816059074
2016-02-29,6607538329.0,7682171179.0,46.23983661319926
2016-03-01,7287465215.0,7016200543.0,50.94823479725218
2016-03-02,7367101153.0,7016200543.0,51.21981940383544
2016-03-03,8096383149.0,5601350305.0,59.10746603581851
2016-03-04,9508273083.0,4955833828.0,65.73702159079679
2016-03-07,9752848659.0,4955833828.0,66.30674547240976
2016-03-08,9038207003.0,5832640053.0,60.77802406926994
2016-03-09,8359824977.0,6635680659.0,55.7488702276928
2016-03-10,8359824977.0,6409544943.0,56.60244832570353
2016-03-11,6096594037.0,6885507996.0,46.961532281156735
2016-03-14,7875347149.0,6175910021.0,56.04727786076098
2016-03-15,7012494071.0,7068437488.0,49.801350440609724
2016-03-16,7897637738.0,5943037902.0,57.06107088569847
2016-03-17,9174026206.0,4588863979.0,66.65770112733047
2016-03-18,12247841413.0,3465455753.0,77.94571237093092
2016-03-21,12824023540.0,3465455753.0,78.72580399491841
2016-03-22,11473505418.0,4010260745.0,74.10022404895963
2016-03-23,10744223422.0,4822593606.0,69.02004053027918
2016-03-24,9332333488.0,5951205210.0,61.06133973554977
2016-03-25,8270209467.0,6763699140.0,55.01037476807112
2016-03-28,8270209467.0,6696182911.0,55.25853698154325
2016-03-29,8270209467.0,7493628617.0,52.46317186798631
2016-03-30,9293898432.0,7076510215.0,56.772549985813434
2016-03-31,10154684918.0,6600547162.0,60.606053497290624
2016-04-01,8375931806.0,7416406589.0,53.037945340962914
2016-04-05,9481858450.0,6523879122.0,59.240371818836415
2016-04-06,9512034162.0,6523879122.0,59.317071585132176
2016-04-07,8235645694.0,7284618492.0,53.06382414178835
2016-04-08,5161830487.0,8196581328.0,38.64104923913068
2016-04-11,4854973073.0,8196581328.0,37.19842804798803
2016-04-12,4854973073.0,9007635937.0,35.022073186207535
2016-04-13,7030093020.0,8195303076.0,46.173465541871444
2016-04-14,7670148631.0,7066691472.0,52.047444210503286
2016-04-15,8292097879.0,6254197542.0,57.004877455114624
2016-04-18,8292097879.0,6171590119.0,57.33045320216122
2016-04-19,9183636207.0,4571103807.0,66.76706500924489
2016-04-20,8159947242.0,6048371791.0,57.4307715293262
2016-04-21,7299160756.0,6855023785.0,51.568924616298034
2016-04-22,7299160756.0,6522754661.0,52.80860528941262
2016-04-25,6193234112.0,7012898341.0,46.896653006029034
2016-04-26,5689058617.0,7012898341.0,44.788835577158
2016-04-27,5689058617.0,6710227870.0,45.882145097338295
2016-04-28,5689058617.0,6253225970.0,47.63794210023208
2016-04-29,5098472733.0,6253225970.0,44.91374257187242
2016-05-03,5846674066.0,4897366369.0,54.417833787685296
2016-05-04,4261860632.0,4897366369.0,46.530789460013295
2016-05-05,3621805021.0,5319653906.0,40.50575024242909
2016-05-06,2999855773.0,6003982983.0,33.31751994115786
2016-05-09,2999855773.0,6281732338.0,32.32050094363426
2016-05-10,2108317445.0,6629694263.0,24.128114214698876
2016-05-11,2414253554.0,5152426279.0,31.906379115856005
2016-05-12,2414253554.0,4712066279.0,33.877984858611946
2016-05-13,2694172753.0,4228475976.0,38.9182357572718
2016-05-16,2694172753.0,4077068324.0,39.788463035991235
2016-05-17,2578826231.0,4077068324.0,38.744998282203106
2016-05-18,2578826231.0,3982787334.0,39.301708420556764
2016-05-19,2920443434.0,3527826398.0,45.29034159685891
2016-05-20,2561777719.0,3953206287.0,39.32132015428926
2016-05-23,2146083851.0,3953206287.0,35.18579707545632
2016-05-24,1555777338.0,4249212716.0,26.800689123110082
2016-05-25,1812877125.0,3826925179.0,32.144338175014155
2016-05-26,1812877125.0,3576266501.0,33.639428651590364
2016-05-27,2074869646.0,2571834573.0,44.65250096005734
2016-05-30,2074869646.0,2465790419.0,45.69533099368891
2016-05-31,3323110573.0,2465790419.0,57.40486108835492
2016-06-01,3864954062.0,2099498425.0,64.79981306622823
2016-06-02,3585034863.0,2390907908.0,59.99111772618413
2016-06-03,4149239256.0,2052171880.0,66.9079853763142
2016-06-06,3853441894.0,2311977577.0,62.50088760586782
2016-06-07,3853441894.0,2131219050.0,64.38864173021061
2016-06-08,3511824691.0,2361039416.0,59.797479168880756
2016-06-13,3511824691.0,2962333096.0,54.2437303281623
2016-06-14,3179317226.0,3500333886.0,47.59705518583678
2016-06-15,3784522108.0,3204327457.0,54.15085949127881
2016-06-16,3527422321.0,3477187526.0,50.358583819065345
2016-06-17,4155643098.0,3043517127.0,57.72399791254819
2016-06-20,3893650577.0,3299000810.0,54.13373132524378
2016-06-21,4346451054.0,3057083039.0,58.70778738102314
2016-06-22,2792274018.0,3423291143.0,44.92389582721004
2016-06-23,2250430529.0,3733219316.0,37.60966278600816
2016-06-24,2250430529.0,3920548492.0,36.467965963613345
2016-06-27,2107697319.0,3920548492.0,34.96369234237253
2016-06-28,2673812939.0,3660742795.0,42.20995206733467
2016-06-29,3050602458.0,3477713413.0,46.728781484844305
2016-06-30,3344193298.0,3247893047.0,50.730423161652325
2016-07-01,3641033759.0,2221219478.0,62.10979996598192
2016-07-04,4082422632.0,1683218688.0,70.80604577046427
2016-07-05,3994449920.0,1683218688.0,70.35369965713927
2016-07-06,4890963314.0,1410358619.0,77.61805167239659
2016-07-07,4863425044.0,1410358619.0,77.51980790606997
2016-07-08,4863425044.0,1697299283.0,74.12939184146275
2016-07-11,4761540772.0,1697299283.0,73.72129873867885
2016-07-12,5326115740.0,1331091179.0,80.00526053650219
2016-07-13,6159077125.0,1021163006.0,85.77814965280581
2016-07-14,6159077125.0,975196192.0,86.33082657940452
2016-07-15,6042202268.0,975196192.0,86.1031663292496
2016-07-18,5476086648.0,1434024452.0,79.24744723713631
2016-07-19,5099297129.0,1818999983.0,73.7074029410375
2016-07-20,4805706289.0,2032342999.0,70.2789068431178
2016-07-21,4864180769.0,2032342999.0,70.53090705740608
2016-07-22,4422791896.0,2410925871.0,64.72014278022495
2016-07-25,3905559726.0,2722633890.0,58.9234405671592
2016-07-26,3365742220.0,2722633890.0,55.28144383971049
2016-07-27,2765059713.0,3468300189.0,44.35905765866044
2016-07-28,3457899701.0,2925875842.0,54.16700004109151
2016-07-29,3106983496.0,3339310426.0,48.19798063188593
2016-08-01,2542408528.0,3769665109.0,40.27849917809823
2016-08-02,2085635390.0,3769665109.0,35.61961320953888
2016-08-03,2739123431.0,3336893264.0,45.08090692466407
2016-08-04,2735595206.0,3336893264.0,45.04899794400104
2016-08-05,3066154175.0,2878065004.0,51.582118402232624
2016-08-08,3343908684.0,2493089473.0,57.2881572695004
2016-08-09,4107001093.0,2279746457.0,64.30504824008584
2016-08-10,4334449691.0,2279746457.0,65.53252419510798
2016-08-11,4752533825.0,1901163585.0,71.42696056266857
2016-08-12,5473095520.0,1589455566.0,77.49459725465553
2016-08-15,6464367412.0,1589455566.0,80.26458279078406
2016-08-16,7409678057.0,843789267.0,89.77654803883004
2016-08-17,6716838069.0,1251781470.0,84.29111260898411
2016-08-18,6716838069.0,1165502951.0,85.21374616953581
2016-08-19,6716838069.0,1186069186.0,84.99198905251482
2016-08-22,6340649822.0,1545062025.0,80.40681608740502
2016-08-23,5687161781.0,2366528124.0,70.61560412785721
2016-08-24,5386093680.0,2889551737.0,65.08366911100102
2016-08-25,5055534711.0,3313012098.0,60.41114217779122
2016-08-26,5044872569.0,3313012098.0,60.36063872619601
2016-08-29,4281780160.0,3574715336.0,54.49987417646958
2016-08-30,4047331626.0,3574715336.0,53.10032391794649
2016-08-31,4007886854.0,3574715336.0,52.856351336558774
2016-09-01,3287325159.0,3886320317.0,45.825029547362035
2016-09-02,2272067221.0,3886320317.0,36.89386559355564
2016-09-05,1865082486.0,3886320317.0,32.42830575224449
2016-09-06,2348115192.0,3478328114.0,40.30100472413316
2016-09-07,3020368690.0,3151172049.0,48.94026982457225
2016-09-08,3020368690.0,2954829454.0,50.54842730249717
2016-09-09,3020368690.0,3004864358.0,50.128661678946564
2016-09-12,3020368690.0,2868639002.0,51.28824494664966
2016-09-13,3020368690.0,2662258180.0,53.15092401975708
2016-09-14,3020368690.0,2476474174.0,54.947335492907044
2016-09-19,3087497391.0,2476474174.0,55.49089090285457
2016-09-20,3321796198.0,2214770936.0,59.99739762209122
2016-09-21,3199383500.0,2214770936.0,59.092948637123065
2016-09-22,3152048759.0,2214770936.0,58.732153083819966
2016-09-23,3152048759.0,2128431190.0,59.69246715153089
2016-09-26,2819338917.0,2668943817.0,51.37014715976912
2016-09-27,2281013007.0,3020845367.0,43.02289586206137
2016-09-28,1953374419.0,3020845367.0,39.26996600547879
2016-09-29,1649144311.0,3020845367.0,35.313660729680095
2016-09-30,2012877585.0,2766267044.0,42.117946646473
2016-10-10,2536200657.0,2357239301.0,51.828584365354544
2016-10-11,2878883806.0,1671998558.0,63.259903810600896
2016-10-12,2878883806.0,1586987707.0,64.46409838750773
2016-10-13,3198222355.0,1349311352.0,70.32872235948443
2016-10-14,3256572290.0,1349311352.0,70.70461486052452
2016-10-17,3022273483.0,1742216249.0,63.43330876969555
2016-10-18,3419548032.0,1742216249.0,66.24765963426604
2016-10-19,3539709055.0,1742216249.0,67.01550762786023
2016-10-20,3539709055.0,1884177572.0,65.26148679766644
2016-10-21,4057047692.0,1343664945.0,75.12059916325447
2016-10-24,4765286784.0,991763395.0,82.77306321529632
2016-10-25,5253705329.0,991763395.0,84.12027281172884
2016-10-26,4885681939.0,1479282088.0,76.75898745499697
2016-10-27,4521948665.0,1782931205.0,71.72140878554123
2016-10-28,4508868636.0,1782931205.0,71.66262039390264
2016-10-31,4166185487.0,2085127060.0,66.644971846742
2016-11-01,4461571697.0,1853495120.0,70.64963564581078
2016-11-02,4142233148.0,2143414554.0,65.89986178643137
2016-11-03,4521269835.0,2143414554.0,67.8392189502974
2016-11-04,4902310463.0,1750509657.0,73.68770498186865
2016-11-07,4279133607.0,2094553926.0,67.1374864996853
2016-11-08,4315308835.0,2094553926.0,67.32295208028401
2016-11-09,4315308835.0,2396160142.0,64.2975308354763
2016-11-10,4297187579.0,2396160142.0,64.2008716433156
2016-11-11,4189588022.0,2396160142.0,63.6159767678599
2016-11-14,4458996473.0,2396160142.0,65.04587310584733
2016-11-15,4458996473.0,2383446660.0,65.16673045472572
2016-11-16,4960420968.0,2079797543.0,70.4583381929067
2016-11-17,4907819788.0,2079797543.0,70.23595534098374
2016-11-18,5290685746.0,1777601688.0,74.85102714627381
2016-11-21,5472908417.0,1777601688.0,75.48308102109735
2016-11-22,6079074081.0,1487682254.0,80.33923403719594
2016-11-23,5630192296.0,1487682254.0,79.09934709371915
2016-11-24,5871173120.0,1487682254.0,79.78378187379226
2016-11-25,6351242796.0,1143637985.0,84.7410783651263
2016-11-28,6398377628.0,1143637985.0,84.8364410300512
2016-11-29,6974180466.0,474805211.0,93.62590785392378
2016-11-30,6474963085.0,1073630180.0,85.77708266548125
2016-12-01,6282859190.0,1073630180.0,85.4056721079718
2016-12-02,5369638076.0,1411594730.0,79.18380373623174
2016-12-05,5369638076.0,1725646616.0,75.6789658074512
2016-12-06,4868213581.0,2173068740.0,69.13816772381054
2016-12-07,4802313451.0,2173068740.0,68.84659964863566
2016-12-08,5155812379.0,2173068740.0,70.3492428828412
2016-12-09,5073160831.0,2173068740.0,70.01104203630537
2016-12-12,4466995167.0,2689794779.0,62.41618380174267
2016-12-13,4144269262.0,3246050187.0,56.07699762641207
2016-12-14,3522247810.0,3596123489.0,49.48109141897123
2016-12-15,3042178134.0,4379212835.0,40.99202085845533
2016-12-16,2507402430.0,4862671548.0,34.02140110784109
2016-12-19,1931599592.0,5157619016.0,27.247002791256005
2016-12-20,1931599592.0,5121150498.0,27.387892203054086
2016-12-21,1960197377.0,5121150498.0,27.68113375590943
2016-12-22,2310900465.0,4783185948.0,32.575025598296165
2016-12-23,2310900465.0,4264614797.0,35.14402100706431
2016-12-26,2310900465.0,4303419076.0,34.93784131043995
2016-12-27,2301460973.0,4303419076.0,34.84485646864167
2016-12-28,1565096087.0,4655511258.0,25.15985980465385
2016-12-29,1170138754.0,4940229922.0,19.15005159338441
2016-12-30,1492918069.0,4423503883.0,25.23346172926917
2017-01-03,1851936068.0,3867248475.0,32.381121016049015
2017-01-04,2238337248.0,3517175173.0,38.89032086583694
2017-01-05,2463026763.0,2734085827.0,47.392214818267
2017-01-06,2463026763.0,2516251510.0,49.46553753293314
2017-01-09,2727785332.0,2221304042.0,55.11691395856372
2017-01-10,2727785332.0,1658947591.0,62.1826169926598
2017-01-11,2290651907.0,1981265759.0,53.621162346624686
2017-01-12,1939948819.0,2265647587.0,46.127793342992504
2017-01-13,1939948819.0,1995361641.0,49.29595361581714
2017-01-16,1939948819.0,2001547679.0,49.21858537701027
2017-01-17,1848973763.0,2001547679.0,48.01878890562999
2017-01-18,2235655115.0,1649455497.0,57.54418183345149
2017-01-19,2235655115.0,1724447514.0,56.45447414994254
2017-01-20,2616604870.0,1724447514.0,60.27581882319898
2017-01-23,2736523272.0,1724447514.0,61.343671664206234
2017-01-24,2350122092.0,2007570268.0,53.93042688309461
2017-01-25,2350936591.0,2007570268.0,53.939036166605696
2017-01-26,2575065147.0,1741945872.0,59.64926046439633
2017-02-03,2310306578.0,2119323033.0,52.155750726039656
2017-02-06,2310306578.0,2459776290.0,48.43325874899664
2017-02-07,2310306578.0,2446439004.0,48.56905920599224
2017-02-08,2630288953.0,2162057176.0,54.88520407746199
2017-02-09,2964289183.0,2162057176.0,57.82459817206432
2017-02-10,3325720087.0,1669644735.0,66.57612017351072
2017-02-13,3454158084.0,1669644735.0,67.41395416684165
2017-02-14,3333313465.0,1669644735.0,66.62685019035338
2017-02-15,3333313465.0,1737212675.0,65.73900563699688
2017-02-16,2939679687.0,1737212675.0,62.855406100107295
2017-02-17,2460743286.0,2167803328.0,53.16449182032587
2017-02-20,2938124609.0,1884680574.0,60.921486510727256
2017-02-21,3101440171.0,1884680574.0,62.201465419987535
2017-02-22,3208665268.0,1884680574.0,62.99720002402303
2017-02-23,3208665268.0,1864590507.0,63.246668614889614
2017-02-24,3208665268.0,1834885665.0,63.61917051349028
2017-02-27,3208665268.0,1779761402.0,64.32218974564981
2017-02-28,2888682893.0,2107101670.0,57.82240720295048
2017-03-01,3023029260.0,2107101670.0,58.926941656048534
2017-03-02,2990931529.0,2107101670.0,58.66834153976642
2017-03-03,2571166347.0,2373195940.0,52.00198120109963
2017-03-06,2648723112.0,2373195940.0,52.743245850311645
2017-03-07,2910857172.0,1945917319.0,59.9339577613508
2017-03-08,2980301738.0,1945917319.0,60.4987659605816
2017-03-09,2980301738.0,1792236611.0,62.446889266473235
2017-03-10,2502920415.0,2074963749.0,54.67417534682732
2017-03-13,2539256915.0,2074963749.0,55.03111142497367
2017-03-14,2442896474.0,2074963749.0,54.0719799511159
2017-03-15,2641750945.0,1717676655.0,60.59857365219232
2017-03-16,2967069387.0,1406928240.0,67.83427061516328
2017-03-17,2967069387.0,1512153363.0,66.24071970968625
2017-03-20,2967069387.0,1490577098.0,66.56134345745454
2017-03-21,2870146403.0,1490577098.0,65.81812404161417
2017-03-22,2540813230.0,1707003357.0,59.814570096456
2017-03-23,2835555680.0,1440909087.0,66.30606901946211
2017-03-24,2938374019.0,1440909087.0,67.09714690457375
2017-03-27,2676239959.0,1743463937.0,60.55247188441965
2017-03-28,2296700101.0,1975700061.0,53.75667104939128
2017-03-29,2296700101.0,1972589544.0,53.795837058977526
2017-03-30,2296700101.0,2101391942.0,52.22037371081004
2017-03-31,2176552296.0,2101391942.0,50.87846346070114
2017-04-05,2414117944.0,2101391942.0,53.46279833169653
2017-04-06,2551799177.0,2101391942.0,54.83976719934078
2017-04-07,2491734981.0,2101391942.0,54.2492080617821
2017-04-10,2491734981.0,2030491030.0,55.09974457134668
2017-04-11,2491734981.0,2094421187.0,54.331664464156994
2017-04-12,2467207730.0,2094421187.0,54.08611210800951
2017-04-13,2742622409.0,1877994928.0,59.35619007092861
2017-04-14,2447879959.0,2178477599.0,52.91160331451407
2017-04-17,2001668122.0,2649459164.0,43.0361931402107
2017-04-18,2290667182.0,2346904314.0,49.3936790834545
2017-04-19,2290667182.0,2843870841.0,44.612916911687655
2017-04-20,2690391046.0,2570071413.0,51.143622199927954
2017-04-21,2972058397.0,2158541877.0,57.928083231533385
2017-04-24,2667050126.0,2740549488.0,49.32040676782251
2017-04-25,2532457590.0,2740549488.0,48.02681947016343
2017-04-26,2498059535.0,2740549488.0,47.68555019151694
2017-04-27,2232805289.0,3457825058.0,39.23651955669719
2017-04-28,2232805289.0,3414837447.0,39.535172343097024
2017-05-02,2232805289.0,3360296398.0,39.92069899586648
2017-05-03,1885908927.0,3640934981.0,34.12271014692822
2017-05-04,1610494248.0,3995930497.0,28.72586935972508
2017-05-05,1610494248.0,4190394938.0,27.76288593629411
2017-05-08,1610494248.0,4271167012.0,27.381621905917104
2017-05-09,1321495188.0,4738895698.0,21.805444778368376
2017-05-10,1881970598.0,4009693047.0,31.942940252489585
2017-05-11,1482246734.0,4737080656.0,23.83291055530042
2017-05-12,1689168946.0,4737080656.0,26.28545497943763
2017-05-15,2037214579.0,4155073045.0,32.899224046121276
2017-05-16,2051180963.0,4155073045.0,33.05022579410997
2017-05-17,2124753483.0,4155073045.0,33.83458879837389
2017-05-18,2124753483.0,3769009213.0,36.05088281620221
2017-05-19,2368235525.0,3523815994.0,40.19373417498456
2017-05-22,2662421144.0,3208662883.0,45.34803337434843
2017-05-23,3180064876.0,2928024300.0,52.063170401885436
2017-05-24,3180064876.0,3051043017.0,51.03530432481311
2017-05-25,4041166105.0,2556095905.0,61.25520100421175
2017-05-26,4750205624.0,2004342266.0,70.32603367921342
2017-05-31,5267484633.0,1536613580.0,77.41635214694395
2017-06-01,4707009223.0,1853336878.0,71.7494039267609
2017-06-02,4707009223.0,1584784302.0,74.8118831982809
2017-06-05,4218419660.0,1967301929.0,68.19608026817063
2017-06-06,4204118316.0,1967301929.0,68.12237943779827
2017-06-07,4440409918.0,1967301929.0,69.29790265270647
2017-06-08,4583190040.0,1967301929.0,69.96711180915578
2017-06-09,5124769984.0,1636090191.0,75.80056163489581
2017-06-12,5326395764.0,1636090191.0,76.5013502134957
2017-06-13,5032210145.0,2107693432.0,70.4800854903758
2017-06-14,4514566413.0,2615936326.0,63.31343775113863
2017-06-15,4514566413.0,2565840240.0,63.76140007561794
2017-06-16,3653465184.0,2928543120.0,55.50684555927597
2017-06-19,3447646943.0,2928543120.0,54.07064263981304
2017-06-20,3393125422.0,2928543120.0,53.67452278550671
2017-06-21,4119179093.0,2611819822.0,61.197143916045334
2017-06-22,4808809384.0,2152984789.0,69.07428264182323
2017-06-23,5162824962.0,1770467162.0,74.46426415711775
2017-06-26,5224307394.0,1770467162.0,74.68871730138432
2017-06-27,4933114291.0,1770467162.0,73.58923473350686
2017-06-28,4414624000.0,2061938948.0,68.16306790260197
2017-06-29,4192752821.0,2061938948.0,67.03372405624293
2017-06-30,3747644999.0,2365228151.0,61.30742299142916
2017-07-03,3747644999.0,2247700603.0,62.509240463966165
2017-07-04,3747644999.0,2231904392.0,62.67437149429175
2017-07-05,4236134675.0,1803986245.0,70.13327599077272
2017-07-06,4831681449.0,1441283365.0,77.02388889886096
2017-07-07,4328460171.0,1745071399.0,71.2675997665062
2017-07-10,4216501221.0,1745071399.0,70.72800232030052
2017-07-11,3978495293.0,1745071399.0,69.51077024333205
2017-07-12,3288865002.0,2180555488.0,60.13187334952921
2017-07-13,3348523734.0,2180555488.0,60.56205019954044
2017-07-14,3273043150.0,2180555488.0,60.016208878919706
2017-07-17,2976011943.0,2902170103.0,50.628100996380745
2017-07-18,2976011943.0,3205371139.0,48.14475827693088
2017-07-19,3308205078.0,3205371139.0,50.78938155917797
2017-07-20,3678064581.0,2902081936.0,55.89639336293824
2017-07-21,3678064581.0,2918653882.0,55.75597324078191
2017-07-24,3921967897.0,2426207199.0,61.78102899951895
2017-07-25,3433478221.0,2793311927.0,55.140419692846216
2017-07-26,2837931447.0,3372845819.0,45.693659995438004
2017-07-27,2837931447.0,3617614084.0,43.961140594114724
2017-07-28,2766606354.0,3617614084.0,43.33506934586208
2017-07-31,2730580786.0,3617614084.0,43.013499773046505
2017-08-01,3196597599.0,3182129995.0,50.11340509362407
2017-08-02,3234783825.0,3182129995.0,50.41027378173516
2017-08-03,2915037688.0,3589773784.0,44.81356147749704
2017-08-04,2915037688.0,3261580126.0,47.194723322410184
2017-08-07,3315326704.0,2666907304.0,55.4195422573981
2017-08-08,3121529376.0,2666907304.0,53.92698492816544
2017-08-09,2751669873.0,3030833814.0,47.5861326156384
2017-08-10,2751669873.0,3183705038.0,46.36050652672916
2017-08-11,2507766557.0,3860237380.0,39.38073188725794
2017-08-14,3064354988.0,3493132652.0,46.730625450328716
2017-08-15,3960984421.0,2913598760.0,57.61781211619323
2017-08-16,3960984421.0,2695170047.0,59.508601250808596
2017-08-17,3946360628.0,2695170047.0,59.419444418962954
2017-08-18,3767638917.0,2695170047.0,58.29723480899721
2017-08-21,3487865995.0,2695170047.0,56.410248481614786
2017-08-22,3310721878.0,2695170047.0,55.12456633158613
2017-08-23,3525750305.0,2287526258.0,60.64996679223018
2017-08-24,3525750305.0,2184612557.0,61.74301686609701
2017-08-25,3902708738.0,2184612557.0,64.11208721980232
2017-08-28,4341627438.0,2184612557.0,66.52570915758976
2017-08-29,4341627438.0,2295566084.0,65.4136032588022
2017-08-30,4668464538.0,1772047221.0,72.48592522909793
2017-08-31,4668464538.0,1548115901.0,75.09698593638676
2017-09-01,4462023504.0,1548115901.0,74.24159746257999
2017-09-04,4063878948.0,1548115901.0,72.41416033594795
2017-09-05,4339076241.0,1217988315.0,78.0821636544616
2017-09-06,4074226589.0,1525510136.0,72.75746680751317
2017-09-07,3800926125.0,1725836714.0,68.77309983664381
2017-09-08,3614682234.0,1953946907.0,64.91152745989626
2017-09-11,3635866924.0,1953946907.0,65.04450834902948
2017-09-12,3663649919.0,1953946907.0,65.21738801267259
2017-09-13,3663649919.0,1894585385.0,65.91390465897412
2017-09-14,2886402470.0,2138294860.0,57.444305207533766
2017-09-15,1989379198.0,2498723986.0,44.32561187746525
2017-09-18,2422659964.0,2023843949.0,54.48460209192669
2017-09-19,2095822864.0,2369522257.0,46.9352940748877
2017-09-20,2367696289.0,1916921235.0,55.26038848829579
2017-09-21,2489235418.0,1916921235.0,56.494482925503014
2017-09-22,1990750541.0,2207269701.0,47.421175369358785
2017-09-25,1715553248.0,2535238981.0,40.35843568867125
2017-09-26,1715553248.0,2462500187.0,41.06106527093759
2017-09-27,1928715592.0,2262173609.0,46.02163167520114
2017-09-28,2121589662.0,2034063416.0,51.05309856666529
2017-09-29,2172040332.0,2034063416.0,51.64019867633564
2017-10-09,2584468458.0,2034063416.0,55.958658043462925
2017-10-10,2584468458.0,2360981328.0,52.259522790350296
2017-10-11,3012682827.0,2117271853.0,58.72727957510923
2017-10-12,3449715010.0,1756842727.0,66.25711620337688
2017-10-13,3234864656.0,1756842727.0,64.8047733530377
2017-10-16,3654861763.0,1411164419.0,72.1445494298079
2017-10-17,3382988338.0,1703006675.0,66.51576199648153
2017-10-18,3292080229.0,1703006675.0,65.90636544008365
2017-10-19,3292080229.0,1794046134.0,64.72667004400182
2017-10-20,3292080229.0,1671622046.0,66.32307996353387
2017-10-23,3644721601.0,1436839019.0,71.72445383520781
2017-10-24,3807789113.0,1436839019.0,72.6036053875173
2017-10-25,3872956124.0,1436839019.0,72.9398407979221
2017-10-26,4096203379.0,1436839019.0,74.03166439643826
2017-10-27,3725841421.0,1436839019.0,72.1687399462594
2017-10-30,3725841421.0,1510357385.0,71.15546141469405
2017-10-31,3297627052.0,1784678610.0,64.88446920176601
2017-11-01,3388936172.0,1784678610.0,65.50422315536055
2017-11-02,3170505760.0,2181579737.0,59.23869792022494
2017-11-03,2750508653.0,2636225959.0,51.06077895266469
2017-11-06,2997156201.0,2344383703.0,56.11033999307178
2017-11-07,3040271118.0,2344383703.0,56.461764385398105
2017-11-08,3450761370.0,1962995778.0,63.74060150213447
2017-11-09,3951892693.0,1757450586.0,69.21799057933296
2017-11-10,4123529511.0,1757450586.0,70.1163656905333
2017-11-13,4120065647.0,1757450586.0,70.09875402584873
2017-11-14,3862024566.0,2310416115.0,62.56884052183895
2017-11-15,3292425532.0,3366494537.0,49.44383620592758
2017-11-16,3808467944.0,3366494537.0,53.07997016131017
2017-11-17,4594184514.0,2734912525.0,62.684181824216125
2017-11-20,5176722339.0,2460591300.0,67.78197915776337
2017-11-21,5384166975.0,2460591300.0,68.633943663484
2017-11-22,6049266871.0,2063690173.0,74.56303340683631
2017-11-23,6049266871.0,2872658822.0,67.8022556917971
2017-11-24,5802619323.0,3768135933.0,60.62864599282571
2017-11-27,5378725989.0,4887893935.0,52.390426730674015
2017-11-28,4968235737.0,5317162850.0,48.30377447189544
2017-11-29,4467104414.0,5804771526.0,43.48869125847328
2017-11-30,3942826224.0,6284304868.0,38.55261254140185
2017-12-01,3570060232.0,6628155955.0,35.006712610690414
2017-12-04,3887245174.0,6075190426.0,39.01902436388146
2017-12-05,4222299464.0,5019112004.0,45.68890237839153
2017-12-06,3421379462.0,5388302700.0,38.836582286224825
2017-12-07,2635662892.0,5750716510.0,31.42789952206839
2017-12-08,2434568919.0,5750716510.0,29.743237912931672
2017-12-11,2076383228.0,5750716510.0,26.528130437885064
2017-12-12,1411283332.0,6199443020.0,18.543346150254543
2017-12-13,1884122305.0,4935828149.0,27.626627461713227
2017-12-14,1884122305.0,4676479774.0,28.71874078494923
2017-12-15,1884122305.0,3930896802.0,32.40096498964092
2017-12-18,1884122305.0,3916256123.0,32.4827479514928
2017-12-19,2311840211.0,3428647447.0,40.27254039607936
2017-12-20,2690777172.0,2949114105.0,47.709734813031574
2017-12-21,3684205173.0,2605263018.0,58.577371903588975
2017-12-22,3900583993.0,2605263018.0,59.955052530515154
2017-12-25,3565529703.0,3304211650.0,51.901949721046506
2017-12-26,3565529703.0,3789187321.0,48.47949542266441
2017-12-27,3565529703.0,4272443209.0,45.490457073934834
