period,cost,model,year,partial_year,days,end_equity,profit,annual_return,sharpe,volatility,max_drawdown,fills,commission,slippage,mean_exposure,max_accounting_error
early,BASE,CONFIRMED_STUMP,2015,False,244,224471.16426000002,24471.16426000002,0.12129441033331223,1.0870715912025044,0.11099561920035489,-0.09605488272488094,9,56.135740000000006,163.89999999999117,0.2882793194996921,3.342393029015511e-11
early,BASE,CONFIRMED_STUMP,2016,False,244,221088.51756000004,-3382.646699999983,-0.014946812235194895,-0.09356421101181277,0.10364581475484011,-0.08683342497133983,16,101.5467,306.60000000000963,0.6405096636135995,3.481659405224491e-11
early,BASE,CONFIRMED_STUMP,2017,False,244,248910.39882000003,27821.881259999995,0.12474717640713373,1.4209958278300228,0.08530297088595881,-0.05163148260689754,12,238.81874000000005,693.9999999999545,0.738862411136745,2.920330643974012e-11
early,BASE,CONFIRMED_STUMP,2018,False,243,224002.76744,-24907.631380000006,-0.09967610225848955,-0.9193987382343748,0.10785486237318755,-0.1886376606386787,17,242.63138000000004,772.0999999999801,0.4799339892710809,3.355182798259193e-11
early,BASE,CONFIRMED_STUMP,2019,False,244,242407.30583999996,18404.53839999996,0.08146193112172395,0.9742891787973098,0.08399588316096948,-0.04938671884266854,13,173.3616,569.2999999999815,0.47014408965824495,5.093170329928398e-11
early,STRESS,CONFIRMED_STUMP,2015,False,244,224250.13636,24250.136359999975,0.12019936149616628,1.0785608927912458,0.11096169584288675,-0.09616802368397159,9,109.56364,309.1000000000013,0.2881588183978245,3.342393029015511e-11
early,STRESS,CONFIRMED_STUMP,2016,False,244,220471.17664000002,-3778.9597199999844,-0.01671457163520984,-0.11105685746317524,0.10356603304686433,-0.08652748361700036,16,201.15972000000002,611.6000000000038,0.6403229260151827,5.275069270282984e-11
early,STRESS,CONFIRMED_STUMP,2017,False,244,247226.73787999997,26755.56123999995,0.12030399318038887,1.3746563788234092,0.08529743275636456,-0.05324683502061822,12,474.03876,1359.0000000000255,0.7388839046822036,4.979483492206782e-11
early,STRESS,CONFIRMED_STUMP,2018,False,243,221585.64799999993,-25641.089880000043,-0.10331091325523833,-0.9566974657137771,0.10787427660263989,-0.18969454220343118,17,479.88988,1440.09999999999,0.48009374419375256,4.348521542851813e-11
early,STRESS,CONFIRMED_STUMP,2019,False,244,240246.64911999993,18661.00112,0.08349740965141295,1.015164616234733,0.08233110952713146,-0.04654438152853213,11,319.69888000000003,955.5999999999898,0.46441931374357914,4.172306944383308e-11
early,BASE,NO_FACTOR_LEARNER,2015,False,244,224471.16426000002,24471.16426000002,0.12129441033331223,1.0870715912025044,0.11099561920035489,-0.09605488272488094,9,56.135740000000006,163.89999999999117,0.2882793194996921,3.342393029015511e-11
early,BASE,NO_FACTOR_LEARNER,2016,False,244,221088.51756000004,-3382.646699999983,-0.014946812235194895,-0.09356421101181277,0.10364581475484011,-0.08683342497133983,16,101.5467,306.60000000000963,0.6405096636135995,3.481659405224491e-11
early,BASE,NO_FACTOR_LEARNER,2017,False,244,256795.96130000002,35707.44373999999,0.1600829242745081,1.681029746766018,0.09080409884793458,-0.05155271996662458,8,140.75626,409.5000000000127,0.813579333899904,5.206857167650014e-11
early,BASE,NO_FACTOR_LEARNER,2018,False,243,212900.07832000006,-43895.882979999966,-0.17029699628234196,-1.5649380351900517,0.11501866563101952,-0.22295946960423518,10,82.18298000000001,255.89999999999839,0.537050976939878,5.581668460763467e-11
early,BASE,NO_FACTOR_LEARNER,2019,False,244,230290.8419200001,17390.763600000035,0.08098914071381103,0.9740342976895547,0.0835290242470607,-0.04936153053582115,12,157.13640000000004,514.4999999999814,0.4690458770151987,4.2881254103122046e-11
early,STRESS,NO_FACTOR_LEARNER,2015,False,244,224250.13636,24250.136359999975,0.12019936149616628,1.0785608927912458,0.11096169584288675,-0.09616802368397159,9,109.56364,309.1000000000013,0.2881588183978245,3.342393029015511e-11
early,STRESS,NO_FACTOR_LEARNER,2016,False,244,220471.17664000002,-3778.9597199999844,-0.01671457163520984,-0.11105685746317524,0.10356603304686433,-0.08652748361700036,16,201.15972000000002,611.6000000000038,0.6403229260151827,5.275069270282984e-11
early,STRESS,NO_FACTOR_LEARNER,2017,False,244,255508.10895999998,35036.93231999996,0.1575182427116586,1.6555280077497567,0.0908687046707734,-0.051793243719632454,8,279.96768,791.8000000000259,0.8136096422336672,4.9112713895738125e-11
early,STRESS,NO_FACTOR_LEARNER,2018,False,243,211547.09915999998,-43961.0098,-0.17140973702708695,-1.5777975546336236,0.11493705935671383,-0.22383407476653105,10,163.3098,473.19999999999493,0.536912986322154,5.417177817435004e-11
early,STRESS,NO_FACTOR_LEARNER,2019,False,244,229308.0011999999,17760.902039999928,0.083241150073331,1.0161716438352097,0.08198935646155832,-0.046537047657504216,10,288.99796000000003,859.7999999999903,0.46392193368504364,5.235278877080418e-11
early,BASE,FIXED_WEEKLY_VOL10,2015,False,244,224471.16426000002,24471.16426000002,0.12129441033331223,1.0870715912025044,0.11099561920035489,-0.09605488272488094,9,56.135740000000006,163.89999999999117,0.2882793194996921,3.342393029015511e-11
early,BASE,FIXED_WEEKLY_VOL10,2016,False,244,221088.51756000004,-3382.646699999983,-0.014946812235194895,-0.09356421101181277,0.10364581475484011,-0.08683342497133983,16,101.5467,306.60000000000963,0.6405096636135995,3.481659405224491e-11
early,BASE,FIXED_WEEKLY_VOL10,2017,False,244,270453.39374,49364.87617999999,0.22126193101940106,2.1249439320615497,0.09627740958558305,-0.05154604234779503,5,53.12382,165.69999999998308,0.9058588508758029,7.503331289626658e-11
early,BASE,FIXED_WEEKLY_VOL10,2018,False,243,224232.46468000003,-46220.929059999995,-0.17026194385267102,-1.565101210268541,0.11498235337262958,-0.22291944354792115,10,86.22906,269.09999999999826,0.5369070159845181,6.048139766789973e-11
early,BASE,FIXED_WEEKLY_VOL10,2019,False,244,279150.2977000001,54917.83302000008,0.24268132541972687,2.0902439856012593,0.10668814067119906,-0.04935344583183421,14,107.36698000000001,310.7999999999853,0.6059761653817901,7.571543392259628e-11
early,STRESS,FIXED_WEEKLY_VOL10,2015,False,244,224250.13636,24250.136359999975,0.12019936149616628,1.0785608927912458,0.11096169584288675,-0.09616802368397159,9,109.56364,309.1000000000013,0.2881588183978245,3.342393029015511e-11
early,STRESS,FIXED_WEEKLY_VOL10,2016,False,244,220471.17664000002,-3778.9597199999844,-0.01671457163520984,-0.11105685746317524,0.10356603304686433,-0.08652748361700036,16,201.15972000000002,611.6000000000038,0.6403229260151827,5.275069270282984e-11
early,STRESS,FIXED_WEEKLY_VOL10,2017,False,244,269482.70655999996,49011.52991999994,0.22029406211005154,2.116148198646455,0.09630384042289329,-0.051817293356697935,5,105.77008000000001,305.80000000000246,0.9058957089115767,6.571099220309407e-11
early,STRESS,FIXED_WEEKLY_VOL10,2018,False,243,223226.74388,-46255.96267999997,-0.1710050474066298,-1.5746177513532655,0.11486461945586597,-0.2234873622771666,10,171.66268000000002,497.39999999999463,0.5365879359450505,6.571099220309407e-11
early,STRESS,FIXED_WEEKLY_VOL10,2019,False,244,278718.78572,55492.04183999999,0.24632035736346114,2.1398305920749485,0.10552634415095825,-0.046539986631208285,12,179.75816000000003,496.5999999999988,0.6020849151315458,7.298694981727749e-11
early,BASE,BUY_HOLD,2015,False,244,211427.84552000003,11427.845520000032,0.05665785001998458,0.3460119360486186,0.4350739619955508,-0.43466162819451115,1,39.954480000000004,110.79999999998779,0.9906242317356818,4.729372449219227e-11
