period,cost,model,year,partial_year,days,end_equity,profit,annual_return,sharpe,volatility,max_drawdown,fills,commission,slippage,mean_exposure,max_accounting_error
early,BASE,BUY_HOLD,2016,False,244,190985.24552000003,-20442.600000000006,-0.0959350762729646,-0.40186790215491414,0.20051785749300552,-0.23006051960832563,0,0.0,0.0,0.9739326622920318,2.8194335754960775e-11
early,BASE,BUY_HOLD,2017,False,244,233809.44551999998,42824.19999999995,0.22219936121839834,1.9687346347172605,0.10473700035089835,-0.05958847248503196,0,0.0,0.0,0.9631673667014324,2.7284841053187847e-11
early,BASE,BUY_HOLD,2018,False,243,180016.04552,-53793.399999999965,-0.2292448192644463,-1.1579700719660369,0.20638273395388013,-0.2922695615592902,0,0.0,0.0,0.9504537085805125,2.5920599000528455e-11
early,BASE,BUY_HOLD,2019,False,244,244169.24552000003,64153.20000000001,0.35299024139827173,1.7475188069902752,0.18255793564005285,-0.12633350787105357,0,0.0,0.0,0.937673712314042,2.546585164964199e-11
early,STRESS,BUY_HOLD,2015,False,244,211277.04672,11277.046720000013,0.05591037463670823,0.3444450629356903,0.4353397262480663,-0.43488312260291695,1,79.95328,221.6000000000002,0.9913142163882507,5.4569682106375694e-11
early,STRESS,BUY_HOLD,2016,False,244,190834.44672,-20442.600000000006,-0.09600357889213063,-0.4017467584787717,0.200683252793763,-0.23022472509502145,0,0.0,0.0,0.9747284060099238,2.8194335754960775e-11
early,STRESS,BUY_HOLD,2017,False,244,233658.64671999996,42824.19999999995,0.22237480406150723,1.9688079596053027,0.1048099307377603,-0.05962510574846125,0,0.0,0.0,0.9638530223829878,2.7284841053187847e-11
early,STRESS,BUY_HOLD,2018,False,243,179865.24672,-53793.399999999965,-0.22939285259943776,-1.1578981192496922,0.20653427699168342,-0.2924433147665295,0,0.0,0.0,0.9511358932824813,2.5920599000528455e-11
early,STRESS,BUY_HOLD,2019,False,244,244018.44672,64153.20000000001,0.353285836887542,1.7476358967042982,0.1826838641019383,-0.1264122590004152,0,0.0,0.0,0.9383103976302198,2.546585164964199e-11
early,BASE,ETF_VOL10,2015,False,244,225422.06570000004,25422.065700000036,0.12600540500975055,1.099345763275428,0.11386495588266793,-0.10590924260368817,10,56.734300000000005,159.7000000000054,0.30051789971499654,3.410605131648481e-11
early,BASE,ETF_VOL10,2016,False,244,223911.69814000005,-1510.3675599999842,-0.006645439614178739,-0.012320625588361988,0.10393706079656787,-0.08540912665409928,20,141.96756000000002,426.9999999999877,0.6366474150047161,3.2741809263825417e-11
early,BASE,ETF_VOL10,2017,False,244,272567.34022,48655.64207999996,0.21533794321812327,2.0678229425246193,0.09659842941737455,-0.05162431951850932,8,73.25792,218.90000000000452,0.9082480487681948,7.463540896424092e-11
early,BASE,ETF_VOL10,2018,False,243,230367.42550000007,-42199.91471999994,-0.1542385594354072,-1.4558281361607852,0.11081299304872323,-0.20783721063327154,21,141.71472,432.8000000000111,0.5276481703447745,7.66249286243692e-11
early,BASE,ETF_VOL10,2019,False,244,286636.74690000014,56269.32140000007,0.24203215689256252,2.010750993058092,0.11087515093485134,-0.05644351032102912,23,166.67860000000002,492.5000000000059,0.6256659367337601,7.139533408917487e-11
early,STRESS,ETF_VOL10,2015,False,244,224671.60844000004,24671.60844000001,0.12228747264406592,1.0700682005919,0.11389112997354858,-0.10623141454432172,10,106.89156000000001,302.8000000000003,0.30122016126934475,3.7047698242531624e-11
early,STRESS,ETF_VOL10,2016,False,244,222617.09736000007,-2054.5110799999675,-0.009069892907020538,-0.035992029935558875,0.10381540642463948,-0.08592451184216043,20,280.11108,853.1999999999862,0.636686147170384,4.0472514228895307e-11
early,STRESS,ETF_VOL10,2017,False,244,270678.90428,48061.806919999915,0.2139478379774844,2.0566824737972786,0.09656311438496662,-0.05183509308668999,8,145.59308000000001,410.10000000001094,0.9079038088229792,4.729372449219227e-11
early,STRESS,ETF_VOL10,2018,False,243,228426.68292000005,-42252.22135999997,-0.1555075974208736,-1.468174168846594,0.11089681794022026,-0.20927512033533935,21,281.02136,802.00000000001,0.5282715723396224,5.2295945351943374e-11
early,STRESS,ETF_VOL10,2019,False,244,283538.13156,55111.44863999996,0.23906833246046344,1.9894021095772796,0.11086234791484291,-0.056668608952340715,23,330.35136000000006,932.1000000000051,0.6255164029487834,7.821654435247183e-11
main,BASE,CONFIRMED_STUMP,2020,False,243,208433.11531999998,8433.115320000012,0.04198846281698865,0.4154059106926618,0.11518376951248732,-0.10869032838772252,8,126.38468,395.49999999999824,0.3377480988110695,3.9108272176235914e-11
main,BASE,CONFIRMED_STUMP,2021,False,243,215723.2028599999,7290.087539999891,0.034829257806623604,0.3829409154634838,0.10330545579201973,-0.09654499362482838,19,251.01246000000003,738.9000000000011,0.5787809993508706,5.4647841807309305e-11
main,BASE,CONFIRMED_STUMP,2022,False,242,184459.90125999993,-31263.301599999977,-0.1449232219136355,-1.713769604841353,0.08901706173089945,-0.14849067729069787,20,276.90160000000003,873.7999999999774,0.3526888409317793,4.3655745685100555e-11
main,BASE,CONFIRMED_STUMP,2023,False,242,173667.12805999993,-10792.773199999996,-0.058510132154886985,-1.3527382554009475,0.043855528690196,-0.0738385670615801,5,72.9732,228.60000000001452,0.12862023196397682,4.25472990173148e-11
main,BASE,CONFIRMED_STUMP,2024,False,242,172504.13095999992,-1162.9971000000078,-0.006696702553854683,-0.1885567462809449,0.03278767934418395,-0.030954048611865792,4,26.4971,85.50000000000102,0.09341955133266003,3.888089850079268e-11
main,BASE,CONFIRMED_STUMP,2025,False,243,186513.68587999995,14009.554920000024,0.0808654948692833,0.832557687589655,0.09936691658814874,-0.07627523650748602,10,105.94508000000002,329.40000000000487,0.47891516131458683,4.8260062612826005e-11
main,BASE,CONFIRMED_STUMP,2026,True,169,176477.18979999993,-10036.496080000012,-0.07615001973301094,-0.8318476863669291,0.09031640896907564,-0.07969416453481837,14,166.09608000000003,523.200000000012,0.4896942655955522,5.1443294069031253e-11
main,STRESS,CONFIRMED_STUMP,2020,False,243,209570.80008,9570.800079999957,0.04765245121143091,0.48608721629096313,0.10782812801326092,-0.09690421966814189,7,232.49992000000003,644.2999999999972,0.3341341461268804,3.751665644813329e-11
main,STRESS,CONFIRMED_STUMP,2021,False,243,215930.43235999998,6359.632279999962,0.030219235909119346,0.3394027128873805,0.10344282275170841,-0.09780435837544166,19,500.56772000000007,1413.4999999999861,0.5791535406392089,4.75210981676355e-11
main,STRESS,CONFIRMED_STUMP,2022,False,242,183710.64335999996,-32219.78900000002,-0.14921374744567306,-1.7679858556704628,0.08912523345877457,-0.15037222092838687,20,548.3890000000001,1539.3999999999978,0.3528573158020972,3.7402969610411674e-11
main,STRESS,CONFIRMED_STUMP,2023,False,242,172731.98432,-10978.65903999997,-0.059760604171888665,-1.3823826224613593,0.04387558766147877,-0.07390867128537404,5,142.25904,404.59999999999485,0.12850678623225562,2.4556356947869062e-11
main,STRESS,CONFIRMED_STUMP,2024,False,242,171502.36144,-1229.6228799999808,-0.007118675124590745,-0.2020473118894196,0.03271347338520479,-0.030938128396185705,4,50.02288000000001,146.50000000000148,0.09328095177847318,3.0240698833949864e-11
main,STRESS,CONFIRMED_STUMP,2025,False,243,185293.84172000003,13791.480280000018,0.0800718503876019,0.8243970547522896,0.0994721776786426,-0.07641537043134439,10,205.01972,571.5999999999922,0.4808160356324596,4.4792614062316716e-11
main,STRESS,CONFIRMED_STUMP,2026,True,169,174848.3642,-10445.477520000015,-0.07972921568720337,-0.8736472512778399,0.0904255901629877,-0.08219088980304079,14,327.07752000000005,865.0000000000161,0.4899219054278236,4.092726157978177e-11
main,BASE,NO_FACTOR_LEARNER,2020,False,243,208433.11531999998,8433.115320000012,0.04198846281698865,0.4154059106926618,0.11518376951248732,-0.10869032838772252,8,126.38468,395.49999999999824,0.3377480988110695,3.9108272176235914e-11
main,BASE,NO_FACTOR_LEARNER,2021,False,243,205605.61852,-2827.4968000000226,-0.013510041163480868,-0.0745720728738425,0.10652406683927265,-0.09654499362482838,14,86.7968,249.8999999999997,0.6235322895972375,5.4647841807309305e-11
main,BASE,NO_FACTOR_LEARNER,2022,False,242,184924.65722,-20680.961299999995,-0.10058558442549703,-1.14715770103935,0.08894667618937373,-0.14233667343654466,13,98.06130000000002,326.39999999997633,0.3336231579101818,4.0671466194908135e-11
main,BASE,NO_FACTOR_LEARNER,2023,False,242,174104.12429999997,-10820.532920000027,-0.05851319711858183,-1.3527362506364808,0.04385792303123043,-0.07384143722149938,5,73.13292000000001,229.10000000001457,0.12863714265621795,4.547473508864641e-11
main,BASE,NO_FACTOR_LEARNER,2024,False,242,172941.24679999996,-1162.8775000000023,-0.006679207081827898,-0.18843400180720665,0.03272624821198707,-0.030877328577994634,4,26.5775,85.80000000000103,0.09325140001783452,3.728928277269006e-11
main,BASE,NO_FACTOR_LEARNER,2025,False,243,187200.57185999997,14259.325060000003,0.08209897664974175,0.8437953765536609,0.09939941762612407,-0.07622856451850824,10,106.67494,326.10000000000537,0.48039686710983376,3.9477754398831166e-11
main,BASE,NO_FACTOR_LEARNER,2026,True,169,185817.28628,-1383.285579999967,-0.010564251052182505,-0.04307377330249348,0.10907652100486115,-0.05718074739152823,13,72.28558,217.79999999999245,0.6153222353960193,4.376943252282217e-11
main,STRESS,NO_FACTOR_LEARNER,2020,False,243,209570.80008,9570.800079999957,0.04765245121143091,0.48608721629096313,0.10782812801326092,-0.09690421966814189,7,232.49992000000003,644.2999999999972,0.3341341461268804,3.751665644813329e-11
main,STRESS,NO_FACTOR_LEARNER,2021,False,243,206402.04011999996,-3168.759960000054,-0.015058483693816016,-0.08919767023876925,0.10658912881149703,-0.09746968488483454,14,171.35996,479.2000000000013,0.6236546044852097,4.75210981676355e-11
main,STRESS,NO_FACTOR_LEARNER,2022,False,242,185350.26611999993,-21051.774000000034,-0.1019940209300294,-1.1641308821478307,0.08899193815459462,-0.14298265163872448,13,188.774,551.4000000000048,0.33334070730148097,4.6355808080988936e-11
main,STRESS,NO_FACTOR_LEARNER,2023,False,242,174266.02623999992,-11084.239880000008,-0.05980158600270813,-1.3826002254228664,0.043899444209570156,-0.07393904849077804,5,143.53988,408.1999999999949,0.12859516230541357,2.3646862246096134e-11
main,STRESS,NO_FACTOR_LEARNER,2024,False,242,173008.90991999992,-1257.116320000001,-0.007213777390371545,-0.2050101310302726,0.03270864170627679,-0.03099815613068657,4,50.51632000000001,148.00000000000142,0.09324745992863546,3.888089850079268e-11
main,STRESS,NO_FACTOR_LEARNER,2025,False,243,186902.30591999996,13893.396000000037,0.07996116726955638,0.8238297734691515,0.09940822770443956,-0.07623349876144447,10,206.804,576.499999999992,0.4806967759502656,4.4792614062316716e-11
main,STRESS,NO_FACTOR_LEARNER,2026,True,169,185318.56071999992,-1583.745200000034,-0.012111627278622139,-0.05729462929743856,0.10915962767677467,-0.05752105737026192,13,136.2452,361.5000000000118,0.6157625244767342,5.03632691106759e-11
main,BASE,FIXED_WEEKLY_VOL10,2020,False,243,234704.23983999997,34704.239839999995,0.17274872219677517,1.2243216436930218,0.13800519484168183,-0.10869032838772252,11,126.46016000000002,394.6999999999984,0.5601046866150355,5.1159076974727213e-11
main,BASE,FIXED_WEEKLY_VOL10,2021,False,243,231510.29322,-3193.9466199999733,-0.01355276872034561,-0.07482646588941771,0.1066134589588613,-0.09671417558359807,14,96.14662000000001,281.0999999999996,0.6239821416716038,3.7843506106582936e-11
main,BASE,FIXED_WEEKLY_VOL10,2022,False,242,195176.79479999997,-36333.49842000002,-0.15694117922209605,-1.4831758823119436,0.11092606429418764,-0.19263047236358222,21,128.79842000000002,400.9999999999965,0.5791145546289019,4.774847184307873e-11
main,BASE,FIXED_WEEKLY_VOL10,2023,False,242,177679.38643999997,-17497.40836,-0.08964901989465401,-0.8369177479036277,0.10558665689876708,-0.17465158392254176,15,97.20836,311.799999999996,0.7897003395834519,5.2523319027386606e-11
main,BASE,FIXED_WEEKLY_VOL10,2024,False,242,200736.16975999996,23056.783319999988,0.12976622545793148,0.9162377581693218,0.14432424755558096,-0.11435612454336841,16,129.01668,401.29999999997807,0.7058809251482314,5.070432962384075e-11
main,BASE,FIXED_WEEKLY_VOL10,2025,False,243,233373.94165999995,32637.771899999992,0.16186985112508268,1.428366494704261,0.10925728636502406,-0.0763119370265084,10,97.12810000000002,276.60000000001224,0.7460718302978571,4.8412829301014426e-11
main,BASE,FIXED_WEEKLY_VOL10,2026,True,169,231647.13001999992,-1726.811640000058,-0.01057853915103979,-0.04312124015501157,0.10913734851461057,-0.05718139405063327,13,85.31164000000001,271.49999999999056,0.6154204695448816,5.4569682106375694e-11
main,STRESS,FIXED_WEEKLY_VOL10,2020,False,243,235981.33636,35981.33635999996,0.17910367008566075,1.314288991106513,0.1320310916988365,-0.09829963569870082,10,232.76364,648.6000000000112,0.5563447241450856,3.8198777474462986e-11
main,STRESS,FIXED_WEEKLY_VOL10,2021,False,243,232403.09051999994,-3578.245840000076,-0.01510133112352019,-0.08953037557673695,0.10663010863926468,-0.09749879007044748,14,192.64584000000002,538.8000000000015,0.6239497987338626,4.865796654485166e-11
main,STRESS,FIXED_WEEKLY_VOL10,2022,False,242,195534.33535999997,-36868.75515999997,-0.1586414151270813,-1.4995006429851223,0.11105429496167667,-0.19413012029681842,21,251.25516000000002,707.0000000000077,0.5795811711142015,5.093170329928398e-11
main,STRESS,FIXED_WEEKLY_VOL10,2023,False,242,177700.65335999997,-17833.682,-0.0912048616278377,-0.8534598653940982,0.10554820499310573,-0.17590670680569587,15,189.282,550.7999999999957,0.7896625578857179,4.8203219193965197e-11
main,STRESS,FIXED_WEEKLY_VOL10,2024,False,242,200248.29559999995,22547.642239999986,0.12688553369762356,0.899346195524238,0.1441721377536806,-0.1149667009110713,16,250.95776,738.8999999999901,0.7060910072978835,5.2864379540551454e-11
main,STRESS,FIXED_WEEKLY_VOL10,2025,False,243,232430.28495999996,32181.989360000007,0.15999878118269417,1.4138900991424086,0.1092335456413408,-0.0763228820833356,10,190.51064000000002,505.0999999999954,0.746109741019403,4.985167834092863e-11
main,STRESS,FIXED_WEEKLY_VOL10,2026,True,169,230447.10979999992,-1983.1751600000425,-0.012195361312423048,-0.05811935678821036,0.10912804773864558,-0.05752026696802792,13,169.97516000000002,451.00000000001467,0.6156548838401521,4.456168767319468e-11
main,BASE,BUY_HOLD,2020,False,243,256297.68936,56297.68935999999,0.2801811402090981,1.1907099693340903,0.22973862748596008,-0.16055455715202194,1,39.91064,145.2000000000055,0.9980743079350705,2.7284841053187847e-11
main,BASE,BUY_HOLD,2021,False,243,246278.88936,-10018.800000000017,-0.03893278801219757,-0.13366128040135403,0.17830056468572633,-0.16951436057712777,0,0.0,0.0,0.9850610403433633,8.185452315956354e-11
main,BASE,BUY_HOLD,2022,False,242,198120.88936,-48158.0,-0.19554254173042285,-1.0514121014186222,0.18977907942455732,-0.26884642923338553,0,0.0,0.0,0.9646426639612224,2.8194335754960775e-11
main,BASE,BUY_HOLD,2023,False,242,179970.88936,-18150.00000000003,-0.09161073352048288,-0.7125932032549951,0.12407304945822596,-0.1889518836882378,0,0.0,0.0,0.9467762506277704,2.6147972675971687e-11
main,BASE,BUY_HOLD,2024,False,242,208623.68936000002,28652.800000000017,0.1592079702550402,0.8216820202029026,0.205190869607964,-0.11679840124068286,0,0.0,0.0,0.9267134558125625,2.830802259268239e-11
main,BASE,BUY_HOLD,2025,False,243,248263.28936000002,39639.600000000006,0.18915367725962695,1.3400321123247918,0.13628707555074462,-0.09414639544677983,0,0.0,0.0,0.9266042470655912,2.773958840407431e-11
main,BASE,BUY_HOLD,2026,True,169,245794.88935999997,-2468.4000000000524,-0.014206802033368326,-0.003514220754062472,0.16599623080377188,-0.09158546378876364,0,0.0,0.0,0.9061019186906928,3.456079866737127e-11
main,STRESS,BUY_HOLD,2020,False,243,256160.94,56160.94,0.27950090108678527,1.1878191460739282,0.22987665769421262,-0.1606623698838784,1,79.86,241.99999999999483,0.9987206656200581,2.7284841053187847e-11
main,STRESS,BUY_HOLD,2021,False,243,246142.14,-10018.800000000017,-0.038953573670697406,-0.13361539585999332,0.17839610318891394,-0.1695957505420912,0,0.0,0.0,0.9855969179255238,6.184563972055912e-11
main,STRESS,BUY_HOLD,2022,False,242,197984.14,-48158.0,-0.1956511794364021,-1.05129529436696,0.18990571438352594,-0.2689957924311538,0,0.0,0.0,0.9652750460694337,2.8194335754960775e-11
main,STRESS,BUY_HOLD,2023,False,242,179834.14,-18150.0,-0.09167400984745544,-0.7125762950100147,0.1241588715812183,-0.18907262434712835,0,0.0,0.0,0.9474324087978188,2.6147972675971687e-11
main,STRESS,BUY_HOLD,2024,False,242,208486.94000000003,28652.800000000017,0.15932903507643226,0.821762876481774,0.20533270493983924,-0.11686865062529528,0,0.0,0.0,0.9273877392829509,2.830802259268239e-11
main,STRESS,BUY_HOLD,2025,False,243,248126.54000000004,39639.600000000006,0.18927770253141785,1.3400514866990718,0.1363716749344863,-0.09420692481264725,0,0.0,0.0,0.9271793006413872,2.773958840407431e-11
main,STRESS,BUY_HOLD,2026,True,169,245658.13999999998,-2468.4000000000815,-0.014214614869787368,-0.003471049136891104,0.16608551203510988,-0.09163177462535566,0,0.0,0.0,0.9065905916063223,5.4569682106375694e-11
main,BASE,ETF_VOL10,2020,False,243,226904.36537999997,26904.365380000003,0.1339327229694287,1.016405369627239,0.1323438047138981,-0.12810967794699324,22,165.43462000000002,488.1999999999913,0.5491634255860838,5.2949644668842666e-11
main,BASE,ETF_VOL10,2021,False,243,226935.61223999996,31.246859999984736,0.0001371426381753249,0.05427493550062342,0.1063376751628872,-0.0835609040625579,21,131.75314,378.90000000000583,0.6287961552845935,4.774847184307873e-11
main,BASE,ETF_VOL10,2022,False,242,187407.62563999995,-39527.986600000004,-0.1741815055373348,-1.6695662727276082,0.11090747575605805,-0.20762270908001235,25,138.88660000000002,416.60000000000093,0.5848807398188866,3.979039320256561e-11
main,BASE,ETF_VOL10,2023,False,242,173787.93081999995,-13619.694820000004,-0.07267417626944761,-0.6586958181772165,0.10604426402549291,-0.16503895577734196,25,148.09482000000003,414.2999999999919,0.7923278710100816,5.275069270282984e-11
main,BASE,ETF_VOL10,2024,False,242,190420.46711999993,16632.536299999978,0.09570593436219132,0.8089378689849765,0.12211187116005448,-0.11028836222178029,21,128.1637,360.19999999999146,0.7034858278535983,5.184119800105691e-11
main,BASE,ETF_VOL10,2025,False,243,219211.8465399999,28791.379419999983,0.15053211702895264,1.3437809587089162,0.1087958806822205,-0.07629629557713047,15,112.72058000000001,321.1999999999913,0.7467155091709415,4.133760000968323e-11
main,BASE,ETF_VOL10,2026,True,169,214724.5001599999,-4487.346379999974,-0.029182492105206292,-0.20854838038732237,0.11203980889471121,-0.06367451464702367,16,99.04638,307.80000000000473,0.6262650599594747,4.0753178609520546e-11
main,STRESS,ETF_VOL10,2020,False,243,226156.91988,26156.919879999972,0.1302127823460455,0.9902720890071244,0.13254379906384825,-0.12863606031679764,22,312.58011999999997,872.6999999999999,0.550804367333572,4.234834705130197e-11
main,STRESS,ETF_VOL10,2021,False,243,224538.89143999992,-1618.0284400000528,-0.007125113243206527,-0.014747071729218342,0.10589957027398,-0.08463487097734501,19,238.12844,655.8000000000084,0.6244436765364106,5.616129783447832e-11
main,STRESS,ETF_VOL10,2022,False,242,185366.97011999993,-39171.921319999994,-0.17445495107232822,-1.6762545091912926,0.11067797340640793,-0.20772317731186196,22,220.32132000000001,627.7999999999993,0.5893217128116149,4.303046807763167e-11
main,STRESS,ETF_VOL10,2023,False,242,171445.63347999993,-13921.336639999965,-0.07510149532566557,-0.6831850972773335,0.10607369377629212,-0.16681337749257352,25,282.73664,773.5999999999926,0.792386981633935,5.502442945726216e-11
main,STRESS,ETF_VOL10,2024,False,242,187514.4414399999,16068.807959999976,0.09372538474054792,0.7938857604981987,0.12215329394516374,-0.11104378206279208,21,232.09204000000003,673.6000000000078,0.70343870251681,5.491074261954054e-11
main,STRESS,ETF_VOL10,2025,False,243,216876.36419999992,29361.922760000016,0.15589268051503957,1.3863520791514226,0.1088086575926285,-0.07293392581395486,16,236.77724,643.3000000000013,0.7469315310341028,4.638422979041934e-11
