period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-2804.2063200000557,-8824.799999999974,4284.199999999999,-449.29368,-1287.0999999999588,-0.7120163880962316
evaluation,BASE,VINTAGE_REFERENCE_RISK,8324.865799999941,8894.799999999996,-3779.2999999999993,-802.5658000000001,-2406.7999999999975,-0.1666502588568708
evaluation,BASE,BUY_HOLD,10346.802080000023,29009.399999999994,-16793.600000000002,469.59791999999993,1399.3999999999826,0.29107590956358487
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-1210.6085599999642,-8680.699999999968,4268.4,-862.6914400000001,-2338.999999999988,-0.6682739214103531
evaluation,STRESS,VINTAGE_REFERENCE_RISK,11284.468999999779,9036.300000000003,-3650.8999999999996,-1583.2689999999998,-4315.800000000021,-0.12351802305601256
evaluation,STRESS,BUY_HOLD,8567.49715999994,28869.5,-16830.5,932.9028400000002,2538.6000000000454,0.27666642279234394
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,9802.60408000002,3224.900000000067,6064.0,-136.40408000000014,-377.29999999997017,-0.25221513065100154
earlier_diagnostic,BASE,VINTAGE_REFERENCE_RISK,6379.762440000079,46.800000000068394,6064.0,-75.5624400000001,-193.39999999995052,-0.27549200359281867
earlier_diagnostic,BASE,BUY_HOLD,26154.882699999987,37783.40000000004,-10355.199999999997,325.41729999999995,947.9000000000626,0.4911855630390306
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,4904.666480000073,-2206.099999999955,6033.7,-277.7664799999999,-799.2999999999788,-0.295603512457154
earlier_diagnostic,STRESS,VINTAGE_REFERENCE_RISK,2330.4699600000167,-4334.3999999999505,6033.7,-156.66995999999983,-474.4999999999609,-0.3124457971765381
earlier_diagnostic,STRESS,BUY_HOLD,24108.939000000042,36948.70000000004,-10385.499999999996,640.4610000000001,1813.8000000000345,0.4704786161949967
