period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,0.5789753002187783,3,664,65843.00000000003,2245.1336799999935,63597.86632000003
evaluation,STRESS,0.5635748531025716,3,664,65666.20000000003,4126.974360000035,61539.22563999996
earlier_diagnostic,BASE,0.7699075491915827,3,642,70252.40000000005,1635.3230600000566,68617.07694
earlier_diagnostic,STRESS,0.7481863903757212,3,642,69387.40000000005,3122.872520000029,66264.52748000005
