period,cost,cumulative_return,annualized_return,annualized_arithmetic_mean,annualized_volatility,net_sharpe,max_drawdown,trading_days,mean_exposure,trade_count,commission,slippage_cost,terminal_unliquidated,max_accounting_error
evaluation,BASE,0.09472670680000045,0.013748357843600598,0.020128969190311284,0.11402368761111349,0.1765332240346644,-0.23039099788573014,1604,0.280017030233195,26,1089.65864,3364.1000000000213,False,2.7284841053187847e-11
evaluation,STRESS,0.07545321879999885,0.01103526063250186,0.017452013817501572,0.11404945580213344,0.1530214563038284,-0.23350180980904178,1604,0.28006139907236366,26,2159.85624,5970.999999999965,False,3.657874003692996e-11
earlier_diagnostic,BASE,0.055130938599999575,0.010710684770398934,0.012919886947435563,0.06716150702238195,0.1923704145460872,-0.1459160492763794,1219,0.14616937002877545,10,408.01228000000003,1161.2000000000244,False,2.8265390028536785e-11
earlier_diagnostic,STRESS,0.047039730800000165,0.009167264388109806,0.011395097682378147,0.06721324336350996,0.16953649477603605,-0.14987501620917432,1219,0.1461489263707128,10,812.8538400000001,2313.6000000000254,False,3.717559593496844e-11
