period,cost,control,terminal_nav_difference,price_difference,dividend_difference,commission_difference,slippage_difference,reconciliation_error
evaluation,BASE,REARM_RIDGE,-55250.73720000018,-56888.8,-1453.5999999999985,-779.6627999999996,-2311.9999999998563,-3.228706191293895e-11
evaluation,BASE,PANIC_LEARNED_HALF,-31696.71278000003,-33632.00000000002,3288.0,322.2127800000003,1030.5000000000182,9.549694368615746e-12
evaluation,STRESS,REARM_RIDGE,-51826.56403999997,-56131.7,-1391.999999999999,-1519.9359599999998,-4177.200000000077,-4.9112713895738125e-11
evaluation,STRESS,PANIC_LEARNED_HALF,-32769.13979999986,-33672.80000000002,3228.0,624.4398000000006,1699.8999999999342,9.322320693172514e-11
earlier_diagnostic,BASE,REARM_RIDGE,-8334.43949999992,-9226.400000000009,0.0,-228.66049999999984,-663.3000000000006,8.787992555880919e-11
earlier_diagnostic,BASE,PANIC_LEARNED_HALF,49295.69934000005,48129.40000000001,962.5000000000001,-30.699339999999893,-173.0999999999981,4.331468517193571e-11
earlier_diagnostic,STRESS,REARM_RIDGE,-7169.915200000105,-8928.99999999997,0.0,-451.08479999999986,-1308.000000000001,-1.348325895378366e-10
earlier_diagnostic,STRESS,PANIC_LEARNED_HALF,49099.92407999997,47858.90000000004,962.5000000000001,-61.22407999999996,-217.29999999999654,-6.650680006714538e-11
