announcement_id,ts_code,sec_name,report_period,event_publication_date,official_pdf_url,source_sha256,metric_id,metric_value_exact,unit,source_unit_multiplier,source_page,source_label,source_raw_row,source_raw_value,all_numeric_cells,selected_column_one_based,footnote_or_formula,statement_scope,period_scope,status,comparative_is_earlier_original,weighted_share_rounding
1219306493,000001.SZ,平安银行,2023-12-31,2024-03-15,https://static.cninfo.com.cn/finalpage/2024-03-15/1219306493.PDF,8561144288e31ff5cce0789723233335749df2183305999d097b67a1df46d7bd,OPERATING_REVENUE_YTD,164699000000,CNY,1000000,126,营业收入合计,"营业收入合计 164,699 179,895","164,699","['164,699', '179,895']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219306493,000001.SZ,平安银行,2023-12-31,2024-03-15,https://static.cninfo.com.cn/finalpage/2024-03-15/1219306493.PDF,8561144288e31ff5cce0789723233335749df2183305999d097b67a1df46d7bd,OPERATING_PROFIT_YTD,57928000000,CNY,1000000,126,营业利润,"四、营业利润 57,928 57,475","57,928","['57,928', '57,475']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219306493,000001.SZ,平安银行,2023-12-31,2024-03-15,https://static.cninfo.com.cn/finalpage/2024-03-15/1219306493.PDF,8561144288e31ff5cce0789723233335749df2183305999d097b67a1df46d7bd,PARENT_NET_PROFIT_YTD,46455000000,CNY,1000000,227,归属于母公司股东的本年净利润,"归属于母公司股东的本年净利润 46,455 45,516","46,455","['46,455', '45,516']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219306493,000001.SZ,平安银行,2023-12-31,2024-03-15,https://static.cninfo.com.cn/finalpage/2024-03-15/1219306493.PDF,8561144288e31ff5cce0789723233335749df2183305999d097b67a1df46d7bd,BASIC_EPS_YTD,2.25,CNY_PER_SHARE,1,127,基本每股收益,基本每股收益(人民币元) 48 2.25 2.20,2.25,"['2.25', '2.20']",1,48,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212751519,000776.SZ,广发证券,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212751519.PDF,1a99b05e005ff438b5c2d016cd108c3c11e51a9a8b1fda37e2838b373c23c73d,OPERATING_REVENUE_YTD,34249988400.75,CNY,1,152,营业总收入,"一、营业总收入 34,249,988,400.75 29,153,488,259.04 19,736,751,364.68 16,661,758,868.73","34,249,988,400.75","['34,249,988,400.75', '29,153,488,259.04', '19,736,751,364.68', '16,661,758,868.73']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212751519,000776.SZ,广发证券,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212751519.PDF,1a99b05e005ff438b5c2d016cd108c3c11e51a9a8b1fda37e2838b373c23c73d,OPERATING_PROFIT_YTD,15024875416.47,CNY,1,152,营业利润,"三、营业利润 15,024,875,416.47 13,628,191,468.88 9,959,913,265.85 8,792,735,532.20","15,024,875,416.47","['15,024,875,416.47', '13,628,191,468.88', '9,959,913,265.85', '8,792,735,532.20']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212751519,000776.SZ,广发证券,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212751519.PDF,1a99b05e005ff438b5c2d016cd108c3c11e51a9a8b1fda37e2838b373c23c73d,PARENT_NET_PROFIT_YTD,10854115527.40,CNY,1,152,归属于母公司股东的净利润,"归属于母公司股东的净利润 10,854,115,527.40 10,038,134,647.91","10,854,115,527.40","['10,854,115,527.40', '10,038,134,647.91']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212751519,000776.SZ,广发证券,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212751519.PDF,1a99b05e005ff438b5c2d016cd108c3c11e51a9a8b1fda37e2838b373c23c73d,BASIC_EPS_YTD,1.42,CNY_PER_SHARE,1,152,基本每股收益,（一）基本每股收益(元/股) 56 1.42 1.32 - -,1.42,"['1.42', '1.32', '-', '-']",1,56,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212709852,600030.SH,中信证券,2021-12-31,2022-03-29,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709852.PDF,cdc97e8a9aeb7a70266bb7f783cf7a16694e9d3d1799eb7a750857655d8b3f32,OPERATING_REVENUE_YTD,76523716526.93,CNY,1,89,营业收入,"一、营业收入 76,523,716,526.93 54,382,730,241.56","76,523,716,526.93","['76,523,716,526.93', '54,382,730,241.56']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212709852,600030.SH,中信证券,2021-12-31,2022-03-29,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709852.PDF,cdc97e8a9aeb7a70266bb7f783cf7a16694e9d3d1799eb7a750857655d8b3f32,OPERATING_PROFIT_YTD,32425489610.36,CNY,1,89,营业利润,"三、营业利润 32,425,489,610.36 20,638,245,943.01","32,425,489,610.36","['32,425,489,610.36', '20,638,245,943.01']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212709852,600030.SH,中信证券,2021-12-31,2022-03-29,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709852.PDF,cdc97e8a9aeb7a70266bb7f783cf7a16694e9d3d1799eb7a750857655d8b3f32,PARENT_NET_PROFIT_YTD,23099624927.77,CNY,1,89,归属于母公司股东的净利润,"1. 归属于母公司股东的净利润 23,099,624,927.77 14,902,324,215.75","23,099,624,927.77","['23,099,624,927.77', '14,902,324,215.75']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212709852,600030.SH,中信证券,2021-12-31,2022-03-29,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709852.PDF,cdc97e8a9aeb7a70266bb7f783cf7a16694e9d3d1799eb7a750857655d8b3f32,BASIC_EPS_YTD,1.77,CNY_PER_SHARE,1,90,基本每股收益,(一)基本每股收益(元/股) 1.77 1.16,1.77,"['1.77', '1.16']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212626208,600036.SH,招商银行,2021-12-31,2022-03-19,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,d657eedc6ebd56dfb3052bcb599aab34b2c5eaab42cd3c0a238aafda863f9cf6,OPERATING_REVENUE_YTD,331253000000,CNY,1000000,136,营业收入合计,"营业收入合计 331,253 290,482","331,253","['331,253', '290,482']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
