announcement_id,ts_code,sec_name,report_period,event_publication_date,official_pdf_url,source_sha256,metric_id,metric_value_exact,unit,source_unit_multiplier,source_page,source_label,source_raw_row,source_raw_value,all_numeric_cells,selected_column_one_based,footnote_or_formula,statement_scope,period_scope,status,comparative_is_earlier_original,weighted_share_rounding
1212626208,600036.SH,招商银行,2021-12-31,2022-03-19,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,d657eedc6ebd56dfb3052bcb599aab34b2c5eaab42cd3c0a238aafda863f9cf6,OPERATING_PROFIT_YTD,148019000000,CNY,1000000,136,营业利润,"营业利润 148,019 122,643","148,019","['148,019', '122,643']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212626208,600036.SH,招商银行,2021-12-31,2022-03-19,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,d657eedc6ebd56dfb3052bcb599aab34b2c5eaab42cd3c0a238aafda863f9cf6,PARENT_NET_PROFIT_YTD,119922000000,CNY,1000000,136,本行股东的净利润,"本行股东的净利润 119,922 97,342","119,922","['119,922', '97,342']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212626208,600036.SH,招商银行,2021-12-31,2022-03-19,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,d657eedc6ebd56dfb3052bcb599aab34b2c5eaab42cd3c0a238aafda863f9cf6,BASIC_EPS_YTD,4.61,CNY_PER_SHARE,1,136,基本及稀释每股收益,基本及稀释每股收益 (人民币元) 52 4.61 3.79,4.61,"['4.61', '3.79']",1,52,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1214964494,600999.SH,招商证券,2022-09-30,2022-10-29,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964494.PDF,7ddcf7c5af7d1ef2e5fe8e9da073a1e1bdbfa3aa6d83f4439fb071a831565f54,OPERATING_REVENUE_YTD,15297970234.15,CNY,1,8,营业总收入,"一、营业总收入 15,297,970,234.15 21,782,339,419.77","15,297,970,234.15","['15,297,970,234.15', '21,782,339,419.77']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1214964494,600999.SH,招商证券,2022-09-30,2022-10-29,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964494.PDF,7ddcf7c5af7d1ef2e5fe8e9da073a1e1bdbfa3aa6d83f4439fb071a831565f54,OPERATING_PROFIT_YTD,6901240401.24,CNY,1,8,营业利润,"三、营业利润（亏损以“-” 号填列） 6,901,240,401.24 10,193,171,980.11","6,901,240,401.24","['6,901,240,401.24', '10,193,171,980.11']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1214964494,600999.SH,招商证券,2022-09-30,2022-10-29,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964494.PDF,7ddcf7c5af7d1ef2e5fe8e9da073a1e1bdbfa3aa6d83f4439fb071a831565f54,PARENT_NET_PROFIT_YTD,6280444248.30,CNY,1,8,归属于母公司股东的净利润,"1.归属于母公司股东的净利润（净亏损以“-”号填
列） 6,280,444,248.30 8,501,247,050.97","6,280,444,248.30","['6,280,444,248.30', '8,501,247,050.97']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1214964494,600999.SH,招商证券,2022-09-30,2022-10-29,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964494.PDF,7ddcf7c5af7d1ef2e5fe8e9da073a1e1bdbfa3aa6d83f4439fb071a831565f54,BASIC_EPS_YTD,0.67,CNY_PER_SHARE,1,9,基本每股收益,（一）基本每股收益(元/股) 0.67 0.91,0.67,"['0.67', '0.91']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,OPERATING_REVENUE_YTD,19219229958.91,CNY,1,164,营业总收入,"一、营业总收入 19,219,229,958.91 29,428,896,087.24","19,219,229,958.91","['19,219,229,958.91', '29,428,896,087.24']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,OPERATING_PROFIT_YTD,8772706046.46,CNY,1,164,营业利润,"三、营业利润（亏损以“-”号填列） 8,772,706,046.46 13,815,482,237.39","8,772,706,046.46","['8,772,706,046.46', '13,815,482,237.39']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,PARENT_NET_PROFIT_YTD,8072318543.95,CNY,1,164,归属于母公司所有者(或股东)的净利润,"1.归属于母公司所有者（或股东）的净利润 8,072,318,543.95 11,645,065,137.15","8,072,318,543.95","['8,072,318,543.95', '11,645,065,137.15']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1216222871,600999.SH,招商证券,2022-12-31,2023-03-25,https://static.cninfo.com.cn/finalpage/2023-03-25/1216222871.PDF,3e883a59f2e6e1cfdb9544d213034a90204cd3df0b6288714c6b0c23221d8e4e,BASIC_EPS_YTD,0.86,CNY_PER_SHARE,1,164,基本每股收益,（一）基本每股收益（元/股） 五、54 0.86 1.25,0.86,"['0.86', '1.25']",1,五、54,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,OPERATING_REVENUE_YTD,42817138705,CNY,1,145,营业总收入,"一、营业总收入 42,817,138,705 35,200,282,406","42,817,138,705","['42,817,138,705', '35,200,282,406']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,OPERATING_PROFIT_YTD,19279814651,CNY,1,145,营业利润,"三、营业利润 19,279,814,651 14,950,996,699","19,279,814,651","['19,279,814,651', '14,950,996,699']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,PARENT_NET_PROFIT_YTD,15013479630,CNY,1,145,归属于母公司股东的净利润,"1.归属于母公司股东的净利润 15,013,479,630 11,122,099,225","15,013,479,630","['15,013,479,630', '11,122,099,225']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212745096,601211.SH,国泰君安,2021-12-31,2022-03-31,https://static.cninfo.com.cn/finalpage/2022-03-31/1212745096.PDF,270dd50b295589493a44f2ea3460cfa1f952013b20d78d2967a717a1b45a86dd,BASIC_EPS_YTD,1.65,CNY_PER_SHARE,1,146,基本每股收益,（一）基本每股收益(元/股) 1.65 1.20,1.65,"['1.65', '1.20']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1208663570,601288.SH,农业银行,2020-09-30,2020-10-31,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663570.PDF,898d14f8ab2fc6883e99ddd0f7deaa34cfe100b64c745fd7994fc53d4206012e,OPERATING_REVENUE_YTD,498244000000,CNY,1000000,3,营业收入,"营业收入 159,072 4.79 498,244 4.90","498,244","['159,072', '4.79', '498,244', '4.90']",3,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1208663570,601288.SH,农业银行,2020-09-30,2020-10-31,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663570.PDF,898d14f8ab2fc6883e99ddd0f7deaa34cfe100b64c745fd7994fc53d4206012e,PARENT_NET_PROFIT_YTD,165335000000,CNY,1000000,3,归属于母公司股东的净利润,"归属于母公司股东的净利润 56,501 -4.60 165,335 -8.49","165,335","['56,501', '-4.60', '165,335', '-8.49']",3,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1208663570,601288.SH,农业银行,2020-09-30,2020-10-31,https://static.cninfo.com.cn/finalpage/2020-10-31/1208663570.PDF,898d14f8ab2fc6883e99ddd0f7deaa34cfe100b64c745fd7994fc53d4206012e,BASIC_EPS_YTD,0.45,CNY_PER_SHARE,1,3,基本每股收益,基本每股收益（人民币元） 0.15 -11.76 0.45 -11.76,0.45,"['0.15', '-11.76', '0.45', '-11.76']",3,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,OPERATING_REVENUE_YTD,657961000000,CNY,1000000,190,营业收入,"一、营业收入 657,961 627,268","657,961","['657,961', '627,268']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,OPERATING_PROFIT_YTD,265971000000,CNY,1000000,190,营业利润,"三、营业利润 265,971 266,305","265,971","['265,971', '266,305']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,PARENT_NET_PROFIT_YTD,215925000000,CNY,1000000,190,归属于母公司股东的净利润,"—归属于母公司股东的净利润 215,925 212,098","215,925","['215,925', '212,098']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1209490205,601288.SH,农业银行,2020-12-31,2021-03-31,https://static.cninfo.com.cn/finalpage/2021-03-31/1209490205.PDF,0866d0a3ff32de8c5a2b3a9853b01ac51d024f563f9ffe2e5735ba1a9787f2a1,BASIC_EPS_YTD,0.59,CNY_PER_SHARE,1,191,基本及稀释每股收益,基本及稀释每股收益(人民币元) 44 0.59 0.59,0.59,"['0.59', '0.59']",1,44,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,OPERATING_REVENUE_YTD,913789000000,CNY,1000000,148,营业收入合计,"营业收入合计 913,789 880,355","913,789","['913,789', '880,355']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,OPERATING_PROFIT_YTD,120853000000,CNY,1000000,149,营业利润,"三、营业利润 120,853 142,839","120,853","['120,853', '142,839']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,PARENT_NET_PROFIT_YTD,85665000000,CNY,1000000,149,归属于母公司股东的净利润,"归属于母公司股东的净利润 85,665 111,008","85,665","['85,665', '111,008']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1219376072,601318.SH,中国平安,2023-12-31,2024-03-22,https://static.cninfo.com.cn/finalpage/2024-03-22/1219376072.PDF,f55538814200d77a61492ba216e45508f487064207bca6a4d90c7b55add43823,BASIC_EPS_YTD,4.84,CNY_PER_SHARE,1,149,基本每股收益,基本每股收益 57 4.84 6.36,4.84,"['4.84', '6.36']",1,57,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,OPERATING_REVENUE_YTD,196011000000,CNY,1000000,140,营业收入,"一、營業收入 196,011 193,194","196,011","['196,011', '193,194']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,OPERATING_PROFIT_YTD,83073000000,CNY,1000000,140,营业利润,"三、營業利潤 83,073 85,415","83,073","['83,073', '85,415']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,PARENT_NET_PROFIT_YTD,70223000000,CNY,1000000,140,归属于母公司股东的净利润,"歸屬於母公司股東的淨利潤 70,223 67,210","70,223","['70,223', '67,210']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1204547754,601328.SH,交通银行,2017-12-31,2018-03-30,https://static.cninfo.com.cn/finalpage/2018-03-30/1204547754.PDF,6ee2879cfe9c4be748df31eded50660ddc1de386cd51a3829aed80470b6adf8c,BASIC_EPS_YTD,0.91,CNY_PER_SHARE,1,140,基本每股收益,基本每股收益（人民幣元） 四、52 0.91 0.89,0.91,"['0.91', '0.89']",1,四、52,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1211437303,601601.SH,中国太保,2021-09-30,2021-10-30,https://static.cninfo.com.cn/finalpage/2021-10-30/1211437303.PDF,dedb7c8517799ab4949d3392ccc627067ef3b8d754134c6d90a6df65cfb18ae7,OPERATING_REVENUE_YTD,350934000000,CNY,1000000,10,营业收入,"一、营业收入 350,934 341,920","350,934","['350,934', '341,920']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1211437303,601601.SH,中国太保,2021-09-30,2021-10-30,https://static.cninfo.com.cn/finalpage/2021-10-30/1211437303.PDF,dedb7c8517799ab4949d3392ccc627067ef3b8d754134c6d90a6df65cfb18ae7,OPERATING_PROFIT_YTD,27243000000,CNY,1000000,10,营业利润,"三、营业利润 27,243 24,159","27,243","['27,243', '24,159']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1211437303,601601.SH,中国太保,2021-09-30,2021-10-30,https://static.cninfo.com.cn/finalpage/2021-10-30/1211437303.PDF,dedb7c8517799ab4949d3392ccc627067ef3b8d754134c6d90a6df65cfb18ae7,PARENT_NET_PROFIT_YTD,22686000000,CNY,1000000,10,归属于母公司股东的净利润,"归属于母公司股东的净利润 22,686 19,648","22,686","['22,686', '19,648']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1211437303,601601.SH,中国太保,2021-09-30,2021-10-30,https://static.cninfo.com.cn/finalpage/2021-10-30/1211437303.PDF,dedb7c8517799ab4949d3392ccc627067ef3b8d754134c6d90a6df65cfb18ae7,BASIC_EPS_YTD,2.36,CNY_PER_SHARE,1,10,基本每股收益,（一）基本每股收益(元/股) 2.36 2.12,2.36,"['2.36', '2.12']",1,,CONSOLIDATED,YEAR_TO_DATE,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,OPERATING_REVENUE_YTD,440643000000,CNY,1000000,152,营业收入,"一、营业收入 440,643 422,182","440,643","['440,643', '422,182']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,OPERATING_PROFIT_YTD,30794000000,CNY,1000000,152,营业利润,"三、营业利润 30,794 29,377","30,794","['30,794', '29,377']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,PARENT_NET_PROFIT_YTD,26834000000,CNY,1000000,153,归属于母公司股东的净利润,"归属于母公司股东的净利润 26,834 24,584","26,834","['26,834', '24,584']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212698832,601601.SH,中国太保,2021-12-31,2022-03-28,https://static.cninfo.com.cn/finalpage/2022-03-28/1212698832.PDF,27897d840144c77dd3be76b23622c1cfffefb1c4848b895e29b2c4e02bbd550d,BASIC_EPS_YTD,2.79,CNY_PER_SHARE,1,153,基本每股收益,基本每股收益 2.79 2.63,2.79,"['2.79', '2.63']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,OPERATING_REVENUE_YTD,858505000000,CNY,1000000,119,营业收入,"一、营业收入 858,505 825,049","858,505","['858,505', '825,049']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,OPERATING_PROFIT_YTD,50981000000,CNY,1000000,119,营业利润,"三、营业利润 50,981 54,899","50,981","['50,981', '54,899']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,PARENT_NET_PROFIT_YTD,50921000000,CNY,1000000,119,归属于母公司股东的净利润,"归属于母公司股东的净利润 50,921 50,257","50,921","['50,921', '50,257']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
1212669927,601628.SH,中国人寿,2021-12-31,2022-03-25,https://static.cninfo.com.cn/finalpage/2022-03-25/1212669927.PDF,bf12df8a2946533b2afffa0004b568a1cb27ae8df566b106d70a95d41a118ba8,BASIC_EPS_YTD,1.80,CNY_PER_SHARE,1,120,基本每股收益,基本每股收益 人民币1.80元 人民币1.77元,人民币1.80元,"['人民币1.80元', '人民币1.77元']",1,,CONSOLIDATED,FULL_YEAR,PASS_EXPLICIT_CURRENT_ORIGINAL,False,
