period,cost,holding_closes,buy_trades,sell_trades,unfilled_requests,no_view_target_origins,mean_exposure
evaluation,BASE,421,35,39,0,0,0.08180442761128576
evaluation,STRESS,421,35,39,0,0,0.08183128963413065
earlier_diagnostic,BASE,468,25,25,0,0,0.1675660031868587
earlier_diagnostic,STRESS,468,25,25,0,0,0.16770098630478913
