拟合收盘,因子,训练均值,训练标准差,标准化系数,截距
2015-03-02,持仓时间对数,1.6638143560886776,0.793119670456256,0.009076476264946046,0.003751916496690528
2015-03-02,含分红浮盈浮亏,0.018743918909985044,0.07941634860679174,0.0066647910998186115,0.003751916496690528
2015-03-02,持仓回撤,-0.013638186211890052,0.015038540897766201,-0.00034966292133287776,0.003751916496690528
2015-03-02,入场模式,1.3000000000000003,0.45825756949558394,-0.007866087496594534,0.003751916496690528
2015-03-02,五日涨跌,0.0023031649376385925,0.03718309925783284,0.01968728103187051,0.003751916496690528
2015-03-02,二十日涨跌,-0.005296917357319702,0.08777294035940103,-0.007434348428668553,0.003751916496690528
2015-03-02,一百二十日均线偏离,0.03995301270937523,0.1333356338856437,-0.006269765618247779,0.003751916496690528
2015-03-02,二十日波动,0.22559241328410629,0.10301398874337533,-0.005432867314613175,0.003751916496690528
2015-03-02,来源为趋势反弹参考,0.5166666666666666,0.4997221450188317,-0.0004317588362767398,0.003751916496690528
2015-03-02,来源为均值偏离参考,0.3,0.45825756949558394,-0.0082361188368283,0.003751916496690528
2015-04-01,持仓时间对数,1.6638143560886776,0.793119670456256,0.009076476264946046,0.003751916496690528
2015-04-01,含分红浮盈浮亏,0.018743918909985044,0.07941634860679174,0.0066647910998186115,0.003751916496690528
2015-04-01,持仓回撤,-0.013638186211890052,0.015038540897766201,-0.00034966292133287776,0.003751916496690528
2015-04-01,入场模式,1.3000000000000003,0.45825756949558394,-0.007866087496594534,0.003751916496690528
2015-04-01,五日涨跌,0.0023031649376385925,0.03718309925783284,0.01968728103187051,0.003751916496690528
2015-04-01,二十日涨跌,-0.005296917357319702,0.08777294035940103,-0.007434348428668553,0.003751916496690528
2015-04-01,一百二十日均线偏离,0.03995301270937523,0.1333356338856437,-0.006269765618247779,0.003751916496690528
2015-04-01,二十日波动,0.22559241328410629,0.10301398874337533,-0.005432867314613175,0.003751916496690528
2015-04-01,来源为趋势反弹参考,0.5166666666666666,0.4997221450188317,-0.0004317588362767398,0.003751916496690528
2015-04-01,来源为均值偏离参考,0.3,0.45825756949558394,-0.0082361188368283,0.003751916496690528
2015-05-04,持仓时间对数,1.6638143560886776,0.793119670456256,0.009076476264946046,0.003751916496690528
2015-05-04,含分红浮盈浮亏,0.018743918909985044,0.07941634860679174,0.0066647910998186115,0.003751916496690528
2015-05-04,持仓回撤,-0.013638186211890052,0.015038540897766201,-0.00034966292133287776,0.003751916496690528
2015-05-04,入场模式,1.3000000000000003,0.45825756949558394,-0.007866087496594534,0.003751916496690528
2015-05-04,五日涨跌,0.0023031649376385925,0.03718309925783284,0.01968728103187051,0.003751916496690528
2015-05-04,二十日涨跌,-0.005296917357319702,0.08777294035940103,-0.007434348428668553,0.003751916496690528
2015-05-04,一百二十日均线偏离,0.03995301270937523,0.1333356338856437,-0.006269765618247779,0.003751916496690528
2015-05-04,二十日波动,0.22559241328410629,0.10301398874337533,-0.005432867314613175,0.003751916496690528
2015-05-04,来源为趋势反弹参考,0.5166666666666666,0.4997221450188317,-0.0004317588362767398,0.003751916496690528
2015-05-04,来源为均值偏离参考,0.3,0.45825756949558394,-0.0082361188368283,0.003751916496690528
2015-06-01,持仓时间对数,1.7821919646550144,0.8778243077848673,0.016026502234608764,0.014191708690937126
2015-06-01,含分红浮盈浮亏,0.03435395714099127,0.09746719413769962,-0.003273737313430009,0.014191708690937126
2015-06-01,持仓回撤,-0.013006674266959981,0.014939265689076983,0.006813918340946993,0.014191708690937126
2015-06-01,入场模式,1.2727272727272727,0.44536177141512323,-0.011918812228394748,0.014191708690937126
2015-06-01,五日涨跌,0.005098973076278368,0.037624471557607585,0.019444710804783664,0.014191708690937126
2015-06-01,二十日涨跌,0.0062231363729645705,0.09339451128343522,-0.016033231950474486,0.014191708690937126
2015-06-01,一百二十日均线偏离,0.06241140454058552,0.14681167083773583,0.0035837744032236746,0.014191708690937126
2015-06-01,二十日波动,0.22636813567904024,0.09973040831709225,-0.008117843642685967,0.014191708690937126
