period,cost,comparison,terminal_equity_difference,price_pnl_difference,dividend_recognized_difference,commission_difference,slippage_cost_difference,sharpe_difference
evaluation,BASE,RUNS_OPPORTUNITY_CAPPED_SUM,-72290.52302000026,-69803.50000000001,-5688.399999999999,-756.9769799999999,-2444.400000000037,-0.512989744784889
evaluation,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,-60995.177900000184,-61760.40000000001,-2280.999999999999,-707.3221000000001,-2338.900000000047,-0.42068337201449624
evaluation,BASE,TREND_NOISE_REFERENCE_BLEND,-13162.419240000076,-12878.200000000026,-117.79999999999973,52.91924000000017,113.49999999998636,-0.2150358314839893
evaluation,BASE,RETURN_RUNS_STATE,8407.758440000121,11904.399999999972,-1767.1999999999998,479.74156000000005,1249.6999999999086,0.06856194192108767
evaluation,BASE,BUY_HOLD,-11.410839999996824,24955.99999999994,-21195.600000000002,971.8108400000001,2799.9999999999277,0.7880564661758271
evaluation,STRESS,RUNS_OPPORTUNITY_CAPPED_SUM,-68532.30403999996,-68678.80000000002,-5643.299999999999,-1507.1959600000005,-4282.600000000007,-0.5037901237117797
evaluation,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,-57575.05707999994,-60775.900000000016,-2261.4999999999995,-1408.84292,-4053.499999999981,-0.4108408174396321
evaluation,STRESS,TREND_NOISE_REFERENCE_BLEND,-13188.243520000018,-12772.000000000022,-138.9000000000001,82.44351999999981,194.89999999998145,-0.21970927000137852
evaluation,STRESS,RETURN_RUNS_STATE,6928.7398799998045,11934.199999999975,-1802.9999999999995,902.36012,2300.100000000019,0.04869043944815621
evaluation,STRESS,BUY_HOLD,-3410.137800000113,24778.199999999946,-21237.800000000003,1878.0378,5072.500000000015,0.7252310742013186
earlier_diagnostic,BASE,RUNS_OPPORTUNITY_CAPPED_SUM,12479.086839999945,12069.70000000004,0.0,-147.98684000000003,-261.3999999999969,0.31964629572494174
earlier_diagnostic,BASE,EITHER_CONFIRMED_RUNS_AUXILIARY,6971.312340000004,6696.200000000041,0.0,-113.71233999999981,-161.400000000016,0.2582532323175224
earlier_diagnostic,BASE,TREND_NOISE_REFERENCE_BLEND,44611.84719999996,47185.20000000002,574.0000000000001,731.9528,2415.3999999999796,0.3342245931066399
earlier_diagnostic,BASE,RETURN_RUNS_STATE,75190.0413799999,77120.00000000003,574.0000000000001,588.4586200000001,1915.5000000000218,0.7445134784749909
earlier_diagnostic,BASE,BUY_HOLD,60964.12581999993,81743.7,-15845.199999999997,1193.7741800000001,3740.6000000000126,1.077625286796672
earlier_diagnostic,STRESS,RUNS_OPPORTUNITY_CAPPED_SUM,12989.736319999618,12082.000000000044,0.0,-302.1363199999996,-605.5999999998621,0.31704384730617474
earlier_diagnostic,STRESS,EITHER_CONFIRMED_RUNS_AUXILIARY,7294.359559999721,6650.200000000041,0.0,-235.65956000000006,-408.49999999986176,0.2545818438347214
earlier_diagnostic,STRESS,TREND_NOISE_REFERENCE_BLEND,42221.14919999987,47438.50000000001,574.0000000000001,1443.4508,4347.90000000008,0.29990690554073374
earlier_diagnostic,STRESS,RETURN_RUNS_STATE,78413.2800799998,82586.50000000003,574.0000000000001,1167.51992,3579.7000000001344,0.7907283806813863
earlier_diagnostic,STRESS,BUY_HOLD,61425.42171999984,86593.3,-15845.199999999997,2361.67828,6961.000000000094,1.0659890341928844
