period,cost,net_sharpe,cycles,holding_closes,gross_price_dividend_profit,commission_and_slippage,net_profit
evaluation,BASE,1.0759558568310206,27,252,57387.59999999998,4147.946599999939,53239.65340000001
evaluation,STRESS,1.0121395045115462,27,252,57167.59999999998,7606.009320000005,49561.59067999991
earlier_diagnostic,BASE,1.356347272949224,20,290,108722.70000000001,5296.379940000007,103426.32005999994
earlier_diagnostic,STRESS,1.343696808373609,20,296,113572.30000000002,9991.289800000088,103581.01019999984
