period,cost,holding_closes,buy_trades,sell_trades,unknown_target_origins,unfilled_requests,mean_exposure
evaluation,BASE,329,35,39,0,0,0.0923781083766406
evaluation,STRESS,329,35,39,0,0,0.09241620134975265
earlier_diagnostic,BASE,294,20,17,0,0,0.109210684577256
earlier_diagnostic,STRESS,300,20,17,0,0,0.11290094018651245
